"ShortName","TeamAbbreviation","GamesPlayed","Minutes","PlusMinus","OffPoss","Points","FG2M","FG2A","Fg2Pct","FG3M","FG3A","Fg3Pct","NonHeaveFg3Pct","FtPoints","PtsAssisted2s","PtsUnassisted2s","PtsAssisted3s","PtsUnassisted3s","Assisted2sPct","NonPutbacksAssisted2sPct","Assisted3sPct","FG3APct","ShotQualityAvg","EfgPct","TsPct","PtsPutbacks","Fg2aBlocked","FG2APctBlocked","Fg3aBlocked","FG3APctBlocked"
"Wright, Nunn, Gafford, Avdija, Jackson","WAS",1,3,3,6,8,4,5,0.8,0,1,0,0,0,8,0,0,0,1,1,0,0.16666666666666666,0.4899833333333334,0.6666666666666666,0.6666666666666666,0,0,0,0,0
"Kuzma, Nunn, Avdija, Goodwin, Gibson","WAS",1,3,0,7,7,1,2,0.5,1,4,0.25,0.3333333333333333,2,2,0,3,0,1,1,1,0.6666666666666666,0.54973,0.4166666666666667,0.5,0,1,0.5,0,0
"Morris, Dotson, Gafford, Gill, Barton","WAS",1,3,5,5,9,2,3,0.6666666666666666,1,1,1,1,2,2,2,0,3,0.5,0.5,0,0.25,0.4239125,0.875,0.9,0,0,0,0,0
"Carey Jr., Gill, Goodwin, Davis, Jackson","WAS",1,3,-5,7,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0.5,0.4476,0,0,0,1,0.5,0,0
"Kuzma, Hachimura, Kispert, Goodwin, Barton","WAS",1,3,-1,6,6,3,3,1,0,3,0,0,0,4,2,0,0,0.6666666666666666,1,0,0.5,0.4759333333333333,0.5,0.5,2,0,0,0,0
"Gafford, Kispert, Goodwin, Beal, Barton","WAS",2,3,0,6,8,2,3,0.6666666666666666,1,2,0.5,0.5,1,0,4,3,0,0,0,1,0.4,0.54,0.7,0.6666666666666666,0,0,0,0,0
"Gafford, Avdija, Goodwin, Beal, Porzingis","WAS",1,3,0,6,9,2,2,1,1,3,0.3333333333333333,0.3333333333333333,2,4,0,3,0,1,1,1,0.6,0.51683,0.7,0.75,0,0,0,0,0
"Kuzma, Hachimura, Goodwin, Beal, Barton","WAS",1,3,1,6,7,3,6,0.5,0,0,0,0,1,0,6,0,0,0,0,0,0,0.4993666666666667,0.5,0.5833333333333334,0,1,0.16666666666666666,0,0
"Wright, Kispert, Gibson, Beal, Porzingis","WAS",2,3,0,5,6,3,3,1,0,1,0,0,0,6,0,0,0,1,1,0,0.25,0.4768875,0.75,0.75,0,0,0,0,0
"Wright, Hachimura, Avdija, Beal, Porzingis","WAS",3,3,-9,6,4,2,3,0.6666666666666666,0,1,0,0,0,4,0,0,0,1,1,0,0.25,0.541175,0.5,0.5,0,0,0,0,0
"Morris, Gafford, Avdija, Goodwin, Beal","WAS",1,3,-5,5,5,2,3,0.6666666666666666,0,1,0,0,1,4,0,0,0,1,1,0,0.25,0.4924625,0.5,0.5,0,0,0,0,0
"Wright, Avdija, Gibson, Barton, Porzingis","WAS",2,3,2,6,4,1,4,0.25,0,1,0,0,2,0,2,0,0,0,0,0,0.2,0.5294,0.2,0.3333333333333333,2,3,0.75,0,0
"Gill, Huff, Goodwin, Davis, Cooks","WAS",1,3,9,7,15,4,4,1,2,2,1,1,1,8,0,6,0,1,1,1,0.3333333333333333,0.639225,1.1666666666666667,1.25,0,0,0,0,0
"Wright, Avdija, Gill, Gibson, Barton","WAS",1,3,0,5,6,3,4,0.75,0,1,0,0,0,4,2,0,0,0.6666666666666666,0.6666666666666666,0,0.2,0.43792,0.6,0.6,0,0,0,0,0
"Hachimura, Avdija, Kispert, Goodwin, Porzingis","WAS",1,3,-2,6,5,1,2,0.5,1,5,0.2,0.2,0,0,2,3,0,0,0,1,0.7142857142857143,0.5359214285714285,0.35714285714285715,0.35714285714285715,0,0,0,0,0
"Gafford, Avdija, Kispert, Goodwin, Barton","WAS",3,3,-1,6,9,2,4,0.5,1,1,1,1,2,0,4,3,0,0,0,1,0.2,0.54201,0.7,0.75,0,1,0.25,0,0
"Wright, Nunn, Gill, Davis, Gibson","WAS",1,3,-1,7,6,3,5,0.6,0,3,0,0,0,4,2,0,0,0.6666666666666666,0.6666666666666666,0,0.375,0.4799,0.375,0.375,0,1,0.2,1,0.3333333333333333
"Kuzma, Morris, Nunn, Beal, Porzingis","WAS",1,3,5,6,9,2,3,0.6666666666666666,1,2,0.5,0.5,2,4,0,3,0,1,1,1,0.4,0.48814,0.7,0.75,0,0,0,0,0
"Kuzma, Goodwin, Gibson, Barton, Porzingis","WAS",1,3,2,5,9,2,2,1,1,1,1,1,2,0,4,3,0,0,0,1,0.3333333333333333,0.4529666666666667,1.1666666666666667,1.125,0,0,0,0,0
"Wright, Avdija, Gill, Beal, Porzingis","WAS",1,3,-6,5,3,0,0,0,1,1,1,1,0,0,0,3,0,0,0,1,1,0.441,1.5,1.5,0,0,0,0,0
"Wright, Kuzma, Gill, Kispert, Goodwin","WAS",1,3,5,7,10,2,3,0.6666666666666666,2,2,1,1,0,2,2,6,0,0.5,0.5,1,0.4,0.45644,1,1,0,1,0.3333333333333333,0,0
"Avdija, Kispert, Davis, Beal, Porzingis","WAS",1,3,0,6,4,2,4,0.5,0,0,0,0,0,0,4,0,0,0,0,0,0,0.485675,0.5,0.5,0,0,0,0,0
"Wright, Gafford, Avdija, Davis, Porzingis","WAS",1,3,6,5,8,2,7,0.2857142857142857,1,1,1,1,1,2,2,3,0,0.5,1,1,0.125,0.523925,0.4375,0.4444444444444444,2,0,0,0,0
"Wright, Avdija, Kispert, Goodwin, Gibson","WAS",1,3,-3,5,4,2,2,1,0,1,0,0,0,2,2,0,0,0.5,0.5,0,0.3333333333333333,0.4735666666666667,0.6666666666666666,0.6666666666666666,0,0,0,0,0
"Wright, Kuzma, Gafford, Avdija, Goodwin","WAS",1,3,-2,4,3,1,2,0.5,0,0,0,0,1,0,2,0,0,0,0,0,0,0.38505,0.5,0.5,0,0,0,0,0
"Wright, Morris, Gafford, Avdija, Beal","WAS",2,3,-2,5,5,2,4,0.5,0,0,0,0,1,0,4,0,0,0,0,0,0,0.399175,0.5,0.625,0,0,0,0,0
"Wright, Avdija, Davis, Beal, Porzingis","WAS",2,3,9,5,11,4,4,1,1,1,1,1,0,4,4,3,0,0.5,0.5,1,0.2,0.57384,1.1,1.1,0,0,0,0,0
"Morris, Hachimura, Avdija, Gill, Kispert","WAS",1,3,3,6,8,3,4,0.75,0,0,0,0,2,4,2,0,0,0.6666666666666666,0.6666666666666666,0,0,0.523025,0.75,0.8,0,0,0,0,0
"Morris, Gafford, Avdija, Gill, Davis","WAS",1,3,-3,6,3,0,4,0,1,1,1,1,0,0,0,3,0,0,0,1,0.2,0.5157499999999999,0.3,0.3,0,1,0.25,0,0
"Wright, Kuzma, Avdija, Davis, Gibson","WAS",1,3,-2,6,6,3,5,0.6,0,3,0,0,0,4,2,0,0,0.6666666666666666,0.6666666666666666,0,0.375,0.48075,0.375,0.375,0,0,0,0,0
"Wright, Nunn, Avdija, Gibson, Beal","WAS",2,3,-2,5,4,2,5,0.4,0,2,0,0,0,2,2,0,0,0.5,1,0,0.2857142857142857,0.5189,0.2857142857142857,0.2857142857142857,2,0,0,0,0
"Morris, Gafford, Gill, Kispert, Goodwin","WAS",1,3,4,5,7,2,3,0.6666666666666666,1,3,0.3333333333333333,0.3333333333333333,0,0,4,3,0,0,0,1,0.5,0.5428666666666667,0.5833333333333334,0.5833333333333334,2,0,0,0,0
"Wright, Avdija, Gibson, Beal, Porzingis","WAS",1,2,6,5,8,3,4,0.75,0,0,0,0,2,6,0,0,0,1,1,0,0,0.415875,0.75,1,0,0,0,0,0
"Morris, Gill, Kispert, Beal, Porzingis","WAS",2,2,-6,4,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0.4125,0,0.16666666666666666,0,0,0,0,0
"Nunn, Gill, Huff, Goodwin, Davis","WAS",1,2,1,3,3,0,1,0,1,2,0.5,0.5,0,0,0,3,0,0,0,1,0.6666666666666666,0.5211333333333333,0.5,0.5,0,0,0,0,0
"Gafford, Avdija, Kispert, Goodwin, Davis","WAS",1,2,2,5,7,2,4,0.5,1,1,1,1,0,0,4,3,0,0,0,1,0.2,0.46319,0.7,0.7,0,1,0.25,0,0
"Morris, Gafford, Avdija, Kispert, Barton","WAS",2,2,-6,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0.25,0.43385,0,0,0,1,0.3333333333333333,0,0
"Kuzma, Gafford, Goodwin, Davis, Barton","WAS",1,2,-5,5,5,1,2,0.5,1,4,0.25,0.25,0,0,2,3,0,0,0,1,0.6666666666666666,0.5601583333333333,0.4166666666666667,0.4166666666666667,2,0,0,0,0
"Avdija, Gill, Goodwin, Barton, Porzingis","WAS",3,2,-3,5,3,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0.5,0.510475,0,0.375,0,0,0,0,0
"Wright, Kispert, Goodwin, Davis, Gibson","WAS",1,2,4,5,6,3,5,0.6,0,2,0,0,0,2,4,0,0,0.3333333333333333,0.3333333333333333,0,0.2857142857142857,0.4785,0.42857142857142855,0.42857142857142855,0,0,0,0,0
"Kuzma, Dotson, Gill, Kispert, Porzingis","WAS",1,2,-1,5,5,0,0,0,1,1,1,1,2,0,0,3,0,0,0,1,1,0.52815,1.5,0.8333333333333334,0,0,0,0,0
"Morris, Avdija, Gill, Kispert, Barton","WAS",1,2,-6,3,5,1,1,1,1,2,0.5,0.5,0,0,2,3,0,0,0,1,0.6666666666666666,0.47150000000000003,0.8333333333333334,0.8333333333333334,0,0,0,0,0
"Kuzma, Gafford, Kispert, Goodwin, Gibson","WAS",2,2,-5,6,7,2,2,1,1,2,0.5,0.5,0,0,4,0,3,0,0,0,0.5,0.48935,0.875,0.875,0,0,0,0,0
"Morris, Gafford, Gill, Beal, Barton","WAS",1,2,-1,5,5,2,4,0.5,0,1,0,0,1,2,2,0,0,0.5,0.5,0,0.2,0.50691,0.4,0.5,0,0,0,0,0
"Morris, Hachimura, Kispert, Beal, Barton","WAS",1,2,3,5,9,3,3,1,1,3,0.3333333333333333,0.3333333333333333,0,2,4,3,0,0.3333333333333333,0.5,1,0.5,0.5824333333333334,0.75,0.75,2,0,0,0,0
"Nunn, Gafford, Huff, Goodwin, Jackson","WAS",1,2,-2,5,4,1,1,1,0,3,0,0,2,0,2,0,0,0,0,0,0.75,0.5625625,0.25,0.4,0,0,0,0,0
"Kuzma, Morris, Gafford, Kispert, Goodwin","WAS",2,2,-1,6,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,1,0.5148,0,0.3,0,0,0,0,0
"Morris, Gafford, Avdija, Gibson, Barton","WAS",1,2,3,5,7,2,3,0.6666666666666666,1,2,0.5,0.5,0,4,0,0,3,1,1,0,0.4,0.5812,0.7,0.7,0,0,0,0,0
"Wright, Kuzma, Hachimura, Goodwin, Gibson","WAS",1,2,0,5,5,1,1,1,1,2,0.5,0.5,0,2,0,3,0,1,1,1,0.6666666666666666,0.5221,0.8333333333333334,0.8333333333333334,0,0,0,0,0
"Kuzma, Gafford, Goodwin, Gibson, Barton","WAS",1,2,4,6,4,2,3,0.6666666666666666,0,2,0,0,0,0,4,0,0,0,0,0,0.4,0.56927,0.4,0.4,0,0,0,0,0
"Kuzma, Goodwin, Davis, Beal, Porzingis","WAS",1,2,-7,4,3,0,1,0,1,2,0.5,0.5,0,0,0,3,0,0,0,1,0.6666666666666666,0.52295,0.5,0.5,0,0,0,0,0
"Gafford, Avdija, Kispert, Goodwin, Porzingis","WAS",2,2,6,5,6,2,2,1,0,1,0,0,2,4,0,0,0,1,1,0,0.3333333333333333,0.50675,0.6666666666666666,0.75,0,0,0,0,0
"Wright, Hachimura, Gill, Kispert, Goodwin","WAS",1,2,0,5,2,1,3,0.3333333333333333,0,1,0,0,0,2,0,0,0,1,1,0,0.25,0.4352875,0.25,0.25,0,0,0,0,0
"Kuzma, Goodwin, Gibson, Beal, Barton","WAS",1,2,-3,6,3,1,3,0.3333333333333333,0,1,0,0,1,0,2,0,0,0,0,0,0.25,0.4736125,0.25,0.25,0,1,0.3333333333333333,0,0
"Morris, Kispert, Gibson, Beal, Porzingis","WAS",1,2,-4,5,2,1,4,0.25,0,0,0,0,0,0,2,0,0,0,0,0,0,0.4406,0.25,0.25,0,0,0,0,0
"Todd, Gill, Goodwin, Davis, Gibson","WAS",1,2,0,5,2,1,2,0.5,0,2,0,0,0,0,2,0,0,0,0,0,0.5,0.4777,0.25,0.25,2,0,0,0,0
"Wright, Hachimura, Gafford, Avdija, Beal","WAS",2,2,-5,5,4,2,3,0.6666666666666666,0,1,0,0,0,2,2,0,0,0.5,0.5,0,0.25,0.4613125,0.5,0.5,0,1,0.3333333333333333,0,0
"Morris, Nunn, Gafford, Kispert, Porzingis","WAS",1,2,-13,5,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2,0.44471,0,0,0,2,0.5,0,0
"Avdija, Gill, Goodwin, Gibson, Barton","WAS",1,2,-1,4,3,0,1,0,1,2,0.5,0.5,0,0,0,3,0,0,0,1,0.6666666666666666,0.48265,0.5,0.5,0,0,0,0,0
"Morris, Hachimura, Gill, Barton, Porzingis","WAS",1,2,-8,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40454,0,0,0,1,0.2,0,0
"Avdija, Kispert, Goodwin, Davis, Gibson","WAS",1,2,-2,5,4,2,3,0.6666666666666666,0,1,0,0,0,2,2,0,0,0.5,0.5,0,0.25,0.458575,0.5,0.5,0,0,0,0,0
"Wright, Kuzma, Nunn, Gafford, Beal","WAS",1,2,1,5,7,1,2,0.5,1,1,1,1,2,2,0,3,0,1,1,1,0.3333333333333333,0.476,0.8333333333333334,0.875,0,0,0,0,0
"Wright, Avdija, Gill, Kispert, Gibson","WAS",1,2,1,5,9,0,0,0,3,4,0.75,0.75,0,0,0,9,0,0,0,1,1,0.5244375,1.125,1.125,0,0,0,0,0
"Nunn, Gill, Kispert, Goodwin, Porzingis","WAS",2,2,4,4,6,3,5,0.6,0,0,0,0,0,0,6,0,0,0,0,0,0,0.43414,0.6,0.6,2,0,0,0,0
"Wright, Morris, Gafford, Kispert, Davis","WAS",1,2,-1,5,5,1,3,0.3333333333333333,1,2,0.5,0.5,0,2,0,0,3,1,1,0,0.4,0.47191,0.5,0.5,0,0,0,0,0
"Kuzma, Morris, Goodwin, Beal, Porzingis","WAS",1,2,1,6,4,1,2,0.5,0,3,0,0,2,0,2,0,0,0,0,0,0.6,0.5152599999999999,0.2,0.3333333333333333,2,0,0,0,0
"Nunn, Avdija, Carey Jr., Kispert, Gibson","WAS",1,2,2,4,4,1,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0.6336,1,1,0,0,0,0,0
"Avdija, Kispert, Davis, Barton, Porzingis","WAS",1,2,-1,5,2,1,2,0.5,0,2,0,0,0,0,2,0,0,0,0,0,0.5,0.4873125,0.25,0.25,0,0,0,0,0
"Morris, Avdija, Davis, Beal, Porzingis","WAS",1,2,-4,5,4,2,3,0.6666666666666666,0,2,0,0,0,4,0,0,0,1,1,0,0.4,0.47140000000000004,0.4,0.4,0,0,0,0,0
"Morris, Hachimura, Avdija, Goodwin, Porzingis","WAS",1,2,-3,4,4,2,3,0.6666666666666666,0,0,0,0,0,0,4,0,0,0,0,0,0,0.48523333333333335,0.6666666666666666,0.6666666666666666,0,0,0,0,0
"Kispert, Huff, Goodwin, Jackson, Cooks","WAS",1,2,1,5,6,1,2,0.5,1,2,0.5,0.5,1,0,2,3,0,0,0,1,0.5,0.458275,0.625,0.6,0,0,0,0,0
"Wright, Hachimura, Gafford, Kispert, Porzingis","WAS",2,2,-1,4,4,2,6,0.3333333333333333,0,0,0,0,0,4,0,0,0,1,1,0,0,0.5357166666666667,0.3333333333333333,0.3333333333333333,0,0,0,0,0
"Kuzma, Gafford, Avdija, Kispert, Beal","WAS",1,2,-3,5,4,1,2,0.5,0,1,0,0,2,2,0,0,0,1,1,0,0.3333333333333333,0.5102666666666666,0.3333333333333333,0.5,0,1,0.5,0,0
"Morris, Hachimura, Goodwin, Barton, Porzingis","WAS",1,2,-1,4,4,1,3,0.3333333333333333,0,1,0,0,2,0,2,0,0,0,0,0,0.25,0.573525,0.25,0.4,0,1,0.3333333333333333,0,0
"Dotson, Gafford, Gill, Goodwin, Barton","WAS",1,2,8,5,8,4,6,0.6666666666666666,0,1,0,0,0,0,8,0,0,0,0,0,0.14285714285714285,0.45062142857142856,0.5714285714285714,0.5,2,0,0,0,0
"Wright, Avdija, Gill, Kispert, Porzingis","WAS",1,2,0,5,7,3,4,0.75,0,1,0,0,1,4,2,0,0,0.6666666666666666,0.6666666666666666,0,0.2,0.54993,0.6,0.7,0,0,0,0,0
"Gafford, Gill, Kispert, Goodwin, Jackson","WAS",1,2,-3,4,5,1,1,1,1,2,0.5,0.5,0,0,2,3,0,0,0,1,0.6666666666666666,0.6118666666666667,0.8333333333333334,0.8333333333333334,0,0,0,0,0
"Wright, Gafford, Avdija, Goodwin, Davis","WAS",1,2,-4,4,3,0,3,0,1,2,0.5,0.5,0,0,0,3,0,0,0,1,0.4,0.47733,0.3,0.3,0,2,0.6666666666666666,0,0
"Carey Jr., Gill, Kispert, Davis, Jackson","WAS",1,2,8,5,10,2,2,1,2,2,1,1,0,0,4,6,0,0,0,1,0.5,0.5458125,1.25,1.25,0,0,0,0,0
"Kuzma, Morris, Avdija, Gill, Barton","WAS",2,2,-2,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0.53565,0,0,0,0,0,0,0
"Wright, Kuzma, Gafford, Avdija, Barton","WAS",1,2,0,4,6,0,0,0,2,4,0.5,0.5,0,0,0,6,0,0,0,1,1,0.546,0.75,0.75,0,0,0,0,0
"Kuzma, Morris, Gill, Kispert, Porzingis","WAS",1,2,-6,4,4,2,4,0.5,0,0,0,0,0,4,0,0,0,1,1,0,0,0.517525,0.5,0.5,0,1,0.25,0,0
"Morris, Avdija, Gibson, Barton, Porzingis","WAS",1,2,-4,4,5,1,1,1,1,2,0.5,0.5,0,2,0,3,0,1,1,1,0.6666666666666666,0.52915,0.8333333333333334,0.8333333333333334,0,0,0,0,0
"Nunn, Avdija, Goodwin, Gibson, Barton","WAS",1,2,-2,5,6,1,3,0.3333333333333333,1,2,0.5,0.5,1,0,2,3,0,0,0,1,0.4,0.51425,0.5,0.6,2,1,0.3333333333333333,0,0
"Carey Jr., Gill, Kispert, Goodwin, Davis","WAS",1,2,1,4,2,1,2,0.5,0,2,0,0,0,2,0,0,0,1,1,0,0.5,0.476375,0.25,0.25,0,1,0.5,0,0
"Wright, Morris, Hachimura, Avdija, Porzingis","WAS",1,2,-4,4,4,2,3,0.6666666666666666,0,0,0,0,0,4,0,0,0,1,1,0,0,0.41913333333333336,0.6666666666666666,0.6666666666666666,0,0,0,0,0
"Kuzma, Gafford, Kispert, Beal, Barton","WAS",1,2,3,5,5,1,3,0.3333333333333333,1,2,0.5,0.5,0,0,2,3,0,0,0,1,0.4,0.49378,0.5,0.5,0,0,0,0,0
"Nunn, Gafford, Gill, Goodwin, Davis","WAS",2,2,-4,4,4,2,5,0.4,0,0,0,0,0,2,2,0,0,0.5,1,0,0,0.4516,0.4,0.4,2,1,0.2,0,0
"Kuzma, Morris, Hachimura, Beal, Barton","WAS",1,2,0,3,4,2,4,0.5,0,1,0,0,0,0,4,0,0,0,0,0,0.2,0.5218,0.4,0.4,2,0,0,0,0
"Nunn, Gafford, Kispert, Huff, Goodwin","WAS",1,2,3,5,9,3,3,1,0,1,0,0,3,6,0,0,0,1,1,0,0.25,0.731875,0.75,0.9,0,0,0,0,0
"Wright, Avdija, Gill, Kispert, Beal","WAS",2,2,-2,5,2,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0.3333333333333333,0.6200166666666667,0,0.25,0,0,0,0,0
"Wright, Avdija, Goodwin, Davis, Gibson","WAS",1,2,-2,5,2,1,2,0.5,0,1,0,0,0,2,0,0,0,1,1,0,0.3333333333333333,0.48888333333333334,0.3333333333333333,0.3333333333333333,0,0,0,0,0
"Kuzma, Nunn, Kispert, Gibson, Beal","WAS",2,2,-1,4,3,0,3,0,1,2,0.5,0.5,0,0,0,3,0,0,0,1,0.4,0.50647,0.3,0.3,0,0,0,0,0
"Morris, Avdija, Gill, Kispert, Davis","WAS",1,2,0,4,5,0,1,0,1,2,0.5,0.5,2,0,0,3,0,0,0,1,0.6666666666666666,0.4459666666666667,0.5,0.625,0,0,0,1,0.5
"Morris, Avdija, Goodwin, Davis, Porzingis","WAS",1,2,-1,3,5,1,2,0.5,1,1,1,1,0,2,0,3,0,1,1,1,0.3333333333333333,0.5395833333333333,0.8333333333333334,0.8333333333333334,0,0,0,0,0
"Hachimura, Avdija, Gill, Beal, Barton","WAS",1,2,-3,4,4,2,3,0.6666666666666666,0,2,0,0,0,2,2,0,0,0.5,1,0,0.4,0.44217000000000006,0.4,0.4,2,0,0,0,0
"Nunn, Gafford, Avdija, Goodwin, Barton","WAS",1,2,-4,3,3,0,1,0,1,2,0.5,0.5,0,0,0,3,0,0,0,1,0.6666666666666666,0.4970833333333333,0.5,0.5,0,0,0,0,0
"Gafford, Kispert, Goodwin, Davis, Jackson","WAS",2,2,5,3,7,3,4,0.75,0,2,0,0,1,2,4,0,0,0.3333333333333333,1,0,0.3333333333333333,0.5704,0.5,0.5833333333333334,4,1,0.25,0,0
"Wright, Nunn, Goodwin, Davis, Gibson","WAS",1,2,-1,4,6,0,1,0,2,3,0.6666666666666666,0.6666666666666666,0,0,0,6,0,0,0,1,0.75,0.520425,0.75,0.75,0,0,0,0,0
"Kuzma, Morris, Goodwin, Barton, Porzingis","WAS",1,2,1,4,4,2,3,0.6666666666666666,0,1,0,0,0,0,4,0,0,0,0,0,0.25,0.6224625,0.5,0.5,0,0,0,0,0
"Kuzma, Dotson, Gafford, Gill, Kispert","WAS",1,2,-8,3,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0.25,0.3874,0,0,0,2,0.6666666666666666,0,0
"Gafford, Kispert, Huff, Goodwin, Davis","WAS",1,2,-5,3,3,0,0,0,1,3,0.3333333333333333,0.3333333333333333,0,0,0,3,0,0,0,1,1,0.5418999999999999,0.5,0.5,0,0,0,0,0
"Wright, Kuzma, Avdija, Gibson, Beal","WAS",2,2,3,4,3,1,1,1,0,0,0,0,1,2,0,0,0,1,1,0,0,0.4111,1,1.5,0,0,0,0,0
"Wright, Kispert, Goodwin, Gibson, Beal","WAS",2,2,4,3,4,2,3,0.6666666666666666,0,2,0,0,0,2,2,0,0,0.5,0.5,0,0.4,0.58086,0.4,0.4,0,0,0,0,0
"Kuzma, Hachimura, Goodwin, Beal, Porzingis","WAS",1,2,5,4,7,3,4,0.75,0,0,0,0,1,6,0,0,0,1,1,0,0,0.5125,0.75,0.875,0,0,0,0,0
"Morris, Hachimura, Gafford, Beal, Barton","WAS",2,2,4,4,7,1,2,0.5,1,1,1,1,2,0,2,3,0,0,0,1,0.3333333333333333,0.4658,0.8333333333333334,0.875,0,1,0.5,0,0
"Morris, Avdija, Goodwin, Gibson, Porzingis","WAS",1,2,0,3,4,2,2,1,0,2,0,0,0,2,2,0,0,0.5,0.5,0,0.5,0.47965,0.5,0.5,0,0,0,0,0
"Wright, Kuzma, Hachimura, Goodwin, Porzingis","WAS",1,2,-3,4,2,1,1,1,0,2,0,0,0,2,0,0,0,1,1,0,0.6666666666666666,0.49195000000000005,0.3333333333333333,0.3333333333333333,0,0,0,0,0
"Morris, Hachimura, Gafford, Avdija, Goodwin","WAS",1,2,-6,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.46438333333333337,0,0,0,0,0,0,0
"Nunn, Gill, Davis, Jackson, Cooks","WAS",1,2,-2,5,2,1,2,0.5,0,2,0,0,0,2,0,0,0,1,1,0,0.5,0.3967,0.25,0.2,0,0,0,0,0
"Wright, Gafford, Gill, Goodwin, Davis","WAS",1,2,6,4,6,3,3,1,0,0,0,0,0,4,2,0,0,0.6666666666666666,0.6666666666666666,0,0,0.4996333333333333,1,1,0,0,0,0,0
"Kuzma, Morris, Avdija, Gill, Beal","WAS",2,2,6,5,8,4,4,1,0,0,0,0,0,6,2,0,0,0.75,0.75,0,0,0.455675,1,1,0,0,0,0,0
"Dotson, Avdija, Goodwin, Beal, Porzingis","WAS",1,2,1,3,3,1,2,0.5,0,1,0,0,1,0,2,0,0,0,0,0,0.3333333333333333,0.4617833333333334,0.3333333333333333,0.375,0,0,0,0,0
"Wright, Nunn, Kispert, Goodwin, Gibson","WAS",1,2,-4,4,5,1,1,1,1,2,0.5,0.5,0,2,0,3,0,1,1,1,0.6666666666666666,0.5211333333333333,0.8333333333333334,0.8333333333333334,0,0,0,0,0
"Wright, Kuzma, Morris, Gafford, Avdija","WAS",1,2,4,4,4,1,5,0.2,0,1,0,0,2,0,2,0,0,0,0,0,0.16666666666666666,0.5654166666666667,0.16666666666666666,0.2857142857142857,2,1,0.2,0,0
"Kuzma, Morris, Gafford, Goodwin, Porzingis","WAS",1,2,-5,3,2,1,2,0.5,0,1,0,0,0,2,0,0,0,1,1,0,0.3333333333333333,0.5191,0.3333333333333333,0.3333333333333333,0,0,0,0,0
"Kuzma, Morris, Gafford, Barton, Porzingis","WAS",1,2,2,4,6,1,1,1,1,2,0.5,0.5,1,0,2,3,0,0,0,1,0.6666666666666666,0.46554999999999996,0.8333333333333334,0.75,0,0,0,0,0
"Gafford, Avdija, Goodwin, Barton, Porzingis","WAS",1,2,-2,2,4,2,4,0.5,0,0,0,0,0,2,2,0,0,0.5,1,0,0,0.50505,0.5,0.5,2,1,0.25,0,0
"Morris, Hachimura, Avdija, Gibson, Beal","WAS",2,2,1,3,5,1,1,1,1,1,1,1,0,0,2,3,0,0,0,1,0.5,0.46305,1.25,0.8333333333333334,0,0,0,0,0
"Wright, Nunn, Kispert, Beal, Porzingis","WAS",2,2,-1,3,4,2,4,0.5,0,0,0,0,0,0,4,0,0,0,0,0,0,0.552775,0.5,0.5,2,1,0.25,0,0
"Kuzma, Morris, Avdija, Gill, Goodwin","WAS",1,2,7,3,8,4,4,1,0,0,0,0,0,4,4,0,0,0.5,0.5,0,0,0.432275,1,1,0,0,0,0,0
"Wright, Kuzma, Kispert, Gibson, Beal","WAS",2,2,4,4,4,0,1,0,1,1,1,1,1,0,0,3,0,0,0,1,0.5,0.475425,0.75,0.6666666666666666,0,0,0,0,0
"Kuzma, Avdija, Gill, Barton, Porzingis","WAS",1,2,1,4,8,1,1,1,2,2,1,1,0,0,2,6,0,0,0,1,0.6666666666666666,0.6054,1.3333333333333333,1.3333333333333333,0,0,0,0,0
"Kuzma, Nunn, Kispert, Gibson, Barton","WAS",1,2,0,3,4,2,3,0.6666666666666666,0,0,0,0,0,2,2,0,0,0.5,1,0,0,0.5540333333333333,0.6666666666666666,0.6666666666666666,2,1,0.3333333333333333,0,0
"Wright, Hachimura, Avdija, Kispert, Gibson","WAS",2,2,-7,3,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.3715,0,0.5,0,0,0,0,0
"Wright, Nunn, Avdija, Gill, Porzingis","WAS",1,2,0,3,5,2,2,1,0,1,0,0,1,2,2,0,0,0.5,0.5,0,0.3333333333333333,0.48583333333333334,0.6666666666666666,0.8333333333333334,0,0,0,0,0
"Kuzma, Hachimura, Avdija, Gill, Beal","WAS",1,2,2,2,2,1,2,0.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0.5075,0.5,0.5,2,0,0,0,0
"Dotson, Gill, Kispert, Barton, Porzingis","WAS",1,2,-6,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.4443333333333333,0,0,0,1,0.5,0,0
