"ShortName","TeamAbbreviation","GamesPlayed","Minutes","PlusMinus","OffPoss","Points","FG2M","FG2A","Fg2Pct","FG3M","FG3A","Fg3Pct","NonHeaveFg3Pct","FtPoints","PtsAssisted2s","PtsUnassisted2s","PtsAssisted3s","PtsUnassisted3s","Assisted2sPct","NonPutbacksAssisted2sPct","Assisted3sPct","FG3APct","ShotQualityAvg","EfgPct","TsPct","PtsPutbacks","Fg2aBlocked","FG2APctBlocked","Fg3aBlocked","FG3APctBlocked"
"Wright, Kuzma, Gafford, Kispert, Barton","WAS",1,6,9,11,19,5,7,0.7142857142857143,2,4,0.5,0.5,3,8,2,6,0,0.8,0.8,1,0.36363636363636365,0.5722136363636363,0.7272727272727273,0.6785714285714286,0,0,0,0,0
"Kuzma, Hachimura, Beal, Barton, Porzingis","WAS",3,5,-4,11,10,4,11,0.36363636363636365,0,0,0,0,2,4,4,0,0,0.5,0.5,0,0,0.5054272727272727,0.36363636363636365,0.45454545454545453,0,1,0.09090909090909091,0,0
"Kuzma, Hachimura, Kispert, Gibson, Beal","WAS",2,5,2,10,13,3,6,0.5,2,4,0.5,0.5,1,2,4,6,0,0.3333333333333333,0.3333333333333333,1,0.4,0.49221000000000004,0.6,0.65,0,2,0.3333333333333333,0,0
"Morris, Hachimura, Gafford, Goodwin, Barton","WAS",2,5,7,10,15,7,10,0.7,0,3,0,0,1,8,6,0,0,0.5714285714285714,0.5714285714285714,0,0.23076923076923078,0.4878269230769231,0.5384615384615384,0.5769230769230769,0,0,0,0,0
"Morris, Avdija, Goodwin, Beal, Porzingis","WAS",2,5,3,11,20,2,2,1,3,4,0.75,0.75,7,4,0,9,0,1,1,1,0.6666666666666666,0.5705833333333333,1.0833333333333333,1,0,0,0,0,0
"Gill, Goodwin, Beal, Barton, Porzingis","WAS",5,5,-4,12,12,3,6,0.5,1,4,0.25,0.25,3,0,6,3,0,0,0,1,0.4,0.537055,0.45,0.5,0,1,0.16666666666666666,0,0
"Wright, Gill, Kispert, Goodwin, Porzingis","WAS",1,5,2,10,19,4,6,0.6666666666666666,3,4,0.75,0.75,2,2,6,9,0,0.25,0.3333333333333333,1,0.4,0.49724,0.85,0.8636363636363636,2,1,0.16666666666666666,0,0
"Kuzma, Avdija, Carey Jr., Goodwin, Barton","WAS",1,5,-3,11,8,2,12,0.16666666666666666,1,3,0.3333333333333333,0.3333333333333333,1,2,2,3,0,0.5,0.5,1,0.2,0.4329266666666667,0.23333333333333334,0.25,0,4,0.3333333333333333,0,0
"Wright, Kuzma, Morris, Avdija, Gibson","WAS",1,5,0,8,7,2,4,0.5,1,4,0.25,0.25,0,2,2,0,3,0.5,1,0,0.5,0.43945625,0.4375,0.4375,2,0,0,0,0
"Avdija, Kispert, Goodwin, Barton, Porzingis","WAS",3,5,5,9,12,2,4,0.5,2,6,0.3333333333333333,0.3333333333333333,2,2,2,6,0,0.5,1,1,0.6,0.564645,0.5,0.5454545454545454,2,0,0,0,0
"Kuzma, Morris, Hachimura, Gill, Barton","WAS",3,5,-7,8,10,4,9,0.4444444444444444,0,2,0,0,2,4,4,0,0,0.5,0.5,0,0.18181818181818182,0.4003363636363636,0.36363636363636365,0.4166666666666667,0,3,0.3333333333333333,1,0.5
"Kispert, Goodwin, Beal, Barton, Porzingis","WAS",3,5,-8,8,13,3,4,0.75,2,3,0.6666666666666666,0.6666666666666666,1,4,2,6,0,0.6666666666666666,0.6666666666666666,1,0.42857142857142855,0.5473357142857143,0.8571428571428571,0.8125,0,1,0.25,0,0
"Todd, Schakel, Goodwin, Davis, Gibson","WAS",1,5,4,10,14,4,6,0.6666666666666666,2,4,0.5,0.5,0,2,6,6,0,0.25,0.25,1,0.4,0.424925,0.7,0.7,0,0,0,0,0
"Gill, Kispert, Goodwin, Davis, Cooks","WAS",2,5,3,12,9,2,4,0.5,1,8,0.125,0.125,2,2,2,3,0,0.5,0.5,1,0.6666666666666666,0.5134458333333333,0.2916666666666667,0.34615384615384615,0,1,0.25,0,0
"Kuzma, Avdija, Goodwin, Barton, Porzingis","WAS",3,5,0,11,11,3,8,0.375,1,3,0.3333333333333333,0.3333333333333333,2,2,4,3,0,0.3333333333333333,0.5,1,0.2727272727272727,0.5903045454545455,0.4090909090909091,0.4583333333333333,2,0,0,0,0
"Wright, Morris, Avdija, Beal, Porzingis","WAS",3,5,-3,9,12,3,4,0.75,2,3,0.6666666666666666,0.6666666666666666,0,4,2,6,0,0.6666666666666666,0.6666666666666666,1,0.42857142857142855,0.49234285714285714,0.8571428571428571,0.8571428571428571,0,0,0,0,0
"Kuzma, Hachimura, Gafford, Beal, Barton","WAS",2,5,-4,13,5,1,8,0.125,0,2,0,0,3,0,2,0,0,0,0,0,0.2,0.44255,0.1,0.20833333333333334,0,0,0,0,0
"Avdija, Gill, Kispert, Barton, Porzingis","WAS",1,5,1,11,14,4,7,0.5714285714285714,2,2,1,1,0,6,2,3,3,0.75,0.75,0.5,0.2222222222222222,0.5911944444444445,0.7777777777777778,0.7777777777777778,0,1,0.14285714285714285,0,0
"Kuzma, Nunn, Gafford, Avdija, Goodwin","WAS",2,5,16,10,23,3,6,0.5,4,5,0.8,0.8,5,2,4,9,3,0.3333333333333333,0.3333333333333333,0.75,0.45454545454545453,0.5064636363636364,0.8181818181818182,0.8846153846153846,0,1,0.16666666666666666,0,0
"Wright, Kuzma, Avdija, Gill, Beal","WAS",3,5,1,11,13,1,2,0.5,1,3,0.3333333333333333,0.3333333333333333,8,0,2,0,3,0,0,0,0.6,0.49999000000000005,0.5,0.7222222222222222,0,0,0,0,0
"Kuzma, Gafford, Goodwin, Beal, Barton","WAS",2,5,-1,9,11,1,4,0.25,2,4,0.5,0.5,3,0,2,6,0,0,0,1,0.5,0.48674375,0.5,0.55,0,2,0.5,0,0
"Wright, Morris, Gafford, Kispert, Beal","WAS",1,5,12,9,18,4,5,0.8,3,8,0.375,0.375,1,0,8,9,0,0,0,1,0.6153846153846154,0.5566346153846153,0.6538461538461539,0.6923076923076923,2,0,0,0,0
"Morris, Avdija, Gibson, Beal, Porzingis","WAS",2,5,4,11,16,4,7,0.5714285714285714,2,2,1,1,2,2,6,3,3,0.25,0.25,0.5,0.2222222222222222,0.43622777777777777,0.7777777777777778,0.8888888888888888,0,2,0.2857142857142857,0,0
"Morris, Hachimura, Gibson, Beal, Porzingis","WAS",1,5,4,10,14,4,7,0.5714285714285714,1,2,0.5,0.5,3,2,6,3,0,0.25,0.25,1,0.2222222222222222,0.5200055555555555,0.6111111111111112,0.6363636363636364,0,0,0,0,0
"Kuzma, Morris, Hachimura, Gibson, Beal","WAS",3,5,6,9,14,4,7,0.5714285714285714,2,4,0.5,0.5,0,2,6,3,3,0.25,0.3333333333333333,0.5,0.36363636363636365,0.5002409090909091,0.6363636363636364,0.6363636363636364,2,0,0,0,0
"Nunn, Avdija, Kispert, Goodwin, Gibson","WAS",1,5,-6,10,10,4,6,0.6666666666666666,0,1,0,0,2,6,2,0,0,0.75,0.75,0,0.14285714285714285,0.5308071428571429,0.5714285714285714,0.625,0,0,0,0,0
"Wright, Kuzma, Hachimura, Kispert, Gibson","WAS",3,5,1,12,10,5,7,0.7142857142857143,0,3,0,0,0,6,4,0,0,0.6,0.6,0,0.3,0.52941,0.5,0.5,0,0,0,0,0
"Kuzma, Morris, Gafford, Avdija, Barton","WAS",3,5,-10,7,4,2,3,0.6666666666666666,0,4,0,0,0,2,2,0,0,0.5,0.5,0,0.5714285714285714,0.48757142857142854,0.2857142857142857,0.2857142857142857,0,0,0,0,0
"Kuzma, Nunn, Gill, Kispert, Goodwin","WAS",1,5,-8,8,3,1,2,0.5,0,5,0,0,1,2,0,0,0,1,1,0,0.7142857142857143,0.5073,0.14285714285714285,0.1875,0,0,0,0,0
"Nunn, Kispert, Huff, Goodwin, Cooks","WAS",2,5,-10,9,5,1,3,0.3333333333333333,0,5,0,0,3,2,0,0,0,1,1,0,0.625,0.5493142857142858,0.125,0.25,0,0,0,0,0
"Todd, Gill, Davis, Jackson, Cooks","WAS",1,5,3,9,11,3,7,0.42857142857142855,1,3,0.3333333333333333,0.3333333333333333,2,2,4,3,0,0.3333333333333333,0.3333333333333333,1,0.3,0.518065,0.45,0.4230769230769231,0,0,0,0,0
"Morris, Hachimura, Gafford, Avdija, Barton","WAS",2,5,-3,12,8,2,7,0.2857142857142857,0,4,0,0,4,2,2,0,0,0.5,0.5,0,0.36363636363636365,0.5156954545454545,0.18181818181818182,0.3076923076923077,0,2,0.2857142857142857,0,0
"Kuzma, Morris, Avdija, Kispert, Barton","WAS",2,5,1,10,18,1,1,1,4,5,0.8,0.8,4,0,2,9,3,0,0,0.75,0.8333333333333334,0.5273083333333334,1.1666666666666667,1.125,0,0,0,0,0
"Avdija, Gill, Kispert, Goodwin, Gibson","WAS",1,5,0,10,11,1,1,1,2,7,0.2857142857142857,0.2857142857142857,3,2,0,6,0,1,1,1,0.875,0.52080625,0.5,0.5,0,0,0,0,0
"Hachimura, Gafford, Avdija, Beal, Barton","WAS",2,5,-13,9,6,1,3,0.3333333333333333,1,4,0.25,0.25,1,2,0,0,3,1,1,0,0.5714285714285714,0.5114571428571428,0.35714285714285715,0.3333333333333333,0,1,0.3333333333333333,0,0
"Morris, Hachimura, Avdija, Kispert, Gibson","WAS",2,4,-10,8,7,3,8,0.375,0,2,0,0,1,0,6,0,0,0,0,0,0.2,0.44092000000000003,0.3,0.35,4,0,0,0,0
"Kuzma, Nunn, Gafford, Avdija, Beal","WAS",1,4,-4,6,6,3,7,0.42857142857142855,0,1,0,0,0,2,4,0,0,0.3333333333333333,0.5,0,0.125,0.47995,0.375,0.3333333333333333,2,0,0,0,0
"Morris, Avdija, Gill, Barton, Porzingis","WAS",2,4,8,8,13,3,4,0.75,2,5,0.4,0.4,1,0,6,6,0,0,0,1,0.5555555555555556,0.49897222222222226,0.6666666666666666,0.65,0,0,0,0,0
"Nunn, Gill, Goodwin, Davis, Cooks","WAS",2,4,6,9,13,2,3,0.6666666666666666,3,4,0.75,0.75,0,4,0,3,6,1,1,0.3333333333333333,0.5714285714285714,0.4775142857142857,0.9285714285714286,0.9285714285714286,0,0,0,0,0
"Nunn, Kispert, Huff, Davis, Jackson","WAS",1,4,-4,8,6,3,6,0.5,0,2,0,0,0,2,4,0,0,0.3333333333333333,0.3333333333333333,0,0.25,0.649925,0.375,0.375,0,2,0.3333333333333333,0,0
"Kuzma, Gill, Kispert, Goodwin, Barton","WAS",2,4,-5,10,6,2,6,0.3333333333333333,0,4,0,0,2,4,0,0,0,1,1,0,0.4,0.51467,0.2,0.2727272727272727,0,1,0.16666666666666666,0,0
"Kuzma, Avdija, Kispert, Goodwin, Barton","WAS",2,4,-6,9,3,0,3,0,1,5,0.2,0.2,0,0,0,3,0,0,0,1,0.625,0.45606875,0.1875,0.1875,0,3,1,0,0
"Wright, Gafford, Avdija, Davis, Beal","WAS",2,4,-3,7,8,4,6,0.6666666666666666,0,2,0,0,0,6,2,0,0,0.75,0.75,0,0.25,0.59250625,0.5,0.5,0,0,0,0,0
"Morris, Avdija, Kispert, Gibson, Barton","WAS",3,4,-2,8,10,1,3,0.3333333333333333,2,4,0.5,0.5,2,2,0,6,0,1,1,1,0.5714285714285714,0.5020071428571429,0.5714285714285714,0.625,0,0,0,0,0
"Hachimura, Gafford, Kispert, Goodwin, Barton","WAS",2,4,-7,9,6,3,5,0.6,0,0,0,0,0,6,0,0,0,1,1,0,0,0.50514,0.6,0.6,0,0,0,0,0
"Morris, Kispert, Davis, Beal, Porzingis","WAS",1,4,1,9,9,3,5,0.6,1,2,0.5,0.5,0,2,4,0,3,0.3333333333333333,0.3333333333333333,0,0.2857142857142857,0.41974285714285714,0.6428571428571429,0.6428571428571429,0,1,0.2,0,0
"Hachimura, Davis, Beal, Barton, Porzingis","WAS",2,4,-7,9,9,2,3,0.6666666666666666,1,3,0.3333333333333333,0.3333333333333333,2,2,2,3,0,0.5,0.5,1,0.5,0.4968416666666667,0.5833333333333334,0.6428571428571429,0,0,0,0,0
"Avdija, Kispert, Goodwin, Jackson, Gibson","WAS",1,4,-3,7,9,3,6,0.5,1,1,1,1,0,2,4,3,0,0.3333333333333333,0.3333333333333333,1,0.14285714285714285,0.5610785714285714,0.6428571428571429,0.6428571428571429,0,1,0.16666666666666666,0,0
"Hachimura, Avdija, Goodwin, Barton, Porzingis","WAS",2,4,3,10,10,1,6,0.16666666666666666,2,2,1,1,2,2,0,6,0,1,1,1,0.25,0.45485,0.5,0.5555555555555556,0,2,0.3333333333333333,0,0
"Wright, Kuzma, Kispert, Gibson, Barton","WAS",1,4,0,9,11,3,3,1,1,3,0.3333333333333333,0.3333333333333333,2,0,6,3,0,0,0,1,0.5,0.5394249999999999,0.75,0.7857142857142857,0,0,0,0,0
"Kuzma, Morris, Hachimura, Gafford, Davis","WAS",1,4,0,7,9,3,4,0.75,1,1,1,1,0,0,6,3,0,0,0,1,0.2,0.49789000000000005,0.9,0.9,2,0,0,0,0
"Morris, Hachimura, Gafford, Kispert, Barton","WAS",2,4,-9,8,8,4,6,0.6666666666666666,0,1,0,0,0,6,2,0,0,0.75,0.75,0,0.14285714285714285,0.48972142857142853,0.5714285714285714,0.5714285714285714,0,1,0.16666666666666666,0,0
"Hachimura, Avdija, Kispert, Beal, Porzingis","WAS",2,4,1,8,5,1,4,0.25,1,2,0.5,0.5,0,0,2,3,0,0,0,1,0.3333333333333333,0.5115,0.4166666666666667,0.4166666666666667,0,0,0,0,0
"Wright, Kispert, Goodwin, Davis, Porzingis","WAS",1,4,-3,8,6,3,4,0.75,0,2,0,0,0,2,4,0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0.48855,0.5,0.5,0,0,0,0,0
"Kuzma, Gafford, Gill, Goodwin, Barton","WAS",3,4,-4,10,6,2,7,0.2857142857142857,0,2,0,0,2,2,2,0,0,0.5,0.5,0,0.2222222222222222,0.5276000000000001,0.2222222222222222,0.3,0,0,0,0,0
"Nunn, Gill, Goodwin, Davis, Gibson","WAS",1,4,-3,7,7,2,4,0.5,1,2,0.5,0.5,0,0,4,0,3,0,0,0,0.3333333333333333,0.4852166666666667,0.5833333333333334,0.5833333333333334,0,0,0,0,0
"Kuzma, Morris, Avdija, Kispert, Beal","WAS",3,4,-3,8,9,1,5,0.2,1,2,0.5,0.5,4,2,0,0,3,1,1,0,0.2857142857142857,0.46385714285714286,0.35714285714285715,0.4444444444444444,0,0,0,0,0
"Nunn, Todd, Goodwin, Jackson, Cooks","WAS",1,4,2,10,10,2,4,0.5,2,4,0.5,0.5,0,2,2,6,0,0.5,0.5,1,0.5,0.48825625,0.625,0.625,0,1,0.25,0,0
"Wright, Kuzma, Morris, Avdija, Beal","WAS",5,4,0,11,14,2,2,1,0,1,0,0,10,4,0,0,0,1,1,0,0.3333333333333333,0.7199333333333334,0.6666666666666666,0.875,0,0,0,0,0
"Wright, Kuzma, Avdija, Gill, Davis","WAS",1,4,1,7,11,4,4,1,1,3,0.3333333333333333,0.3333333333333333,0,4,4,3,0,0.5,0.5,1,0.42857142857142855,0.48702142857142855,0.7857142857142857,0.7857142857142857,0,0,0,0,0
"Nunn, Kispert, Goodwin, Gibson, Beal","WAS",2,4,-3,7,8,4,6,0.6666666666666666,0,1,0,0,0,6,2,0,0,0.75,0.75,0,0.14285714285714285,0.5207071428571429,0.5714285714285714,0.5714285714285714,0,1,0.16666666666666666,0,0
"Hachimura, Gafford, Goodwin, Beal, Barton","WAS",1,4,-4,7,6,2,5,0.4,0,1,0,0,2,0,4,0,0,0,0,0,0.16666666666666666,0.43635,0.3333333333333333,0.42857142857142855,0,0,0,0,0
"Wright, Gafford, Kispert, Beal, Porzingis","WAS",1,4,4,7,11,1,5,0.2,3,3,1,1,0,0,2,9,0,0,0,1,0.375,0.44086875,0.6875,0.6875,0,0,0,0,0
"Kuzma, Hachimura, Goodwin, Barton, Porzingis","WAS",1,4,9,7,15,3,3,1,2,4,0.5,0.5,3,4,2,3,3,0.6666666666666666,0.6666666666666666,0.5,0.5714285714285714,0.5715428571428571,0.8571428571428571,0.9375,0,0,0,0,0
"Kuzma, Dotson, Gafford, Gill, Goodwin","WAS",1,4,3,8,9,1,4,0.25,1,1,1,1,4,2,0,3,0,1,1,1,0.2,0.51083,0.5,0.6428571428571429,0,0,0,0,0
"Kuzma, Gafford, Goodwin, Barton, Porzingis","WAS",1,4,10,9,13,3,6,0.5,2,3,0.6666666666666666,0.6666666666666666,1,2,4,6,0,0.3333333333333333,0.3333333333333333,1,0.3333333333333333,0.5072777777777778,0.6666666666666666,0.65,0,1,0.16666666666666666,0,0
"Nunn, Gill, Huff, Davis, Jackson","WAS",1,4,-5,7,8,4,6,0.6666666666666666,0,2,0,0,0,4,4,0,0,0.5,0.5,0,0.25,0.5629714285714286,0.5,0.5,0,0,0,0,0
"Kuzma, Morris, Gill, Kispert, Beal","WAS",2,4,0,7,13,1,1,1,2,3,0.6666666666666666,0.6666666666666666,5,2,0,6,0,1,1,1,0.75,0.5151,1,0.9285714285714286,0,0,0,0,0
"Kuzma, Gafford, Kispert, Goodwin, Beal","WAS",2,4,7,8,15,7,10,0.7,0,0,0,0,1,6,8,0,0,0.42857142857142855,0.5,0,0,0.55297,0.7,0.75,2,0,0,0,0
"Gafford, Avdija, Gill, Kispert, Goodwin","WAS",1,4,2,7,8,2,5,0.4,0,1,0,0,4,0,4,0,0,0,0,0,0.16666666666666666,0.4756916666666667,0.3333333333333333,0.4444444444444444,2,0,0,0,0
"Nunn, Todd, Gill, Jackson, Cooks","WAS",1,4,3,8,8,3,5,0.6,0,2,0,0,2,4,2,0,0,0.6666666666666666,0.6666666666666666,0,0.2857142857142857,0.45475714285714286,0.42857142857142855,0.5,0,1,0.2,0,0
"Avdija, Kispert, Goodwin, Gibson, Porzingis","WAS",1,4,-5,6,5,1,3,0.3333333333333333,0,3,0,0,3,2,0,0,0,1,1,0,0.5,0.45233,0.16666666666666666,0.35714285714285715,0,1,0.3333333333333333,0,0
"Wright, Hachimura, Beal, Barton, Porzingis","WAS",3,4,0,8,9,2,4,0.5,1,3,0.3333333333333333,0.3333333333333333,2,2,2,3,0,0.5,0.5,1,0.42857142857142855,0.5032,0.5,0.5625,0,1,0.25,0,0
"Kuzma, Avdija, Gill, Gibson, Barton","WAS",1,4,1,7,10,5,9,0.5555555555555556,0,0,0,0,0,6,4,0,0,0.6,0.6,0,0,0.5538222222222222,0.5555555555555556,0.5555555555555556,0,0,0,0,0
"Wright, Hachimura, Avdija, Goodwin, Porzingis","WAS",1,4,4,7,13,3,4,0.75,2,3,0.6666666666666666,0.6666666666666666,1,4,2,6,0,0.6666666666666666,0.6666666666666666,1,0.42857142857142855,0.47962857142857146,0.8571428571428571,0.9285714285714286,0,0,0,0,0
"Wright, Nunn, Gafford, Gill, Davis","WAS",1,3,2,6,8,4,5,0.8,0,1,0,0,0,2,6,0,0,0.25,0.25,0,0.16666666666666666,0.47675,0.6666666666666666,0.6666666666666666,0,0,0,0,0
"Wright, Avdija, Goodwin, Gibson, Porzingis","WAS",1,3,-5,6,5,1,4,0.25,1,1,1,1,0,0,2,3,0,0,0,1,0.2,0.42991,0.5,0.5,0,0,0,0,0
"Wright, Kuzma, Morris, Gafford, Beal","WAS",2,3,-5,6,5,1,2,0.5,1,6,0.16666666666666666,0.16666666666666666,0,0,2,0,3,0,0,0,0.75,0.48171875,0.3125,0.3125,0,1,0.5,1,0.16666666666666666
"Wright, Gafford, Gill, Kispert, Barton","WAS",1,3,-2,7,6,2,3,0.6666666666666666,0,2,0,0,2,0,4,0,0,0,0,0,0.4,0.43532000000000004,0.4,0.5,0,0,0,0,0
"Morris, Hachimura, Kispert, Goodwin, Porzingis","WAS",1,3,-3,7,4,2,5,0.4,0,0,0,0,0,0,4,0,0,0,0,0,0,0.43414,0.4,0.4,0,0,0,0,0
"Nunn, Gafford, Kispert, Goodwin, Davis","WAS",1,3,-7,6,6,1,2,0.5,1,3,0.3333333333333333,0.3333333333333333,1,0,2,3,0,0,0,1,0.6,0.4505,0.5,0.5,2,0,0,0,0
"Kuzma, Hachimura, Kispert, Goodwin, Gibson","WAS",1,3,-4,7,7,3,5,0.6,0,3,0,0,1,2,4,0,0,0.3333333333333333,0.3333333333333333,0,0.375,0.460975,0.375,0.4375,0,0,0,0,0
"Nunn, Todd, Goodwin, Davis, Cooks","WAS",1,3,-3,6,8,1,1,1,2,5,0.4,0.4,0,2,0,6,0,1,1,1,0.8333333333333334,0.5339083333333333,0.6666666666666666,0.6666666666666666,0,0,0,0,0
"Hachimura, Avdija, Davis, Beal, Porzingis","WAS",1,3,-10,7,3,1,2,0.5,0,2,0,0,1,0,2,0,0,0,0,0,0.5,0.5383375,0.25,0.3,0,1,0.5,0,0
"Dotson, Goodwin, Beal, Barton, Porzingis","WAS",1,3,-4,6,8,3,4,0.75,0,0,0,0,2,2,4,0,0,0.3333333333333333,0.3333333333333333,0,0,0.40545,0.75,0.8,0,1,0.25,0,0
"Wright, Hachimura, Gafford, Avdija, Kispert","WAS",2,3,0,7,2,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0.4,0.47674000000000005,0,0.16666666666666666,0,0,0,0,0
"Gafford, Gill, Goodwin, Beal, Barton","WAS",1,3,0,6,9,0,5,0,1,3,0.3333333333333333,0.3333333333333333,6,0,0,3,0,0,0,1,0.375,0.6107875,0.1875,0.375,0,0,0,0,0
"Nunn, Gafford, Gill, Kispert, Davis","WAS",1,3,2,7,9,4,6,0.6666666666666666,0,0,0,0,1,2,6,0,0,0.25,0.25,0,0,0.5288833333333333,0.6666666666666666,0.6428571428571429,0,0,0,0,0
"Wright, Kuzma, Nunn, Kispert, Porzingis","WAS",2,3,3,8,9,3,4,0.75,1,4,0.25,0.25,0,2,4,3,0,0.3333333333333333,0.3333333333333333,1,0.5,0.51895,0.5625,0.5625,0,0,0,0,0
"Morris, Nunn, Avdija, Davis, Porzingis","WAS",1,3,0,6,9,3,5,0.6,1,2,0.5,0.5,0,2,4,3,0,0.3333333333333333,0.5,1,0.2857142857142857,0.45484285714285716,0.6428571428571429,0.6428571428571429,2,0,0,0,0
"Kuzma, Gill, Goodwin, Barton, Porzingis","WAS",1,3,-6,7,8,4,6,0.6666666666666666,0,1,0,0,0,6,2,0,0,0.75,1,0,0.14285714285714285,0.5331357142857143,0.5714285714285714,0.5714285714285714,2,1,0.16666666666666666,0,0
"Nunn, Kispert, Goodwin, Davis, Gibson","WAS",1,3,0,8,8,1,1,1,2,5,0.4,0.4,0,0,2,3,3,0,0,0.5,0.8333333333333334,0.577275,0.6666666666666666,0.6666666666666666,0,0,0,0,0
"Avdija, Gill, Huff, Goodwin, Davis","WAS",1,3,-3,7,5,1,3,0.3333333333333333,0,0,0,0,3,0,2,0,0,0,0,0,0,0.4098,0.3333333333333333,0.5,0,0,0,0,0
"Dotson, Gill, Goodwin, Gibson, Barton","WAS",1,3,8,6,10,3,4,0.75,0,0,0,0,4,2,4,0,0,0.3333333333333333,0.3333333333333333,0,0,0.45825,0.75,0.8333333333333334,0,0,0,0,0
"Kuzma, Morris, Gafford, Gibson, Barton","WAS",1,3,0,7,4,2,3,0.6666666666666666,0,2,0,0,0,2,2,0,0,0.5,1,0,0.4,0.5035999999999999,0.4,0.3333333333333333,2,0,0,0,0
"Morris, Gafford, Avdija, Kispert, Davis","WAS",1,3,-3,8,8,4,6,0.6666666666666666,0,3,0,0,0,0,8,0,0,0,0,0,0.3333333333333333,0.5924944444444444,0.4444444444444444,0.4444444444444444,0,0,0,0,0
"Hachimura, Dotson, Gill, Goodwin, Davis","WAS",1,3,8,6,8,2,4,0.5,1,1,1,1,1,2,2,3,0,0.5,0.5,1,0.2,0.49646999999999997,0.7,0.6666666666666666,0,1,0.25,0,0
"Kuzma, Hachimura, Gafford, Avdija, Goodwin","WAS",1,3,1,8,10,2,3,0.6666666666666666,0,2,0,0,6,2,2,0,0,0.5,0.5,0,0.4,0.49688999999999994,0.4,0.625,0,0,0,0,0
"Wright, Gafford, Avdija, Kispert, Jackson","WAS",1,3,1,7,10,1,1,1,2,3,0.6666666666666666,0.6666666666666666,2,2,0,6,0,1,1,1,0.75,0.6062,1,1,0,0,0,0,0
"Kuzma, Gafford, Goodwin, Beal, Porzingis","WAS",1,3,2,5,7,2,3,0.6666666666666666,0,2,0,0,3,0,4,0,0,0,0,0,0.4,0.54543,0.4,0.5833333333333334,0,0,0,0,0
"Dotson, Goodwin, Gibson, Beal, Barton","WAS",1,3,-5,7,8,4,5,0.8,0,4,0,0,0,6,2,0,0,0.75,0.75,0,0.4444444444444444,0.4718944444444444,0.4444444444444444,0.4444444444444444,0,0,0,0,0
"Hachimura, Gafford, Gill, Beal, Barton","WAS",1,3,1,7,11,1,2,0.5,2,3,0.6666666666666666,0.6666666666666666,3,2,0,6,0,1,1,1,0.6,0.44897,0.8,0.7857142857142857,0,0,0,0,0
"Wright, Hachimura, Avdija, Gibson, Beal","WAS",2,3,0,6,8,4,5,0.8,0,1,0,0,0,8,0,0,0,1,1,0,0.16666666666666666,0.49579166666666663,0.6666666666666666,0.6666666666666666,0,1,0.2,0,0
"Kuzma, Morris, Hachimura, Gafford, Beal","WAS",2,3,-8,6,5,1,1,1,1,3,0.3333333333333333,0.3333333333333333,0,0,2,3,0,0,0,1,0.75,0.4814875,0.625,0.625,0,0,0,0,0
"Nunn, Avdija, Goodwin, Davis, Gibson","WAS",2,3,0,6,4,2,5,0.4,0,3,0,0,0,2,2,0,0,0.5,0.5,0,0.375,0.50515625,0.25,0.25,0,1,0.2,0,0
"Morris, Gafford, Avdija, Kispert, Goodwin","WAS",1,3,1,6,8,4,6,0.6666666666666666,0,1,0,0,0,6,2,0,0,0.75,0.75,0,0.14285714285714285,0.43020714285714284,0.5714285714285714,0.5714285714285714,0,1,0.16666666666666666,0,0
"Wright, Hachimura, Avdija, Gill, Goodwin","WAS",1,3,-2,6,4,1,2,0.5,0,2,0,0,2,2,0,0,0,1,1,0,0.5,0.4883,0.25,0.4,0,0,0,0,0
"Morris, Gafford, Kispert, Barton, Porzingis","WAS",1,3,8,6,10,3,4,0.75,0,4,0,0,4,4,2,0,0,0.6666666666666666,1,0,0.5,0.66113125,0.375,0.5555555555555556,2,1,0.25,0,0
"Nunn, Avdija, Gill, Davis, Bouyea","WAS",1,3,1,6,5,1,1,1,0,2,0,0,3,0,2,0,0,0,0,0,0.6666666666666666,0.49838333333333334,0.3333333333333333,0.5,2,0,0,0,0
"Wright, Kuzma, Gafford, Kispert, Davis","WAS",1,3,-13,6,3,0,2,0,1,2,0.5,0.5,0,0,0,3,0,0,0,1,0.5,0.462275,0.375,0.375,0,1,0.5,0,0
"Wright, Kuzma, Gafford, Kispert, Porzingis","WAS",2,3,-4,6,3,0,4,0,1,2,0.5,0.5,0,0,0,3,0,0,0,1,0.3333333333333333,0.4523333333333333,0.25,0.25,0,0,0,0,0
"Wright, Kuzma, Avdija, Gill, Kispert","WAS",1,3,-3,5,5,1,4,0.25,1,2,0.5,0.5,0,0,2,3,0,0,0,1,0.3333333333333333,0.47580833333333333,0.4166666666666667,0.4166666666666667,0,3,0.75,0,0
"Dotson, Gafford, Carey Jr., Todd, Davis","WAS",1,3,-11,6,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.39960833333333334,0,0,0,0,0,0,0
"Kuzma, Morris, Hachimura, Kispert, Gibson","WAS",1,3,0,6,4,1,4,0.25,0,0,0,0,2,2,0,0,0,1,1,0,0,0.444825,0.25,0.4,0,0,0,0,0
