Player1,Player2,SharedMinutes,Team,Season
Maledon,McDaniels,334,CHA,2022-23
Maledon,Plumlee,195,CHA,2022-23
McDaniels,Williams,223,CHA,2022-23
Bouknight,Washington,168,CHA,2022-23
McDaniels,Richards,441,CHA,2022-23
Bouknight,McDaniels,211,CHA,2022-23
Maledon,Richards,389,CHA,2022-23
Bouknight,Maledon,264,CHA,2022-23
Bouknight,Richards,286,CHA,2022-23
Oubre Jr.,Thor,192,CHA,2022-23
Maledon,Rozier,166,CHA,2022-23
McGowens,Smith Jr.,304,CHA,2022-23
McGowens,Washington,303,CHA,2022-23
Ball,Richards,212,CHA,2022-23
Ball,McGowens,61,CHA,2022-23
McGowens,Richards,320,CHA,2022-23
Jones,Oubre Jr.,195,CHA,2022-23
McGowens,Oubre Jr.,173,CHA,2022-23
Jones,Smith Jr.,172,CHA,2022-23
Jones,Washington,109,CHA,2022-23
Jones,McGowens,283,CHA,2022-23
Jones,Rozier,184,CHA,2022-23
McGowens,Rozier,229,CHA,2022-23
Jones,Richards,235,CHA,2022-23
Martin,Rozier,70,CHA,2022-23
Martin,Washington,70,CHA,2022-23
Ball,Martin,71,CHA,2022-23
Martin,Plumlee,51,CHA,2022-23
Bouknight,Rozier,88,CHA,2022-23
Ball,Maledon,45,CHA,2022-23
McDaniels,Thor,232,CHA,2022-23
Bouknight,Smith Jr.,101,CHA,2022-23
McDaniels,McGowens,88,CHA,2022-23
McGowens,Plumlee,100,CHA,2022-23
Mykhailiuk,Smith Jr.,130,CHA,2022-23
Mykhailiuk,Washington,180,CHA,2022-23
Mykhailiuk,Richards,154,CHA,2022-23
Hayward,Mykhailiuk,109,CHA,2022-23
Jones,Maledon,248,CHA,2022-23
Bouknight,Jones,176,CHA,2022-23
Jones,Williams,44,CHA,2022-23
Bouknight,Williams,88,CHA,2022-23
Bouknight,McGowens,126,CHA,2022-23
Plumlee,Thor,132,CHA,2022-23
Martin,McDaniels,63,CHA,2022-23
Martin,Williams,56,CHA,2022-23
Jones,Mykhailiuk,160,CHA,2022-23
Bouknight,Mykhailiuk,86,CHA,2022-23
Bouknight,Thor,189,CHA,2022-23
Jones,Thor,152,CHA,2022-23
Martin,Smith Jr.,71,CHA,2022-23
Martin,Thor,54,CHA,2022-23
Mykhailiuk,Oubre Jr.,45,CHA,2022-23
Hayward,Maledon,136,CHA,2022-23
Bouknight,Hayward,62,CHA,2022-23
Bouknight,Plumlee,75,CHA,2022-23
Martin,Richards,27,CHA,2022-23
Mykhailiuk,Rozier,48,CHA,2022-23
Bouknight,Oubre Jr.,71,CHA,2022-23
Ball,Bouknight,15,CHA,2022-23
Jones,McDaniels,78,CHA,2022-23
Ball,Mykhailiuk,23,CHA,2022-23
Jones,Plumlee,41,CHA,2022-23
Hayward,McGowens,88,CHA,2022-23
Thor,Washington,92,CHA,2022-23
Jones,Sneed,40,CHA,2022-23
Bouknight,Sneed,37,CHA,2022-23
Sneed,Thor,21,CHA,2022-23
McGowens,Sneed,28,CHA,2022-23
Hayward,Jones,50,CHA,2022-23
Maledon,Smith Jr.,29,CHA,2022-23
Ball,Jones,21,CHA,2022-23
Maledon,Simmons,11,CHA,2022-23
Richards,Simmons,15,CHA,2022-23
Simmons,Thor,10,CHA,2022-23
McGowens,Simmons,21,CHA,2022-23
Jones,Simmons,16,CHA,2022-23
Bouknight,Simmons,17,CHA,2022-23
Mykhailiuk,Sneed,13,CHA,2022-23
Maledon,Sneed,22,CHA,2022-23
Simmons,Sneed,11,CHA,2022-23
Simmons,Williams,8,CHA,2022-23
Sneed,Williams,11,CHA,2022-23
Martin,McGowens,2,CHA,2022-23
Richards,Sneed,9,CHA,2022-23
Richards,Williams,2,CHA,2022-23
Mykhailiuk,Simmons,3,CHA,2022-23
Hayward,Martin,1,CHA,2022-23
Brown,Tatum,1627,BOS,2022-23
Brown,White,1416,BOS,2022-23
Brown,Horford,1533,BOS,2022-23
Brown,Smart,1502,BOS,2022-23
Tatum,White,1573,BOS,2022-23
Horford,Tatum,1579,BOS,2022-23
Smart,Tatum,1543,BOS,2022-23
Horford,White,1210,BOS,2022-23
Smart,White,1032,BOS,2022-23
Horford,Smart,1278,BOS,2022-23
Brown,Williams,1049,BOS,2022-23
Tatum,Williams,1262,BOS,2022-23
Horford,Williams,693,BOS,2022-23
Smart,Williams,795,BOS,2022-23
White,Williams,998,BOS,2022-23
Brogdon,Brown,883,BOS,2022-23
Brogdon,Tatum,1012,BOS,2022-23
Brogdon,Horford,556,BOS,2022-23
Brogdon,Smart,600,BOS,2022-23
Brown,Williams III,411,BOS,2022-23
Tatum,Williams III,556,BOS,2022-23
Horford,Williams III,332,BOS,2022-23
Smart,Williams III,267,BOS,2022-23
White,Williams III,502,BOS,2022-23
Brogdon,Kornet,442,BOS,2022-23
Brogdon,Williams,1004,BOS,2022-23
Brogdon,Hauser,647,BOS,2022-23
Kornet,Tatum,405,BOS,2022-23
Hauser,Tatum,582,BOS,2022-23
Kornet,Williams,431,BOS,2022-23
Hauser,Kornet,496,BOS,2022-23
Hauser,Williams,692,BOS,2022-23
Brown,Griffin,254,BOS,2022-23
Griffin,Tatum,353,BOS,2022-23
Griffin,White,343,BOS,2022-23
Griffin,Smart,284,BOS,2022-23
Brogdon,White,761,BOS,2022-23
Hauser,White,625,BOS,2022-23
Hauser,Williams III,266,BOS,2022-23
Hauser,Horford,260,BOS,2022-23
Griffin,Williams,281,BOS,2022-23
Brogdon,Williams III,389,BOS,2022-23
Williams,Williams III,359,BOS,2022-23
Kornet,White,335,BOS,2022-23
Brown,Hauser,383,BOS,2022-23
Brogdon,Pritchard,239,BOS,2022-23
Pritchard,Tatum,263,BOS,2022-23
Pritchard,Williams III,136,BOS,2022-23
Pritchard,Williams,329,BOS,2022-23
Jackson,Kornet,75,BOS,2022-23
Jackson,Pritchard,100,BOS,2022-23
Hauser,Jackson,95,BOS,2022-23
Jackson,Vonleh,51,BOS,2022-23
Kornet,Pritchard,278,BOS,2022-23
Kornet,Vonleh,36,BOS,2022-23
Hauser,Pritchard,365,BOS,2022-23
Pritchard,Vonleh,64,BOS,2022-23
Hauser,Vonleh,93,BOS,2022-23
Hauser,Smart,197,BOS,2022-23
Brown,Kornet,263,BOS,2022-23
Brogdon,Griffin,226,BOS,2022-23
Brown,Pritchard,143,BOS,2022-23
Pritchard,White,209,BOS,2022-23
Horford,Pritchard,94,BOS,2022-23
Brogdon,Muscala,142,BOS,2022-23
Muscala,White,199,BOS,2022-23
Muscala,Williams,154,BOS,2022-23
Hauser,Muscala,191,BOS,2022-23
Griffin,Hauser,202,BOS,2022-23
Griffin,Jackson,31,BOS,2022-23
Griffin,Kornet,45,BOS,2022-23
Griffin,Pritchard,100,BOS,2022-23
Griffin,Horford,58,BOS,2022-23
Kornet,Smart,174,BOS,2022-23
Brogdon,Vonleh,66,BOS,2022-23
Tatum,Vonleh,84,BOS,2022-23
Vonleh,Williams,78,BOS,2022-23
Griffin,Muscala,96,BOS,2022-23
Brown,Vonleh,68,BOS,2022-23
Vonleh,White,58,BOS,2022-23
Smart,Vonleh,67,BOS,2022-23
Horford,Kornet,69,BOS,2022-23
Brown,Muscala,81,BOS,2022-23
Muscala,Williams III,67,BOS,2022-23
Muscala,Smart,46,BOS,2022-23
Horford,Muscala,16,BOS,2022-23
Kabengele,Kornet,12,BOS,2022-23
Champagnie,Kornet,22,BOS,2022-23
Davison,Kornet,53,BOS,2022-23
Kabengele,Pritchard,36,BOS,2022-23
Champagnie,Kabengele,11,BOS,2022-23
Davison,Kabengele,24,BOS,2022-23
Champagnie,Pritchard,21,BOS,2022-23
Davison,Pritchard,49,BOS,2022-23
Champagnie,Davison,15,BOS,2022-23
Muscala,Pritchard,104,BOS,2022-23
Kornet,Muscala,84,BOS,2022-23
Davison,Hauser,47,BOS,2022-23
Davison,Muscala,32,BOS,2022-23
Hauser,Kabengele,25,BOS,2022-23
Kabengele,Muscala,11,BOS,2022-23
Muscala,Tatum,68,BOS,2022-23
Champagnie,Hauser,10,BOS,2022-23
Champagnie,Muscala,9,BOS,2022-23
Jackson,Kabengele,9,BOS,2022-23
Kabengele,Vonleh,8,BOS,2022-23
Jackson,Tatum,12,BOS,2022-23
Pritchard,Smart,42,BOS,2022-23
Griffin,Vonleh,12,BOS,2022-23
Davison,Williams,17,BOS,2022-23
Davison,Griffin,11,BOS,2022-23
Jackson,White,13,BOS,2022-23
Jackson,Williams III,7,BOS,2022-23
Jackson,Williams,17,BOS,2022-23
Horford,Vonleh,10,BOS,2022-23
Davison,Jackson,10,BOS,2022-23
Brogdon,Jackson,5,BOS,2022-23
Kabengele,Tatum,4,BOS,2022-23
Kabengele,White,3,BOS,2022-23
Davison,Vonleh,5,BOS,2022-23
Champagnie,Williams,4,BOS,2022-23
Davison,White,3,BOS,2022-23
Brown,Jackson,3,BOS,2022-23
Kabengele,Williams,1,BOS,2022-23
Davison,Tatum,1,BOS,2022-23
Davison,Smart,1,BOS,2022-23
Jackson,Smart,0,BOS,2022-23
Bridges,Finney-Smith,618,BKN,2022-23
Claxton,Finney-Smith,423,BKN,2022-23
Finney-Smith,Johnson,475,BKN,2022-23
Dinwiddie,Finney-Smith,629,BKN,2022-23
Bridges,Claxton,613,BKN,2022-23
Bridges,Johnson,623,BKN,2022-23
Bridges,Dinwiddie,733,BKN,2022-23
Claxton,Johnson,552,BKN,2022-23
Claxton,Dinwiddie,569,BKN,2022-23
Dinwiddie,Johnson,586,BKN,2022-23
O'Neale,Simmons,781,BKN,2022-23
Claxton,O'Neale,1454,BKN,2022-23
Durant,O'Neale,1037,BKN,2022-23
Irving,O'Neale,1127,BKN,2022-23
Claxton,Simmons,506,BKN,2022-23
Durant,Simmons,576,BKN,2022-23
Irving,Simmons,696,BKN,2022-23
Claxton,Durant,838,BKN,2022-23
Claxton,Irving,987,BKN,2022-23
Durant,Irving,774,BKN,2022-23
Harris,O'Neale,1076,BKN,2022-23
Claxton,Harris,870,BKN,2022-23
Durant,Harris,568,BKN,2022-23
Harris,Irving,628,BKN,2022-23
Curry,O'Neale,753,BKN,2022-23
Claxton,Curry,570,BKN,2022-23
Curry,Irving,459,BKN,2022-23
Curry,Harris,529,BKN,2022-23
O'Neale,Sumner,339,BKN,2022-23
Claxton,Sumner,340,BKN,2022-23
Durant,Sumner,312,BKN,2022-23
Harris,Sumner,257,BKN,2022-23
Harris,Simmons,424,BKN,2022-23
Bridges,O'Neale,388,BKN,2022-23
Johnson,O'Neale,290,BKN,2022-23
Dinwiddie,O'Neale,397,BKN,2022-23
Finney-Smith,O'Neale,225,BKN,2022-23
Curry,Johnson,138,BKN,2022-23
Harris,Johnson,129,BKN,2022-23
Curry,Simmons,341,BKN,2022-23
Curry,Durant,354,BKN,2022-23
Sharpe,Sumner,150,BKN,2022-23
Edwards,Sumner,51,BKN,2022-23
Sumner,Thomas,230,BKN,2022-23
Duke Jr.,Sumner,76,BKN,2022-23
Edwards,Sharpe,67,BKN,2022-23
Sharpe,Thomas,269,BKN,2022-23
Duke Jr.,Sharpe,107,BKN,2022-23
Edwards,Thomas,58,BKN,2022-23
Duke Jr.,Edwards,46,BKN,2022-23
Duke Jr.,Thomas,127,BKN,2022-23
Bridges,Curry,145,BKN,2022-23
Bridges,Harris,181,BKN,2022-23
Dinwiddie,Harris,169,BKN,2022-23
O'Neale,Thomas,400,BKN,2022-23
Claxton,Thomas,333,BKN,2022-23
Harris,Thomas,246,BKN,2022-23
Finney-Smith,Thomas,120,BKN,2022-23
Bridges,Thomas,126,BKN,2022-23
Dinwiddie,Thomas,148,BKN,2022-23
O'Neale,Watanabe,350,BKN,2022-23
Claxton,Watanabe,301,BKN,2022-23
Durant,Watanabe,261,BKN,2022-23
Irving,Watanabe,294,BKN,2022-23
O'Neale,Warren,168,BKN,2022-23
Claxton,Warren,210,BKN,2022-23
Durant,Warren,169,BKN,2022-23
Irving,Warren,241,BKN,2022-23
Durant,Thomas,184,BKN,2022-23
Harris,Watanabe,231,BKN,2022-23
O'Neale,Sharpe,221,BKN,2022-23
Sharpe,Watanabe,204,BKN,2022-23
Thomas,Watanabe,268,BKN,2022-23
Curry,Watanabe,276,BKN,2022-23
Curry,Sharpe,106,BKN,2022-23
Curry,Thomas,238,BKN,2022-23
Mills,O'Neale,181,BKN,2022-23
Claxton,Mills,165,BKN,2022-23
Durant,Mills,83,BKN,2022-23
Irving,Mills,147,BKN,2022-23
Mills,Watanabe,248,BKN,2022-23
Warren,Watanabe,188,BKN,2022-23
Curry,Warren,224,BKN,2022-23
Bridges,Sharpe,78,BKN,2022-23
Johnson,Sharpe,54,BKN,2022-23
Dinwiddie,Sharpe,125,BKN,2022-23
Curry,Sumner,139,BKN,2022-23
Dinwiddie,Watanabe,58,BKN,2022-23
Harris,Sharpe,144,BKN,2022-23
Duke Jr.,Watanabe,110,BKN,2022-23
Mills,Sharpe,182,BKN,2022-23
Mills,Thomas,218,BKN,2022-23
Duke Jr.,Mills,87,BKN,2022-23
Simmons,Watanabe,198,BKN,2022-23
Sumner,Watanabe,215,BKN,2022-23
Mills,Sumner,128,BKN,2022-23
Finney-Smith,Harris,98,BKN,2022-23
Irving,Thomas,87,BKN,2022-23
Harris,Warren,85,BKN,2022-23
Morris,Sumner,107,BKN,2022-23
Morris,Sharpe,29,BKN,2022-23
Edwards,Mills,25,BKN,2022-23
Edwards,Morris,18,BKN,2022-23
Mills,Morris,80,BKN,2022-23
Simmons,Thomas,154,BKN,2022-23
Mills,Simmons,125,BKN,2022-23
Harris,Mills,151,BKN,2022-23
Finney-Smith,Watanabe,25,BKN,2022-23
Finney-Smith,Sharpe,58,BKN,2022-23
Curry,Mills,57,BKN,2022-23
Curry,Finney-Smith,91,BKN,2022-23
Curry,Dinwiddie,83,BKN,2022-23
Simmons,Warren,148,BKN,2022-23
Gray,Thomas,29,BKN,2022-23
Smith,Thomas,56,BKN,2022-23
Duke Jr.,Gray,33,BKN,2022-23
Duke Jr.,Smith,58,BKN,2022-23
Gray,Smith,21,BKN,2022-23
Gray,Mills,22,BKN,2022-23
Mills,Smith,39,BKN,2022-23
Sumner,Warren,131,BKN,2022-23
Sharpe,Warren,40,BKN,2022-23
Thomas,Warren,86,BKN,2022-23
Mills,Warren,67,BKN,2022-23
Noel,O'Neale,18,BKN,2022-23
Finney-Smith,Noel,26,BKN,2022-23
Bridges,Noel,24,BKN,2022-23
Dinwiddie,Noel,20,BKN,2022-23
Johnson,Thomas,82,BKN,2022-23
Bridges,Sumner,19,BKN,2022-23
Irving,Sharpe,74,BKN,2022-23
Sharpe,Smith,39,BKN,2022-23
Irving,Sumner,85,BKN,2022-23
Morris,Watanabe,93,BKN,2022-23
Morris,Thomas,94,BKN,2022-23
Durant,Morris,111,BKN,2022-23
Curry,Morris,82,BKN,2022-23
Morris,Warren,53,BKN,2022-23
Simmons,Sumner,63,BKN,2022-23
Morris,O'Neale,94,BKN,2022-23
Harris,Morris,50,BKN,2022-23
Morris,Simmons,66,BKN,2022-23
Claxton,Morris,60,BKN,2022-23
Irving,Morris,94,BKN,2022-23
Duke Jr.,O'Neale,30,BKN,2022-23
Duke Jr.,Simmons,26,BKN,2022-23
Duke Jr.,Durant,38,BKN,2022-23
Duke Jr.,Irving,15,BKN,2022-23
O'Neale,Smith,23,BKN,2022-23
Claxton,Smith,13,BKN,2022-23
Smith,Warren,16,BKN,2022-23
Sharpe,Simmons,33,BKN,2022-23
Durant,Sharpe,51,BKN,2022-23
Curry,Noel,11,BKN,2022-23
Harris,Noel,12,BKN,2022-23
Bridges,Watanabe,29,BKN,2022-23
Dinwiddie,Sumner,20,BKN,2022-23
Gray,Watanabe,23,BKN,2022-23
Smith,Watanabe,43,BKN,2022-23
Finney-Smith,Mills,7,BKN,2022-23
Bridges,Mills,9,BKN,2022-23
Dinwiddie,Mills,15,BKN,2022-23
Finney-Smith,Simmons,17,BKN,2022-23
Claxton,Duke Jr.,26,BKN,2022-23
Duke Jr.,Harris,21,BKN,2022-23
Watanabe,Williams,5,BKN,2022-23
Thomas,Williams,5,BKN,2022-23
Duke Jr.,Williams,5,BKN,2022-23
Duke Jr.,Morris,20,BKN,2022-23
Morris,Williams,5,BKN,2022-23
Edwards,Watanabe,18,BKN,2022-23
Johnson,Watanabe,18,BKN,2022-23
Bridges,Simmons,18,BKN,2022-23
Johnson,Noel,5,BKN,2022-23
Gray,Sharpe,12,BKN,2022-23
Curry,Edwards,9,BKN,2022-23
Curry,Duke Jr.,11,BKN,2022-23
Johnson,Simmons,21,BKN,2022-23
Dinwiddie,Simmons,24,BKN,2022-23
Noel,Sumner,7,BKN,2022-23
Noel,Watanabe,9,BKN,2022-23
Duke Jr.,Noel,6,BKN,2022-23
Mills,Noel,9,BKN,2022-23
Smith,Sumner,4,BKN,2022-23
Brown,Watanabe,7,BKN,2022-23
Brown,Thomas,7,BKN,2022-23
Brown,Duke Jr.,4,BKN,2022-23
Brown,Smith,4,BKN,2022-23
Johnson,Mills,7,BKN,2022-23
Johnson,Sumner,12,BKN,2022-23
Edwards,Harris,6,BKN,2022-23
Claxton,Sharpe,6,BKN,2022-23
Duke Jr.,Warren,6,BKN,2022-23
Noel,Thomas,3,BKN,2022-23
Brown,Sumner,3,BKN,2022-23
Brown,Sharpe,3,BKN,2022-23
Noel,Smith,2,BKN,2022-23
Edwards,O'Neale,4,BKN,2022-23
Claxton,Edwards,4,BKN,2022-23
Edwards,Smith,2,BKN,2022-23
Simmons,Smith,3,BKN,2022-23
Harris,Smith,1,BKN,2022-23
Collins,Murray,1826,ATL,2022-23
Murray,Young,1608,ATL,2022-23
Hunter,Murray,1648,ATL,2022-23
Capela,Murray,1361,ATL,2022-23
Collins,Young,1621,ATL,2022-23
Collins,Hunter,1535,ATL,2022-23
Capela,Collins,1273,ATL,2022-23
Hunter,Young,1644,ATL,2022-23
Capela,Young,1431,ATL,2022-23
Capela,Hunter,1193,ATL,2022-23
Murray,Okongwu,1168,ATL,2022-23
Collins,Okongwu,672,ATL,2022-23
Okongwu,Young,935,ATL,2022-23
Hunter,Okongwu,809,ATL,2022-23
Johnson,Murray,503,ATL,2022-23
Griffin,Murray,730,ATL,2022-23
Bogdanovic,Murray,883,ATL,2022-23
Johnson,Okongwu,626,ATL,2022-23
Griffin,Okongwu,840,ATL,2022-23
Bogdanovic,Okongwu,938,ATL,2022-23
Griffin,Johnson,592,ATL,2022-23
Bogdanovic,Johnson,475,ATL,2022-23
Bogdanovic,Griffin,604,ATL,2022-23
Bogdanovic,Collins,559,ATL,2022-23
Bogdanovic,Hunter,551,ATL,2022-23
Bogdanovic,Capela,408,ATL,2022-23
Bogdanovic,Young,745,ATL,2022-23
Bey,Murray,401,ATL,2022-23
Bey,Collins,179,ATL,2022-23
Bey,Young,333,ATL,2022-23
Bey,Capela,232,ATL,2022-23
Johnson,Young,441,ATL,2022-23
Bey,Okongwu,376,ATL,2022-23
Bey,Johnson,160,ATL,2022-23
Bey,Bogdanovic,351,ATL,2022-23
Bey,Hunter,199,ATL,2022-23
Griffin,Young,632,ATL,2022-23
Holiday,Murray,480,ATL,2022-23
Holiday,Okongwu,710,ATL,2022-23
Holiday,Johnson,588,ATL,2022-23
Holiday,Holiday,241,ATL,2022-23
Bey,Griffin,164,ATL,2022-23
Collins,Griffin,384,ATL,2022-23
Griffin,Hunter,390,ATL,2022-23
Griffin,Holiday,462,ATL,2022-23
Holiday,Young,508,ATL,2022-23
Capela,Holiday,288,ATL,2022-23
Capela,Johnson,235,ATL,2022-23
Collins,Holiday,355,ATL,2022-23
Holiday,Hunter,283,ATL,2022-23
Capela,Griffin,363,ATL,2022-23
Holiday,Kaminsky,164,ATL,2022-23
Johnson,Kaminsky,107,ATL,2022-23
Griffin,Kaminsky,102,ATL,2022-23
Bogdanovic,Kaminsky,48,ATL,2022-23
Bogdanovic,Holiday,260,ATL,2022-23
Hunter,Johnson,137,ATL,2022-23
Forrest,Hunter,77,ATL,2022-23
Forrest,Okongwu,145,ATL,2022-23
Forrest,Johnson,111,ATL,2022-23
Forrest,Griffin,154,ATL,2022-23
Culver,Murray,70,ATL,2022-23
Culver,Johnson,41,ATL,2022-23
Culver,Griffin,48,ATL,2022-23
Capela,Culver,68,ATL,2022-23
Forrest,Young,103,ATL,2022-23
Bogdanovic,Forrest,111,ATL,2022-23
Capela,Forrest,51,ATL,2022-23
Kaminsky,Young,54,ATL,2022-23
Mathews,Young,14,ATL,2022-23
Mathews,Okongwu,53,ATL,2022-23
Bey,Mathews,45,ATL,2022-23
Griffin,Mathews,42,ATL,2022-23
Bey,Holiday,55,ATL,2022-23
Holiday,Krejci,112,ATL,2022-23
Krejci,Okongwu,52,ATL,2022-23
Griffin,Krejci,54,ATL,2022-23
Bogdanovic,Krejci,41,ATL,2022-23
Kaminsky,Murray,33,ATL,2022-23
Holiday,Mathews,49,ATL,2022-23
Bogdanovic,Mathews,11,ATL,2022-23
Collins,Johnson,56,ATL,2022-23
Collins,Forrest,29,ATL,2022-23
Krejci,Murray,24,ATL,2022-23
Culver,Young,65,ATL,2022-23
Krejci,Young,36,ATL,2022-23
Culver,Krejci,45,ATL,2022-23
Capela,Krejci,16,ATL,2022-23
Forrest,Kaminsky,53,ATL,2022-23
Kaminsky,Krejci,57,ATL,2022-23
Kaminsky,Martin,35,ATL,2022-23
Forrest,Krejci,56,ATL,2022-23
Forrest,Martin,37,ATL,2022-23
Johnson,Krejci,34,ATL,2022-23
Krejci,Martin,65,ATL,2022-23
Johnson,Martin,26,ATL,2022-23
Forrest,Holiday,77,ATL,2022-23
Bey,Krejci,9,ATL,2022-23
Griffin,Martin,21,ATL,2022-23
Johnson,Mathews,19,ATL,2022-23
Holiday,Martin,38,ATL,2022-23
Culver,Kaminsky,18,ATL,2022-23
Culver,Holiday,63,ATL,2022-23
Forrest,Murray,27,ATL,2022-23
Culver,Okongwu,50,ATL,2022-23
Bogdanovic,Culver,43,ATL,2022-23
Collins,Culver,7,ATL,2022-23
Fernando,Holiday,30,ATL,2022-23
Fernando,Mathews,30,ATL,2022-23
Fernando,Forrest,18,ATL,2022-23
Fernando,Krejci,37,ATL,2022-23
Forrest,Mathews,21,ATL,2022-23
Krejci,Mathews,28,ATL,2022-23
Fernando,Griffin,10,ATL,2022-23
Fernando,Martin,19,ATL,2022-23
Culver,Forrest,30,ATL,2022-23
Martin,Mathews,10,ATL,2022-23
Bey,Fernando,4,ATL,2022-23
Fernando,Johnson,9,ATL,2022-23
Bey,Forrest,4,ATL,2022-23
Fernando,Williams,4,ATL,2022-23
Holiday,Williams,4,ATL,2022-23
Krejci,Williams,4,ATL,2022-23
Martin,Williams,4,ATL,2022-23
Hunter,Kaminsky,22,ATL,2022-23
Mathews,Murray,6,ATL,2022-23
Kaminsky,Okongwu,5,ATL,2022-23
Martin,Okongwu,8,ATL,2022-23
Capela,Okongwu,5,ATL,2022-23
Culver,Martin,9,ATL,2022-23
Collins,Kaminsky,6,ATL,2022-23
Culver,Hunter,3,ATL,2022-23
Collins,Mathews,2,ATL,2022-23
Hunter,Mathews,2,ATL,2022-23
Hunter,Krejci,2,ATL,2022-23
Fernando,Hunter,1,ATL,2022-23
Fernando,Young,2,ATL,2022-23
Martin,Young,0,ATL,2022-23
Capela,Martin,0,ATL,2022-23
