Player1,Player2,SharedMinutes,Team,Season
Joseph,Noel,23,DET,2022-23
McGruder,Noel,18,DET,2022-23
Boeheim,Omoruyi,23,DET,2022-23
Boeheim,Rhoden,37,DET,2022-23
McGruder,Rhoden,26,DET,2022-23
Boeheim,McGruder,24,DET,2022-23
Boeheim,Wiseman,19,DET,2022-23
Cunningham,Knox II,12,DET,2022-23
Boeheim,Ivey,22,DET,2022-23
Burks,Hampton,19,DET,2022-23
Livers,Rhoden,13,DET,2022-23
Boeheim,Livers,10,DET,2022-23
Duren,Noel,3,DET,2022-23
Bagley III,Boeheim,9,DET,2022-23
Bey,Rhoden,8,DET,2022-23
Knox II,Rhoden,6,DET,2022-23
Diallo,Key,5,DET,2022-23
Hayes,Key,5,DET,2022-23
Duren,Key,3,DET,2022-23
Key,McGruder,6,DET,2022-23
Bagley III,Key,2,DET,2022-23
Key,Knox II,4,DET,2022-23
Burks,Key,2,DET,2022-23
Joseph,Key,2,DET,2022-23
Umude,Wiseman,1,DET,2022-23
Hayes,Umude,1,DET,2022-23
Livers,Umude,1,DET,2022-23
Joseph,Umude,1,DET,2022-23
Bey,Key,1,DET,2022-23
Cunningham,Key,1,DET,2022-23
Cunningham,McGruder,1,DET,2022-23
Boeheim,Diallo,1,DET,2022-23
Boeheim,Key,1,DET,2022-23
Murray,Porter Jr.,1091,DEN,2022-23
Caldwell-Pope,Murray,1436,DEN,2022-23
Gordon,Murray,1452,DEN,2022-23
Jokic,Murray,1518,DEN,2022-23
Caldwell-Pope,Porter Jr.,1384,DEN,2022-23
Gordon,Porter Jr.,1227,DEN,2022-23
Jokic,Porter Jr.,1390,DEN,2022-23
Caldwell-Pope,Gordon,1690,DEN,2022-23
Caldwell-Pope,Jokic,1900,DEN,2022-23
Gordon,Jokic,1684,DEN,2022-23
Brown,Murray,967,DEN,2022-23
Brown,Caldwell-Pope,1159,DEN,2022-23
Brown,Gordon,1048,DEN,2022-23
Brown,Jokic,1229,DEN,2022-23
Brown,Porter Jr.,685,DEN,2022-23
Brown,Cancar,528,DEN,2022-23
Cancar,Porter Jr.,247,DEN,2022-23
Caldwell-Pope,Cancar,321,DEN,2022-23
Cancar,Jokic,344,DEN,2022-23
Cancar,Murray,299,DEN,2022-23
Braun,Brown,702,DEN,2022-23
Braun,Caldwell-Pope,302,DEN,2022-23
Braun,Gordon,286,DEN,2022-23
Braun,Jokic,355,DEN,2022-23
Murray,Nnaji,292,DEN,2022-23
Hyland,Murray,300,DEN,2022-23
Cancar,Nnaji,303,DEN,2022-23
Cancar,Hyland,273,DEN,2022-23
Brown,Nnaji,471,DEN,2022-23
Brown,Hyland,485,DEN,2022-23
Hyland,Nnaji,264,DEN,2022-23
Braun,Murray,311,DEN,2022-23
Green,Murray,453,DEN,2022-23
Brown,Green,732,DEN,2022-23
Braun,Nnaji,326,DEN,2022-23
Green,Nnaji,211,DEN,2022-23
Braun,Green,597,DEN,2022-23
Jordan,Murray,172,DEN,2022-23
Braun,Hyland,302,DEN,2022-23
Green,Hyland,369,DEN,2022-23
Hyland,Jordan,259,DEN,2022-23
Braun,Jordan,287,DEN,2022-23
Green,Jordan,272,DEN,2022-23
Jordan,Porter Jr.,216,DEN,2022-23
Caldwell-Pope,Jordan,157,DEN,2022-23
Gordon,Jordan,89,DEN,2022-23
Brown,Bryant,125,DEN,2022-23
Braun,Bryant,112,DEN,2022-23
Bryant,Green,121,DEN,2022-23
Bryant,Jackson,119,DEN,2022-23
Brown,Jackson,233,DEN,2022-23
Braun,Jackson,127,DEN,2022-23
Green,Jackson,152,DEN,2022-23
Brown,Jordan,388,DEN,2022-23
Hyland,Porter Jr.,181,DEN,2022-23
Green,Porter Jr.,296,DEN,2022-23
Caldwell-Pope,Nnaji,233,DEN,2022-23
Gordon,Nnaji,101,DEN,2022-23
Bryant,Smith,67,DEN,2022-23
Bryant,Caldwell-Pope,71,DEN,2022-23
Braun,Smith,202,DEN,2022-23
Green,Smith,145,DEN,2022-23
Caldwell-Pope,Green,373,DEN,2022-23
Caldwell-Pope,Smith,82,DEN,2022-23
Bryant,Murray,67,DEN,2022-23
Caldwell-Pope,Hyland,272,DEN,2022-23
Gordon,Hyland,160,DEN,2022-23
Hyland,Jokic,279,DEN,2022-23
Cancar,Gordon,96,DEN,2022-23
Gordon,Green,151,DEN,2022-23
Jackson,Murray,93,DEN,2022-23
Green,Jokic,286,DEN,2022-23
Jackson,Jokic,77,DEN,2022-23
Braun,Porter Jr.,209,DEN,2022-23
Braun,Cancar,341,DEN,2022-23
Cancar,Watson,95,DEN,2022-23
Cancar,Jordan,128,DEN,2022-23
Brown,Watson,98,DEN,2022-23
Braun,Watson,128,DEN,2022-23
Jordan,Watson,56,DEN,2022-23
Nnaji,Porter Jr.,128,DEN,2022-23
Jokic,Nnaji,80,DEN,2022-23
Brown,Reed,124,DEN,2022-23
Caldwell-Pope,Reed,61,DEN,2022-23
Gordon,Reed,50,DEN,2022-23
Jokic,Reed,75,DEN,2022-23
Jackson,Watson,62,DEN,2022-23
Jackson,Jordan,57,DEN,2022-23
Gordon,Jackson,78,DEN,2022-23
Cancar,Reed,152,DEN,2022-23
Cancar,Smith,189,DEN,2022-23
Jordan,Reed,96,DEN,2022-23
Reed,Smith,147,DEN,2022-23
Brown,Smith,121,DEN,2022-23
Jordan,Smith,107,DEN,2022-23
Nnaji,Reed,126,DEN,2022-23
Braun,Reed,123,DEN,2022-23
Nnaji,Smith,161,DEN,2022-23
Caldwell-Pope,Jackson,80,DEN,2022-23
Bryant,Cancar,41,DEN,2022-23
Cancar,Jackson,73,DEN,2022-23
Nnaji,Watson,61,DEN,2022-23
Smith,Watson,71,DEN,2022-23
Bryant,Nnaji,21,DEN,2022-23
Bryant,White,24,DEN,2022-23
Nnaji,White,42,DEN,2022-23
Jackson,Nnaji,49,DEN,2022-23
Smith,White,50,DEN,2022-23
Jackson,White,19,DEN,2022-23
Jackson,Smith,35,DEN,2022-23
Bryant,Porter Jr.,16,DEN,2022-23
Bryant,Gordon,12,DEN,2022-23
Cancar,Green,108,DEN,2022-23
Hyland,Reed,104,DEN,2022-23
Green,Reed,90,DEN,2022-23
Jordan,Nnaji,59,DEN,2022-23
Hyland,Smith,32,DEN,2022-23
Porter Jr.,Smith,57,DEN,2022-23
Gordon,Smith,54,DEN,2022-23
Jokic,Smith,68,DEN,2022-23
Reed,White,27,DEN,2022-23
Braun,White,38,DEN,2022-23
Gordon,Watson,37,DEN,2022-23
Bryant,Watson,20,DEN,2022-23
Reed,Watson,24,DEN,2022-23
Murray,Watson,22,DEN,2022-23
Murray,Reed,43,DEN,2022-23
Porter Jr.,Reed,22,DEN,2022-23
Jackson,Porter Jr.,22,DEN,2022-23
Porter Jr.,Watson,13,DEN,2022-23
Cancar,White,30,DEN,2022-23
Watson,White,23,DEN,2022-23
Brown,White,9,DEN,2022-23
Murray,Smith,20,DEN,2022-23
Green,Watson,16,DEN,2022-23
Caldwell-Pope,Watson,7,DEN,2022-23
Jokic,Watson,3,DEN,2022-23
Jordan,White,1,DEN,2022-23
Gordon,White,1,DEN,2022-23
Bryant,Jokic,0,DEN,2022-23
Doncic,Wood,936,DAL,2022-23
Bullock,Wood,903,DAL,2022-23
Hardaway Jr.,Wood,985,DAL,2022-23
Dinwiddie,Wood,804,DAL,2022-23
Bullock,Doncic,1434,DAL,2022-23
Doncic,Hardaway Jr.,1376,DAL,2022-23
Dinwiddie,Doncic,1098,DAL,2022-23
Bullock,Hardaway Jr.,1055,DAL,2022-23
Bullock,Dinwiddie,1112,DAL,2022-23
Dinwiddie,Hardaway Jr.,989,DAL,2022-23
Doncic,Finney-Smith,951,DAL,2022-23
Finney-Smith,Hardaway Jr.,656,DAL,2022-23
Dinwiddie,Finney-Smith,904,DAL,2022-23
Finney-Smith,Powell,534,DAL,2022-23
Doncic,Powell,981,DAL,2022-23
Hardaway Jr.,Powell,792,DAL,2022-23
Dinwiddie,Powell,729,DAL,2022-23
Bullock,Finney-Smith,734,DAL,2022-23
Bullock,Powell,895,DAL,2022-23
Doncic,Green,721,DAL,2022-23
Doncic,Irving,440,DAL,2022-23
Green,Irving,422,DAL,2022-23
Bullock,Green,797,DAL,2022-23
Green,Powell,520,DAL,2022-23
Bullock,Irving,490,DAL,2022-23
Irving,Powell,328,DAL,2022-23
Hardaway Jr.,Irving,422,DAL,2022-23
Finney-Smith,McGee,106,DAL,2022-23
Doncic,McGee,186,DAL,2022-23
Bullock,McGee,179,DAL,2022-23
Dinwiddie,McGee,135,DAL,2022-23
Finney-Smith,Wood,400,DAL,2022-23
Kleber,Wood,473,DAL,2022-23
Green,Wood,656,DAL,2022-23
Doncic,Kleber,555,DAL,2022-23
Green,Kleber,513,DAL,2022-23
Hardaway Jr.,Kleber,483,DAL,2022-23
Green,Hardaway Jr.,737,DAL,2022-23
Dinwiddie,Kleber,273,DAL,2022-23
Dinwiddie,Green,424,DAL,2022-23
Irving,Kleber,185,DAL,2022-23
Bullock,Kleber,479,DAL,2022-23
Finney-Smith,Kleber,237,DAL,2022-23
Powell,Wood,165,DAL,2022-23
Finney-Smith,Green,348,DAL,2022-23
Green,Hardy,277,DAL,2022-23
Bullock,Hardy,298,DAL,2022-23
Hardaway Jr.,Hardy,220,DAL,2022-23
Hardy,Powell,155,DAL,2022-23
Doncic,Holiday,119,DAL,2022-23
Holiday,Irving,115,DAL,2022-23
Bullock,Holiday,95,DAL,2022-23
Holiday,Powell,70,DAL,2022-23
Ntilikina,Wood,263,DAL,2022-23
Doncic,Ntilikina,198,DAL,2022-23
Hardaway Jr.,Ntilikina,194,DAL,2022-23
Dinwiddie,Ntilikina,181,DAL,2022-23
Walker,Wood,69,DAL,2022-23
Finney-Smith,Walker,50,DAL,2022-23
Bullock,Walker,86,DAL,2022-23
Hardaway Jr.,Walker,61,DAL,2022-23
Hardy,Wood,292,DAL,2022-23
Hardy,Kleber,128,DAL,2022-23
Doncic,Hardy,152,DAL,2022-23
Bertans,Wood,148,DAL,2022-23
Bertans,Ntilikina,154,DAL,2022-23
Bullock,Ntilikina,253,DAL,2022-23
Bertans,Bullock,218,DAL,2022-23
Bertans,Dinwiddie,235,DAL,2022-23
Irving,Wood,274,DAL,2022-23
Holiday,Wood,112,DAL,2022-23
Irving,Ntilikina,74,DAL,2022-23
Holiday,Ntilikina,69,DAL,2022-23
Hardaway Jr.,Holiday,105,DAL,2022-23
McGee,Wood,46,DAL,2022-23
Green,McGee,135,DAL,2022-23
Irving,McGee,67,DAL,2022-23
Finney-Smith,Ntilikina,50,DAL,2022-23
Kleber,Powell,88,DAL,2022-23
Ntilikina,Pinson,148,DAL,2022-23
Hardy,Ntilikina,179,DAL,2022-23
Morris,Ntilikina,41,DAL,2022-23
Hardy,Pinson,190,DAL,2022-23
Morris,Pinson,32,DAL,2022-23
Bertans,Pinson,94,DAL,2022-23
Hardy,Morris,24,DAL,2022-23
Bertans,Hardy,153,DAL,2022-23
Bertans,Morris,25,DAL,2022-23
Ntilikina,Wright IV,100,DAL,2022-23
Lawson,Ntilikina,51,DAL,2022-23
Pinson,Wright IV,117,DAL,2022-23
Lawson,Pinson,72,DAL,2022-23
Lawson,Wright IV,76,DAL,2022-23
Hardy,Wright IV,130,DAL,2022-23
Hardy,Lawson,50,DAL,2022-23
Bertans,Finney-Smith,54,DAL,2022-23
Bertans,Green,127,DAL,2022-23
Holiday,Pinson,51,DAL,2022-23
Holiday,Wright IV,72,DAL,2022-23
Holiday,Lawson,39,DAL,2022-23
Bertans,Powell,134,DAL,2022-23
Green,Wright IV,62,DAL,2022-23
Bullock,Wright IV,136,DAL,2022-23
Hardaway Jr.,Wright IV,101,DAL,2022-23
Powell,Wright IV,87,DAL,2022-23
Kleber,McGee,25,DAL,2022-23
Hardaway Jr.,McGee,110,DAL,2022-23
Wood,Wright IV,104,DAL,2022-23
Bertans,Wright IV,93,DAL,2022-23
Dinwiddie,Wright IV,51,DAL,2022-23
Hardy,Irving,113,DAL,2022-23
Bertans,Irving,29,DAL,2022-23
Bertans,Hardaway Jr.,119,DAL,2022-23
Dinwiddie,Hardy,106,DAL,2022-23
Bertans,Doncic,124,DAL,2022-23
Pinson,Wood,88,DAL,2022-23
Green,Pinson,70,DAL,2022-23
Ntilikina,Walker,69,DAL,2022-23
Ntilikina,Powell,126,DAL,2022-23
Dinwiddie,Walker,42,DAL,2022-23
Kleber,Ntilikina,23,DAL,2022-23
Green,Ntilikina,94,DAL,2022-23
Kleber,Wright IV,45,DAL,2022-23
Bertans,Walker,32,DAL,2022-23
Powell,Walker,31,DAL,2022-23
Hardy,McGee,104,DAL,2022-23
Bertans,McGee,63,DAL,2022-23
Holiday,Kleber,78,DAL,2022-23
Green,Holiday,60,DAL,2022-23
Bullock,Pinson,92,DAL,2022-23
Bullock,Lawson,33,DAL,2022-23
Doncic,Wright IV,45,DAL,2022-23
Bertans,Kleber,29,DAL,2022-23
Irving,Pinson,35,DAL,2022-23
Morris,Wood,12,DAL,2022-23
Green,Morris,15,DAL,2022-23
Irving,Morris,16,DAL,2022-23
Hardaway Jr.,Morris,22,DAL,2022-23
McGee,Ntilikina,70,DAL,2022-23
Morris,Wright IV,16,DAL,2022-23
Lawson,Morris,11,DAL,2022-23
Holiday,Morris,29,DAL,2022-23
Hardy,Holiday,57,DAL,2022-23
Bertans,Lawson,14,DAL,2022-23
Lawson,Wood,13,DAL,2022-23
Green,Lawson,26,DAL,2022-23
McGee,Pinson,55,DAL,2022-23
Pinson,Walker,16,DAL,2022-23
Hardy,Walker,26,DAL,2022-23
McGee,Walker,32,DAL,2022-23
Doncic,Walker,31,DAL,2022-23
Doncic,Pinson,52,DAL,2022-23
Bullock,Morris,18,DAL,2022-23
McGee,Wright IV,25,DAL,2022-23
Campazzo,Wood,31,DAL,2022-23
Campazzo,Finney-Smith,26,DAL,2022-23
Bullock,Campazzo,17,DAL,2022-23
Campazzo,Hardaway Jr.,18,DAL,2022-23
Bertans,Holiday,35,DAL,2022-23
Finney-Smith,Hardy,32,DAL,2022-23
Campazzo,Dinwiddie,15,DAL,2022-23
Finney-Smith,Pinson,8,DAL,2022-23
Lawson,Powell,11,DAL,2022-23
Campazzo,Kleber,10,DAL,2022-23
Campazzo,Green,22,DAL,2022-23
Holiday,McGee,10,DAL,2022-23
Dorsey,Pinson,8,DAL,2022-23
Dorsey,Wright IV,8,DAL,2022-23
Dorsey,Hardy,8,DAL,2022-23
Dorsey,Powell,4,DAL,2022-23
Pinson,Powell,32,DAL,2022-23
Hardaway Jr.,Pinson,24,DAL,2022-23
Dinwiddie,Pinson,36,DAL,2022-23
Doncic,Morris,13,DAL,2022-23
Campazzo,Doncic,10,DAL,2022-23
Campazzo,Ntilikina,15,DAL,2022-23
Campazzo,Pinson,8,DAL,2022-23
Campazzo,McGee,6,DAL,2022-23
Bertans,Campazzo,8,DAL,2022-23
Doncic,Lawson,10,DAL,2022-23
Bertans,Dorsey,4,DAL,2022-23
Lawson,McGee,12,DAL,2022-23
Walker,Wright IV,3,DAL,2022-23
Finney-Smith,Wright IV,7,DAL,2022-23
Finney-Smith,Lawson,3,DAL,2022-23
Hardaway Jr.,Lawson,5,DAL,2022-23
Campazzo,Powell,10,DAL,2022-23
Irving,Wright IV,2,DAL,2022-23
Silva,Wood,2,DAL,2022-23
Green,Silva,2,DAL,2022-23
Hardy,Silva,2,DAL,2022-23
Hardaway Jr.,Silva,2,DAL,2022-23
McGee,Morris,2,DAL,2022-23
Dinwiddie,Lawson,2,DAL,2022-23
Allen,Mitchell,1620,CLE,2022-23
Garland,Mitchell,1482,CLE,2022-23
Mitchell,Okoro,1017,CLE,2022-23
Mitchell,Mobley,1818,CLE,2022-23
Allen,Garland,1437,CLE,2022-23
Allen,Okoro,1010,CLE,2022-23
Allen,Mobley,1418,CLE,2022-23
Garland,Okoro,1076,CLE,2022-23
Garland,Mobley,1971,CLE,2022-23
Mobley,Okoro,1143,CLE,2022-23
LeVert,Mitchell,1229,CLE,2022-23
Allen,LeVert,1239,CLE,2022-23
Garland,LeVert,1203,CLE,2022-23
LeVert,Mobley,1468,CLE,2022-23
Mitchell,Stevens,609,CLE,2022-23
Allen,Stevens,485,CLE,2022-23
Garland,Stevens,703,CLE,2022-23
Mobley,Stevens,732,CLE,2022-23
LeVert,Okoro,685,CLE,2022-23
LeVert,Stevens,514,CLE,2022-23
LeVert,Osman,817,CLE,2022-23
Garland,Osman,708,CLE,2022-23
Mobley,Osman,876,CLE,2022-23
Love,Osman,444,CLE,2022-23
LeVert,Love,541,CLE,2022-23
Garland,Love,359,CLE,2022-23
Love,Mobley,384,CLE,2022-23
Okoro,Stevens,212,CLE,2022-23
LeVert,Wade,430,CLE,2022-23
Mitchell,Wade,475,CLE,2022-23
Allen,Wade,367,CLE,2022-23
Mobley,Wade,530,CLE,2022-23
Mitchell,Osman,669,CLE,2022-23
Allen,Osman,604,CLE,2022-23
Love,Mitchell,407,CLE,2022-23
Allen,Love,321,CLE,2022-23
Love,Okoro,270,CLE,2022-23
Love,Stevens,190,CLE,2022-23
Garland,Wade,387,CLE,2022-23
Okoro,Osman,520,CLE,2022-23
Okoro,Wade,249,CLE,2022-23
Osman,Rubio,288,CLE,2022-23
LeVert,Rubio,373,CLE,2022-23
Garland,Rubio,221,CLE,2022-23
Mobley,Rubio,339,CLE,2022-23
Neto,Osman,289,CLE,2022-23
LeVert,Neto,276,CLE,2022-23
Mobley,Neto,258,CLE,2022-23
Love,Neto,140,CLE,2022-23
Mitchell,Rubio,178,CLE,2022-23
Rubio,Wade,204,CLE,2022-23
Rubio,Stevens,185,CLE,2022-23
Osman,Wade,374,CLE,2022-23
Diakite,Mitchell,59,CLE,2022-23
Diakite,Garland,69,CLE,2022-23
Diakite,Wade,46,CLE,2022-23
Diakite,Mobley,92,CLE,2022-23
Allen,Rubio,226,CLE,2022-23
Lopez,Osman,198,CLE,2022-23
LeVert,Lopez,125,CLE,2022-23
Lopez,Okoro,114,CLE,2022-23
Neto,Okoro,152,CLE,2022-23
Lopez,Neto,116,CLE,2022-23
Osman,Stevens,329,CLE,2022-23
Love,Wade,112,CLE,2022-23
Diakite,Stevens,66,CLE,2022-23
Allen,Neto,125,CLE,2022-23
Garland,Neto,80,CLE,2022-23
Neto,Stevens,162,CLE,2022-23
Lopez,Love,66,CLE,2022-23
Okoro,Rubio,104,CLE,2022-23
Stevens,Wade,102,CLE,2022-23
Lopez,Wade,113,CLE,2022-23
Lopez,Stevens,98,CLE,2022-23
Lopez,Rubio,41,CLE,2022-23
Lopez,Mitchell,90,CLE,2022-23
Green,Wade,36,CLE,2022-23
Neto,Wade,142,CLE,2022-23
Green,Stevens,49,CLE,2022-23
Green,Lopez,26,CLE,2022-23
Green,Neto,63,CLE,2022-23
Love,Rubio,47,CLE,2022-23
Mitchell,Neto,77,CLE,2022-23
Garland,Lopez,88,CLE,2022-23
Diakite,Okoro,36,CLE,2022-23
Diakite,Lopez,25,CLE,2022-23
Diakite,Neto,85,CLE,2022-23
Lopez,Mobley,76,CLE,2022-23
Diakite,Osman,63,CLE,2022-23
Diakite,LeVert,41,CLE,2022-23
Diakite,Rubio,24,CLE,2022-23
Diakite,Merrill,33,CLE,2022-23
Diakite,Green,25,CLE,2022-23
Merrill,Mobley,41,CLE,2022-23
Green,Merrill,28,CLE,2022-23
Merrill,Neto,40,CLE,2022-23
Green,Mobley,52,CLE,2022-23
Merrill,Stevens,28,CLE,2022-23
Green,Rubio,20,CLE,2022-23
Merrill,Wade,17,CLE,2022-23
Lopez,Merrill,12,CLE,2022-23
Green,Osman,19,CLE,2022-23
Merrill,Windler,6,CLE,2022-23
Mobley,Windler,6,CLE,2022-23
Green,Windler,8,CLE,2022-23
Neto,Windler,8,CLE,2022-23
Diakite,Windler,6,CLE,2022-23
Wade,Windler,4,CLE,2022-23
Allen,Green,17,CLE,2022-23
Green,Mitchell,14,CLE,2022-23
Garland,Green,12,CLE,2022-23
Allen,Diakite,3,CLE,2022-23
Green,LeVert,7,CLE,2022-23
Merrill,Rubio,13,CLE,2022-23
Neto,Rubio,7,CLE,2022-23
Rubio,Windler,2,CLE,2022-23
Merrill,Osman,6,CLE,2022-23
Wade,Wade,2,CLE,2022-23
Diakite,Love,7,CLE,2022-23
Green,Okoro,0,CLE,2022-23
Allen,Lopez,0,CLE,2022-23
Dosunmu,Williams,1436,CHI,2022-23
DeRozan,Williams,1559,CHI,2022-23
Vucevic,Williams,1689,CHI,2022-23
LaVine,Williams,1697,CHI,2022-23
DeRozan,Dosunmu,1384,CHI,2022-23
Dosunmu,Vucevic,1481,CHI,2022-23
Dosunmu,LaVine,1326,CHI,2022-23
DeRozan,Vucevic,2064,CHI,2022-23
DeRozan,LaVine,1744,CHI,2022-23
LaVine,Vucevic,2235,CHI,2022-23
Caruso,DeRozan,1019,CHI,2022-23
Beverley,Caruso,319,CHI,2022-23
Caruso,Vucevic,1170,CHI,2022-23
Caruso,LaVine,1161,CHI,2022-23
Beverley,DeRozan,474,CHI,2022-23
Beverley,Vucevic,560,CHI,2022-23
Beverley,LaVine,596,CHI,2022-23
Caruso,Williams,610,CHI,2022-23
White,Williams,890,CHI,2022-23
Dosunmu,White,820,CHI,2022-23
Vucevic,White,921,CHI,2022-23
LaVine,White,878,CHI,2022-23
DeRozan,White,860,CHI,2022-23
Drummond,White,605,CHI,2022-23
Drummond,Williams,361,CHI,2022-23
Dosunmu,Drummond,394,CHI,2022-23
DeRozan,Drummond,467,CHI,2022-23
Beverley,Williams,239,CHI,2022-23
Caruso,Dosunmu,467,CHI,2022-23
Beverley,White,128,CHI,2022-23
Jones Jr.,White,585,CHI,2022-23
Dragic,Jones Jr.,387,CHI,2022-23
DeRozan,Jones Jr.,415,CHI,2022-23
Drummond,Jones Jr.,260,CHI,2022-23
Dragic,White,353,CHI,2022-23
DeRozan,Dragic,412,CHI,2022-23
Dragic,Drummond,400,CHI,2022-23
Caruso,White,447,CHI,2022-23
Caruso,Jones Jr.,308,CHI,2022-23
Jones Jr.,Vucevic,277,CHI,2022-23
Jones Jr.,LaVine,434,CHI,2022-23
Caruso,Green,213,CHI,2022-23
Caruso,Dragic,301,CHI,2022-23
Caruso,Drummond,268,CHI,2022-23
Dragic,Green,214,CHI,2022-23
Drummond,Green,150,CHI,2022-23
Green,LaVine,201,CHI,2022-23
Dragic,LaVine,361,CHI,2022-23
Drummond,LaVine,376,CHI,2022-23
Jones Jr.,Williams,271,CHI,2022-23
Dosunmu,Jones Jr.,401,CHI,2022-23
Dosunmu,Green,183,CHI,2022-23
DeRozan,Green,289,CHI,2022-23
Green,Vucevic,244,CHI,2022-23
Dragic,Williams,284,CHI,2022-23
Green,White,188,CHI,2022-23
Dragic,Vucevic,245,CHI,2022-23
Green,Jones Jr.,86,CHI,2022-23
Beverley,Dosunmu,34,CHI,2022-23
Jones Jr.,Terry,75,CHI,2022-23
Terry,White,142,CHI,2022-23
Terry,Williams,88,CHI,2022-23
Dosunmu,Terry,148,CHI,2022-23
Drummond,Terry,58,CHI,2022-23
LaVine,Terry,53,CHI,2022-23
Green,Williams,80,CHI,2022-23
Dosunmu,Dragic,191,CHI,2022-23
Beverley,Jones Jr.,32,CHI,2022-23
Terry,Vucevic,64,CHI,2022-23
Dosunmu,Simonovic,14,CHI,2022-23
Dosunmu,Jones,41,CHI,2022-23
Dosunmu,Taylor,36,CHI,2022-23
Jones,Simonovic,16,CHI,2022-23
Simonovic,Taylor,11,CHI,2022-23
Simonovic,Terry,20,CHI,2022-23
Jones,Taylor,24,CHI,2022-23
Jones,Terry,40,CHI,2022-23
Taylor,Terry,25,CHI,2022-23
Drummond,Vucevic,13,CHI,2022-23
Beverley,Drummond,34,CHI,2022-23
DeRozan,Terry,29,CHI,2022-23
Jones,White,26,CHI,2022-23
Taylor,White,14,CHI,2022-23
Jones,Williams,21,CHI,2022-23
Taylor,Williams,13,CHI,2022-23
Bradley,Jones Jr.,17,CHI,2022-23
Bradley,White,24,CHI,2022-23
Bradley,Dosunmu,23,CHI,2022-23
Bradley,Terry,26,CHI,2022-23
Green,Terry,35,CHI,2022-23
Jones Jr.,Taylor,18,CHI,2022-23
Bradley,Williams,14,CHI,2022-23
Jones,Vucevic,12,CHI,2022-23
Bradley,Green,9,CHI,2022-23
Drummond,Jones,7,CHI,2022-23
Jones,LaVine,7,CHI,2022-23
Jones,Jones Jr.,12,CHI,2022-23
Green,Jones,4,CHI,2022-23
Caruso,Terry,17,CHI,2022-23
Hill,White,6,CHI,2022-23
Hill,Terry,9,CHI,2022-23
Drummond,Hill,3,CHI,2022-23
Hill,LaVine,3,CHI,2022-23
Bradley,Simonovic,5,CHI,2022-23
Bradley,Jones,5,CHI,2022-23
Bradley,Hill,5,CHI,2022-23
Hill,Simonovic,3,CHI,2022-23
Hill,Jones,5,CHI,2022-23
Beverley,Terry,3,CHI,2022-23
Dragic,Terry,12,CHI,2022-23
Jones Jr.,Simonovic,2,CHI,2022-23
Simonovic,White,5,CHI,2022-23
Simonovic,Williams,4,CHI,2022-23
Green,Taylor,3,CHI,2022-23
Beverley,Green,1,CHI,2022-23
Dosunmu,Hill,1,CHI,2022-23
Hill,Vucevic,1,CHI,2022-23
Hill,Williams,0,CHI,2022-23
Green,Hill,0,CHI,2022-23
Bradley,LaVine,0,CHI,2022-23
Rozier,Washington,1457,CHA,2022-23
Ball,Rozier,809,CHA,2022-23
Hayward,Rozier,969,CHA,2022-23
Plumlee,Rozier,1208,CHA,2022-23
Ball,Washington,973,CHA,2022-23
Hayward,Washington,987,CHA,2022-23
Plumlee,Washington,1262,CHA,2022-23
Ball,Hayward,596,CHA,2022-23
Ball,Plumlee,705,CHA,2022-23
Hayward,Plumlee,606,CHA,2022-23
McDaniels,Rozier,840,CHA,2022-23
McDaniels,Washington,922,CHA,2022-23
Ball,McDaniels,494,CHA,2022-23
McDaniels,Plumlee,789,CHA,2022-23
Oubre Jr.,Rozier,882,CHA,2022-23
Oubre Jr.,Washington,987,CHA,2022-23
McDaniels,Oubre Jr.,523,CHA,2022-23
Oubre Jr.,Plumlee,793,CHA,2022-23
Oubre Jr.,Richards,473,CHA,2022-23
Hayward,Oubre Jr.,622,CHA,2022-23
Richards,Rozier,519,CHA,2022-23
Richards,Washington,560,CHA,2022-23
Hayward,Richards,429,CHA,2022-23
Oubre Jr.,Smith Jr.,511,CHA,2022-23
Smith Jr.,Washington,791,CHA,2022-23
Hayward,Smith Jr.,552,CHA,2022-23
Plumlee,Smith Jr.,423,CHA,2022-23
Rozier,Williams,381,CHA,2022-23
Washington,Williams,354,CHA,2022-23
Ball,Williams,321,CHA,2022-23
Hayward,Williams,446,CHA,2022-23
Ball,Oubre Jr.,278,CHA,2022-23
Maledon,Mykhailiuk,205,CHA,2022-23
Mykhailiuk,Thor,207,CHA,2022-23
Mykhailiuk,Williams,147,CHA,2022-23
McGowens,Mykhailiuk,210,CHA,2022-23
Maledon,Thor,323,CHA,2022-23
Maledon,Williams,183,CHA,2022-23
Maledon,McGowens,305,CHA,2022-23
Thor,Williams,343,CHA,2022-23
McGowens,Thor,306,CHA,2022-23
McGowens,Williams,221,CHA,2022-23
Rozier,Smith Jr.,587,CHA,2022-23
Hayward,McDaniels,320,CHA,2022-23
Ball,Smith Jr.,274,CHA,2022-23
Smith Jr.,Williams,345,CHA,2022-23
McDaniels,Smith Jr.,418,CHA,2022-23
Rozier,Thor,407,CHA,2022-23
Richards,Smith Jr.,453,CHA,2022-23
Smith Jr.,Thor,399,CHA,2022-23
Richards,Thor,336,CHA,2022-23
Hayward,Thor,319,CHA,2022-23
Oubre Jr.,Williams,139,CHA,2022-23
Ball,Thor,162,CHA,2022-23
Maledon,Oubre Jr.,276,CHA,2022-23
Maledon,Washington,301,CHA,2022-23
