Player1,Player2,SharedMinutes,Team,Season
Butler,Gill,134,WAS,2024-25
Butler,Davis,153,WAS,2024-25
Baldwin Jr.,Butler,80,WAS,2024-25
Davis,Gill,139,WAS,2024-25
Baldwin Jr.,Gill,70,WAS,2024-25
Baldwin Jr.,Davis,77,WAS,2024-25
Brogdon,Vukcevic,41,WAS,2024-25
Kispert,Vukcevic,142,WAS,2024-25
Brogdon,Kuzma,161,WAS,2024-25
Champagnie,Kuzma,79,WAS,2024-25
Jones,Thor,163,WAS,2024-25
Thor,Vukcevic,115,WAS,2024-25
Martin,Thor,88,WAS,2024-25
Johnson,Thor,135,WAS,2024-25
Jones,Martin,169,WAS,2024-25
Martin,Vukcevic,155,WAS,2024-25
Johnson,Martin,155,WAS,2024-25
Butler,Champagnie,154,WAS,2024-25
Butler,Kispert,145,WAS,2024-25
Butler,George,129,WAS,2024-25
Butler,Valančiūnas,124,WAS,2024-25
Champagnie,Martin,66,WAS,2024-25
Bagley III,Carrington,86,WAS,2024-25
Butler,Carrington,117,WAS,2024-25
Carrington,Gill,195,WAS,2024-25
Carrington,Davis,90,WAS,2024-25
Gill,Jones,103,WAS,2024-25
Gill,Vukcevic,129,WAS,2024-25
Gill,Martin,67,WAS,2024-25
Gill,Johnson,135,WAS,2024-25
Poole,Vukcevic,69,WAS,2024-25
Sarr,Vukcevic,77,WAS,2024-25
Butler,Coulibaly,89,WAS,2024-25
Butler,Sarr,67,WAS,2024-25
Gill,Thor,86,WAS,2024-25
Carrington,Thor,107,WAS,2024-25
Bagley III,Brogdon,24,WAS,2024-25
Bagley III,Poole,57,WAS,2024-25
Bagley III,Coulibaly,59,WAS,2024-25
Bagley III,Sarr,21,WAS,2024-25
Butler,Holmes,56,WAS,2024-25
Bagley III,Champagnie,38,WAS,2024-25
Champagnie,Gill,128,WAS,2024-25
Champagnie,Davis,77,WAS,2024-25
Carrington,Martin,93,WAS,2024-25
Gill,Smart,27,WAS,2024-25
Smart,Thor,28,WAS,2024-25
Jones,Smart,56,WAS,2024-25
Martin,Smart,33,WAS,2024-25
Coulibaly,Vukcevic,68,WAS,2024-25
George,Vukcevic,99,WAS,2024-25
Gill,Holmes,43,WAS,2024-25
Davis,Holmes,27,WAS,2024-25
Baldwin Jr.,Holmes,19,WAS,2024-25
Jones,Poole,28,WAS,2024-25
Jones,Sarr,132,WAS,2024-25
Smart,Vukcevic,69,WAS,2024-25
Baldwin Jr.,Champagnie,21,WAS,2024-25
Davis,Vukcevic,41,WAS,2024-25
Baldwin Jr.,Vukcevic,21,WAS,2024-25
Brogdon,Holmes,60,WAS,2024-25
Sarr,Smart,58,WAS,2024-25
Johnson,Smart,57,WAS,2024-25
Gill,Kispert,60,WAS,2024-25
George,Gill,40,WAS,2024-25
Gill,Valančiūnas,36,WAS,2024-25
Holmes,Johnson,70,WAS,2024-25
Davis,Poole,51,WAS,2024-25
Davis,Kispert,54,WAS,2024-25
Coulibaly,Davis,50,WAS,2024-25
Davis,Valančiūnas,72,WAS,2024-25
Johnson,Middleton,13,WAS,2024-25
Champagnie,Thor,52,WAS,2024-25
Brogdon,Johnson,14,WAS,2024-25
Johnson,Kispert,43,WAS,2024-25
Davis,George,45,WAS,2024-25
Holmes,Kuzma,48,WAS,2024-25
Martin,Sarr,65,WAS,2024-25
Coulibaly,Smart,43,WAS,2024-25
Butler,Vukcevic,22,WAS,2024-25
Gill,Sarr,61,WAS,2024-25
George,Jones,38,WAS,2024-25
Bagley III,Kispert,38,WAS,2024-25
Bagley III,George,43,WAS,2024-25
Butler,Poole,48,WAS,2024-25
Brogdon,Gill,12,WAS,2024-25
Brogdon,Butler,13,WAS,2024-25
Poole,Smart,31,WAS,2024-25
Sarr,Thor,43,WAS,2024-25
Holmes,Jones,16,WAS,2024-25
Davis,Sarr,17,WAS,2024-25
George,Thor,16,WAS,2024-25
Butler,Kuzma,30,WAS,2024-25
Kispert,Middleton,24,WAS,2024-25
Baldwin Jr.,George,22,WAS,2024-25
Middleton,Smart,18,WAS,2024-25
Martin,Poole,21,WAS,2024-25
Baldwin Jr.,Poole,11,WAS,2024-25
Baldwin Jr.,Kispert,12,WAS,2024-25
Baldwin Jr.,Coulibaly,6,WAS,2024-25
Baldwin Jr.,Sarr,6,WAS,2024-25
Gill,Poole,40,WAS,2024-25
Gill,McDaniels,4,WAS,2024-25
Champagnie,McDaniels,4,WAS,2024-25
McDaniels,Vukcevic,4,WAS,2024-25
Carrington,McDaniels,6,WAS,2024-25
Baldwin Jr.,Valančiūnas,9,WAS,2024-25
Poole,Thor,11,WAS,2024-25
Coulibaly,Gill,21,WAS,2024-25
Baldwin Jr.,Carrington,7,WAS,2024-25
Middleton,Vukcevic,3,WAS,2024-25
Holmes,Vukcevic,16,WAS,2024-25
Holmes,Martin,16,WAS,2024-25
Coulibaly,Johnson,8,WAS,2024-25
Bagley III,Valančiūnas,6,WAS,2024-25
George,Martin,8,WAS,2024-25
Bagley III,Kuzma,6,WAS,2024-25
Kispert,Martin,4,WAS,2024-25
Martin,Middleton,4,WAS,2024-25
Holmes,McDaniels,2,WAS,2024-25
Kispert,McDaniels,2,WAS,2024-25
Coulibaly,McDaniels,2,WAS,2024-25
Holmes,Sarr,1,WAS,2024-25
Gill,Middleton,1,WAS,2024-25
Jones,Middleton,3,WAS,2024-25
Davis,Kuzma,0,WAS,2024-25
Collins,Markkanen,609,UTA,2024-25
Markkanen,Sexton,862,UTA,2024-25
Kessler,Markkanen,937,UTA,2024-25
George,Markkanen,734,UTA,2024-25
Collins,Sexton,600,UTA,2024-25
Collins,Kessler,583,UTA,2024-25
Collins,George,695,UTA,2024-25
Kessler,Sexton,949,UTA,2024-25
George,Sexton,803,UTA,2024-25
George,Kessler,978,UTA,2024-25
Juzang,Martin,186,UTA,2024-25
Martin,Sensabaugh,212,UTA,2024-25
Collier,Martin,222,UTA,2024-25
Filipowski,Martin,215,UTA,2024-25
Juzang,Sensabaugh,470,UTA,2024-25
Collier,Juzang,586,UTA,2024-25
Filipowski,Juzang,514,UTA,2024-25
Collier,Sensabaugh,689,UTA,2024-25
Filipowski,Sensabaugh,628,UTA,2024-25
Collier,Filipowski,760,UTA,2024-25
Filipowski,Markkanen,259,UTA,2024-25
Collins,Filipowski,270,UTA,2024-25
Filipowski,Sexton,464,UTA,2024-25
Filipowski,George,751,UTA,2024-25
Juzang,Markkanen,260,UTA,2024-25
Juzang,Sexton,382,UTA,2024-25
Juzang,Kessler,360,UTA,2024-25
George,Juzang,490,UTA,2024-25
Markkanen,Williams,268,UTA,2024-25
Collier,Markkanen,551,UTA,2024-25
Sexton,Williams,320,UTA,2024-25
Collier,Sexton,517,UTA,2024-25
Kessler,Williams,414,UTA,2024-25
Collier,Kessler,739,UTA,2024-25
Collier,Williams,429,UTA,2024-25
Clarkson,Markkanen,458,UTA,2024-25
Clarkson,Collins,376,UTA,2024-25
Clarkson,Kessler,391,UTA,2024-25
Clarkson,George,389,UTA,2024-25
Filipowski,Kessler,247,UTA,2024-25
Filipowski,Williams,400,UTA,2024-25
Collier,Collins,441,UTA,2024-25
Clarkson,Collier,325,UTA,2024-25
Juzang,Springer,63,UTA,2024-25
George,Springer,136,UTA,2024-25
Sensabaugh,Springer,68,UTA,2024-25
Filipowski,Springer,104,UTA,2024-25
George,Sensabaugh,611,UTA,2024-25
Hendricks,Markkanen,53,UTA,2024-25
Hendricks,Sexton,38,UTA,2024-25
Hendricks,Kessler,54,UTA,2024-25
George,Hendricks,59,UTA,2024-25
Clarkson,Sexton,237,UTA,2024-25
Collier,George,636,UTA,2024-25
Collins,Mykhailiuk,126,UTA,2024-25
Mykhailiuk,Sexton,221,UTA,2024-25
Kessler,Mykhailiuk,215,UTA,2024-25
George,Mykhailiuk,319,UTA,2024-25
Sensabaugh,Sexton,420,UTA,2024-25
George,Martin,195,UTA,2024-25
George,Williams,450,UTA,2024-25
Markkanen,Mykhailiuk,99,UTA,2024-25
Collier,Mykhailiuk,250,UTA,2024-25
Mykhailiuk,Potter,196,UTA,2024-25
Mykhailiuk,Tshiebwe,107,UTA,2024-25
Mykhailiuk,Sensabaugh,172,UTA,2024-25
Potter,Tshiebwe,109,UTA,2024-25
George,Potter,310,UTA,2024-25
Potter,Sensabaugh,255,UTA,2024-25
George,Tshiebwe,118,UTA,2024-25
Sensabaugh,Tshiebwe,94,UTA,2024-25
Clarkson,Williams,203,UTA,2024-25
Clarkson,Filipowski,262,UTA,2024-25
Collins,Juzang,239,UTA,2024-25
Kessler,Sensabaugh,407,UTA,2024-25
Sensabaugh,Williams,252,UTA,2024-25
Markkanen,Sensabaugh,226,UTA,2024-25
Eubanks,Juzang,175,UTA,2024-25
Eubanks,Potter,112,UTA,2024-25
Eubanks,Williams,174,UTA,2024-25
Eubanks,Mills,141,UTA,2024-25
Juzang,Potter,220,UTA,2024-25
Juzang,Williams,150,UTA,2024-25
Juzang,Mills,77,UTA,2024-25
Potter,Williams,158,UTA,2024-25
Mills,Potter,29,UTA,2024-25
Mills,Williams,89,UTA,2024-25
Eubanks,Markkanen,119,UTA,2024-25
Collier,Eubanks,246,UTA,2024-25
Clarkson,Eubanks,131,UTA,2024-25
Eubanks,Sensabaugh,206,UTA,2024-25
Collier,Potter,253,UTA,2024-25
Martin,Springer,33,UTA,2024-25
Martin,Williams,101,UTA,2024-25
Springer,Williams,50,UTA,2024-25
Potter,Sexton,213,UTA,2024-25
Kessler,Potter,137,UTA,2024-25
Collins,Sensabaugh,253,UTA,2024-25
Clarkson,Juzang,204,UTA,2024-25
Filipowski,Mykhailiuk,263,UTA,2024-25
Filipowski,Potter,162,UTA,2024-25
Kessler,Martin,115,UTA,2024-25
Clarkson,Martin,66,UTA,2024-25
Collins,Eubanks,151,UTA,2024-25
Eubanks,George,147,UTA,2024-25
Eubanks,Mykhailiuk,114,UTA,2024-25
Mills,Mykhailiuk,56,UTA,2024-25
Eubanks,Filipowski,116,UTA,2024-25
Mills,Sensabaugh,70,UTA,2024-25
Filipowski,Mills,82,UTA,2024-25
Collins,Williams,148,UTA,2024-25
Mykhailiuk,Springer,59,UTA,2024-25
Sexton,Springer,41,UTA,2024-25
Potter,Springer,67,UTA,2024-25
Clarkson,Sensabaugh,230,UTA,2024-25
Markkanen,Mills,52,UTA,2024-25
Collins,Mills,110,UTA,2024-25
Clarkson,Mills,55,UTA,2024-25
Juzang,Mykhailiuk,157,UTA,2024-25
Springer,Tshiebwe,54,UTA,2024-25
Tshiebwe,Williams,54,UTA,2024-25
Clarkson,Mykhailiuk,67,UTA,2024-25
Martin,Sexton,67,UTA,2024-25
Eubanks,Sexton,168,UTA,2024-25
Clarkson,Potter,92,UTA,2024-25
Markkanen,Martin,23,UTA,2024-25
Mykhailiuk,Williams,116,UTA,2024-25
Markkanen,Potter,85,UTA,2024-25
Martin,Mykhailiuk,59,UTA,2024-25
Martin,Tshiebwe,33,UTA,2024-25
Collins,Hendricks,14,UTA,2024-25
Hendricks,Mills,13,UTA,2024-25
Clarkson,Hendricks,30,UTA,2024-25
Harkless,Markkanen,20,UTA,2024-25
Harkless,Kessler,27,UTA,2024-25
George,Harkless,44,UTA,2024-25
Collier,Harkless,61,UTA,2024-25
Mills,Sexton,51,UTA,2024-25
Sexton,Tshiebwe,57,UTA,2024-25
Collier,Tshiebwe,72,UTA,2024-25
Harkless,Sexton,26,UTA,2024-25
Collins,Harkless,8,UTA,2024-25
Harkless,Mykhailiuk,40,UTA,2024-25
Eubanks,Harkless,52,UTA,2024-25
Filipowski,Harkless,38,UTA,2024-25
Collier,Springer,40,UTA,2024-25
Markkanen,Springer,13,UTA,2024-25
Clarkson,Tshiebwe,15,UTA,2024-25
Juzang,Tshiebwe,64,UTA,2024-25
Collier,Mills,27,UTA,2024-25
Harkless,Potter,29,UTA,2024-25
Harkless,Williams,21,UTA,2024-25
Harkless,Mills,18,UTA,2024-25
Harkless,Sensabaugh,29,UTA,2024-25
Collins,Springer,5,UTA,2024-25
Filipowski,Tshiebwe,37,UTA,2024-25
Collins,Martin,8,UTA,2024-25
Collins,Potter,40,UTA,2024-25
Hendricks,Williams,11,UTA,2024-25
Kessler,Mills,23,UTA,2024-25
Kessler,Springer,12,UTA,2024-25
Clarkson,Springer,11,UTA,2024-25
Martin,Potter,13,UTA,2024-25
George,Mills,19,UTA,2024-25
Harkless,Tshiebwe,10,UTA,2024-25
Hendricks,Sensabaugh,12,UTA,2024-25
Filipowski,Hendricks,4,UTA,2024-25
Clarkson,Harkless,6,UTA,2024-25
Harkless,Juzang,3,UTA,2024-25
Barrett,Poeltl,983,TOR,2024-25
Agbaji,Poeltl,812,TOR,2024-25
Mitchell,Poeltl,653,TOR,2024-25
Dick,Poeltl,905,TOR,2024-25
Agbaji,Barrett,757,TOR,2024-25
Barrett,Mitchell,648,TOR,2024-25
Barrett,Dick,922,TOR,2024-25
Agbaji,Mitchell,548,TOR,2024-25
Agbaji,Dick,856,TOR,2024-25
Dick,Mitchell,588,TOR,2024-25
Barnes,Poeltl,866,TOR,2024-25
Barnes,Barrett,893,TOR,2024-25
Barnes,Mitchell,437,TOR,2024-25
Barnes,Dick,777,TOR,2024-25
Poeltl,Quickley,393,TOR,2024-25
Barrett,Quickley,358,TOR,2024-25
Barnes,Quickley,702,TOR,2024-25
Dick,Quickley,371,TOR,2024-25
Poeltl,Walter,276,TOR,2024-25
Barrett,Walter,330,TOR,2024-25
Agbaji,Barnes,741,TOR,2024-25
Agbaji,Walter,379,TOR,2024-25
Barnes,Walter,520,TOR,2024-25
Agbaji,Quickley,235,TOR,2024-25
Mogbo,Quickley,206,TOR,2024-25
Agbaji,Mogbo,486,TOR,2024-25
Barnes,Mogbo,469,TOR,2024-25
Dick,Mogbo,334,TOR,2024-25
Barrett,Mogbo,403,TOR,2024-25
Barrett,Robinson,244,TOR,2024-25
Quickley,Robinson,157,TOR,2024-25
Barnes,Robinson,293,TOR,2024-25
Dick,Robinson,105,TOR,2024-25
Barrett,Shead,472,TOR,2024-25
Barnes,Shead,559,TOR,2024-25
Robinson,Walter,240,TOR,2024-25
Robinson,Shead,346,TOR,2024-25
Shead,Walter,419,TOR,2024-25
Boucher,Poeltl,200,TOR,2024-25
Agbaji,Boucher,226,TOR,2024-25
Boucher,Mitchell,255,TOR,2024-25
Boucher,Dick,227,TOR,2024-25
Battle,Poeltl,181,TOR,2024-25
Quickley,Walter,238,TOR,2024-25
Battle,Quickley,137,TOR,2024-25
Barnes,Battle,378,TOR,2024-25
Battle,Walter,194,TOR,2024-25
Boucher,Brown,96,TOR,2024-25
Barnes,Boucher,346,TOR,2024-25
Boucher,Shead,357,TOR,2024-25
Boucher,Olynyk,139,TOR,2024-25
Barnes,Brown,192,TOR,2024-25
Brown,Shead,156,TOR,2024-25
Brown,Olynyk,114,TOR,2024-25
Barnes,Olynyk,240,TOR,2024-25
Olynyk,Shead,131,TOR,2024-25
Boucher,Mogbo,222,TOR,2024-25
Battle,Boucher,206,TOR,2024-25
Mitchell,Mogbo,227,TOR,2024-25
Battle,Mitchell,140,TOR,2024-25
Battle,Mogbo,439,TOR,2024-25
Poeltl,Shead,275,TOR,2024-25
Barrett,Boucher,316,TOR,2024-25
Dick,Shead,366,TOR,2024-25
Agbaji,Shead,495,TOR,2024-25
Agbaji,Battle,260,TOR,2024-25
Mogbo,Shead,501,TOR,2024-25
Battle,Shead,424,TOR,2024-25
Mogbo,Robinson,163,TOR,2024-25
Battle,Robinson,211,TOR,2024-25
Mogbo,Walter,399,TOR,2024-25
Barrett,Battle,186,TOR,2024-25
Mogbo,Poeltl,166,TOR,2024-25
Dick,Walter,203,TOR,2024-25
Battle,Dick,80,TOR,2024-25
Boucher,Fernando,77,TOR,2024-25
Barnes,Fernando,36,TOR,2024-25
Fernando,Shead,69,TOR,2024-25
Battle,Fernando,60,TOR,2024-25
Barrett,Olynyk,83,TOR,2024-25
Agbaji,Olynyk,106,TOR,2024-25
Dick,Olynyk,131,TOR,2024-25
Boucher,Quickley,106,TOR,2024-25
Boucher,Walter,173,TOR,2024-25
Barrett,Castleton,42,TOR,2024-25
Agbaji,Castleton,52,TOR,2024-25
Barnes,Castleton,108,TOR,2024-25
Castleton,Shead,123,TOR,2024-25
Mitchell,Walter,128,TOR,2024-25
Olynyk,Walter,145,TOR,2024-25
Battle,Olynyk,38,TOR,2024-25
Castleton,Quickley,59,TOR,2024-25
Castleton,Mogbo,48,TOR,2024-25
Battle,Castleton,152,TOR,2024-25
Boucher,Robinson,67,TOR,2024-25
Lawson,Quickley,79,TOR,2024-25
Quickley,Temple,29,TOR,2024-25
Barnes,Lawson,151,TOR,2024-25
Barnes,Temple,57,TOR,2024-25
Castleton,Lawson,133,TOR,2024-25
Lawson,Temple,94,TOR,2024-25
Castleton,Temple,54,TOR,2024-25
Brown,Quickley,38,TOR,2024-25
Brown,Walter,63,TOR,2024-25
Olynyk,Quickley,55,TOR,2024-25
Brown,Poeltl,133,TOR,2024-25
Barrett,Brown,116,TOR,2024-25
Agbaji,Robinson,145,TOR,2024-25
Agbaji,Brown,101,TOR,2024-25
Lawson,Robinson,195,TOR,2024-25
Lawson,Rhoden,132,TOR,2024-25
Lawson,Shead,186,TOR,2024-25
Castleton,Robinson,72,TOR,2024-25
Castleton,Rhoden,77,TOR,2024-25
Rhoden,Robinson,116,TOR,2024-25
Rhoden,Shead,71,TOR,2024-25
Brown,Mitchell,87,TOR,2024-25
Battle,Lawson,198,TOR,2024-25
Battle,Rhoden,82,TOR,2024-25
Lawson,Swider,81,TOR,2024-25
Lawson,Mogbo,135,TOR,2024-25
Robinson,Swider,58,TOR,2024-25
Shead,Swider,30,TOR,2024-25
Mogbo,Swider,88,TOR,2024-25
Rhoden,Swider,46,TOR,2024-25
Mogbo,Rhoden,43,TOR,2024-25
Battle,Swider,74,TOR,2024-25
Robinson,Temple,86,TOR,2024-25
Shead,Temple,98,TOR,2024-25
Battle,Temple,100,TOR,2024-25
Mitchell,Olynyk,98,TOR,2024-25
Mogbo,Olynyk,34,TOR,2024-25
Quickley,Rhoden,40,TOR,2024-25
Barnes,Rhoden,50,TOR,2024-25
Lawson,Poeltl,66,TOR,2024-25
Poeltl,Rhoden,37,TOR,2024-25
Poeltl,Swider,25,TOR,2024-25
Quickley,Swider,29,TOR,2024-25
Barrett,Lawson,59,TOR,2024-25
Barnes,Swider,42,TOR,2024-25
Brown,Robinson,33,TOR,2024-25
Agbaji,Swider,31,TOR,2024-25
Mitchell,Quickley,20,TOR,2024-25
Castleton,Poeltl,32,TOR,2024-25
Agbaji,Pöltl,38,TOR,2024-25
Mitchell,Pöltl,32,TOR,2024-25
Dick,Pöltl,41,TOR,2024-25
Pöltl,Walter,10,TOR,2024-25
Brown,Dick,50,TOR,2024-25
Quickley,Shead,58,TOR,2024-25
Barrett,Fernando,47,TOR,2024-25
Agbaji,Fernando,59,TOR,2024-25
Mogbo,Temple,63,TOR,2024-25
Lawson,Walter,51,TOR,2024-25
Mitchell,Robinson,22,TOR,2024-25
Swider,Walter,17,TOR,2024-25
Temple,Walter,35,TOR,2024-25
Agbaji,Lawson,64,TOR,2024-25
Fernando,Mitchell,36,TOR,2024-25
Dick,Fernando,47,TOR,2024-25
Fernando,Mogbo,19,TOR,2024-25
Fernando,Temple,10,TOR,2024-25
Brown,Mogbo,14,TOR,2024-25
Barrett,Rhoden,39,TOR,2024-25
Boucher,Pöltl,29,TOR,2024-25
Battle,Pöltl,39,TOR,2024-25
Agbaji,Rhoden,8,TOR,2024-25
Agbaji,Temple,27,TOR,2024-25
Pöltl,Shead,43,TOR,2024-25
Mogbo,Pöltl,25,TOR,2024-25
Boucher,Carton,10,TOR,2024-25
Barnes,Carton,13,TOR,2024-25
Carton,Mogbo,19,TOR,2024-25
Battle,Carton,9,TOR,2024-25
Castleton,Walter,8,TOR,2024-25
Barrett,Pöltl,20,TOR,2024-25
Chomche,Lawson,9,TOR,2024-25
Chomche,Mogbo,13,TOR,2024-25
Battle,Chomche,17,TOR,2024-25
Chomche,Temple,9,TOR,2024-25
Poeltl,Temple,18,TOR,2024-25
Fernando,Quickley,9,TOR,2024-25
Rhoden,Temple,31,TOR,2024-25
Chomche,Mitchell,4,TOR,2024-25
Mitchell,Temple,13,TOR,2024-25
Battle,Brown,15,TOR,2024-25
Rhoden,Walter,8,TOR,2024-25
Barnes,Pöltl,7,TOR,2024-25
Mitchell,Shead,17,TOR,2024-25
Chomche,Walter,12,TOR,2024-25
Boucher,Chomche,4,TOR,2024-25
Chomche,Quickley,11,TOR,2024-25
Barnes,Chomche,11,TOR,2024-25
Barrett,Swider,11,TOR,2024-25
Boucher,Temple,12,TOR,2024-25
Olynyk,Temple,10,TOR,2024-25
Poeltl,Robinson,7,TOR,2024-25
Pöltl,Quickley,14,TOR,2024-25
Fernando,Walter,15,TOR,2024-25
Carton,Pöltl,10,TOR,2024-25
Agbaji,Carton,10,TOR,2024-25
Carton,Shead,9,TOR,2024-25
Dick,Lawson,3,TOR,2024-25
Barrett,Temple,6,TOR,2024-25
Barrett,Carton,5,TOR,2024-25
Carton,Walter,5,TOR,2024-25
Chomche,Dick,3,TOR,2024-25
Chomche,Shead,3,TOR,2024-25
Dick,Temple,12,TOR,2024-25
Carton,Mitchell,7,TOR,2024-25
Carton,Dick,3,TOR,2024-25
Swider,Temple,4,TOR,2024-25
Champagnie,Paul,959,SAS,2024-25
Paul,Wembanyama,1153,SAS,2024-25
Castle,Paul,1103,SAS,2024-25
Barnes,Paul,1625,SAS,2024-25
Champagnie,Wembanyama,762,SAS,2024-25
Castle,Champagnie,1003,SAS,2024-25
Barnes,Champagnie,835,SAS,2024-25
Castle,Wembanyama,778,SAS,2024-25
Barnes,Wembanyama,956,SAS,2024-25
Barnes,Castle,1211,SAS,2024-25
Paul,Vassell,1302,SAS,2024-25
Vassell,Wembanyama,717,SAS,2024-25
Castle,Vassell,1031,SAS,2024-25
Barnes,Vassell,1175,SAS,2024-25
Biyombo,Paul,410,SAS,2024-25
Biyombo,Vassell,386,SAS,2024-25
Biyombo,Castle,266,SAS,2024-25
Barnes,Biyombo,388,SAS,2024-25
Paul,Sochan,786,SAS,2024-25
Sochan,Vassell,767,SAS,2024-25
Sochan,Wembanyama,482,SAS,2024-25
Barnes,Sochan,715,SAS,2024-25
Fox,Paul,325,SAS,2024-25
Fox,Vassell,368,SAS,2024-25
Biyombo,Fox,182,SAS,2024-25
Barnes,Fox,373,SAS,2024-25
Champagnie,Sochan,606,SAS,2024-25
Castle,Sochan,597,SAS,2024-25
Johnson,Jones,367,SAS,2024-25
Champagnie,Johnson,1046,SAS,2024-25
Johnson,Wembanyama,556,SAS,2024-25
Castle,Johnson,1008,SAS,2024-25
Champagnie,Jones,298,SAS,2024-25
Jones,Wembanyama,227,SAS,2024-25
Castle,Jones,200,SAS,2024-25
Fox,Wembanyama,121,SAS,2024-25
Fox,Johnson,213,SAS,2024-25
Champagnie,Fox,170,SAS,2024-25
Fox,Sochan,230,SAS,2024-25
Castle,Fox,236,SAS,2024-25
Johnson,Sochan,669,SAS,2024-25
Johnson,Mamukelashvili,290,SAS,2024-25
Johnson,Wesley,347,SAS,2024-25
Champagnie,Mamukelashvili,395,SAS,2024-25
Mamukelashvili,Wesley,373,SAS,2024-25
Castle,Mamukelashvili,302,SAS,2024-25
Champagnie,Wesley,398,SAS,2024-25
Castle,Wesley,237,SAS,2024-25
Johnson,Vassell,836,SAS,2024-25
Champagnie,Vassell,531,SAS,2024-25
Johnson,Paul,680,SAS,2024-25
Collins,Paul,151,SAS,2024-25
Champagnie,Collins,209,SAS,2024-25
Castle,Collins,235,SAS,2024-25
Barnes,Collins,208,SAS,2024-25
Biyombo,Champagnie,141,SAS,2024-25
Vassell,Wesley,158,SAS,2024-25
Sochan,Wesley,139,SAS,2024-25
Jones,Paul,75,SAS,2024-25
Mamukelashvili,Paul,217,SAS,2024-25
Paul,Wesley,135,SAS,2024-25
Mamukelashvili,Wembanyama,138,SAS,2024-25
Wembanyama,Wesley,115,SAS,2024-25
Barnes,Johnson,578,SAS,2024-25
Bassey,Mamukelashvili,60,SAS,2024-25
Bassey,Branham,75,SAS,2024-25
Bassey,Wesley,78,SAS,2024-25
Bassey,Cissoko,38,SAS,2024-25
Branham,Mamukelashvili,205,SAS,2024-25
Cissoko,Mamukelashvili,45,SAS,2024-25
Branham,Wesley,197,SAS,2024-25
Branham,Cissoko,43,SAS,2024-25
