Player1,Player2,SharedMinutes,Team,Season
Cissoko,Wesley,46,SAS,2024-25
Collins,Johnson,267,SAS,2024-25
Collins,Vassell,147,SAS,2024-25
Mamukelashvili,Vassell,132,SAS,2024-25
Jones,Sochan,98,SAS,2024-25
Barnes,Jones,167,SAS,2024-25
Collins,Jones,84,SAS,2024-25
Jones,Vassell,135,SAS,2024-25
Bassey,Paul,134,SAS,2024-25
Bassey,Johnson,179,SAS,2024-25
Bassey,Castle,195,SAS,2024-25
Barnes,Bassey,156,SAS,2024-25
Branham,Johnson,162,SAS,2024-25
Branham,Champagnie,164,SAS,2024-25
Branham,Wembanyama,102,SAS,2024-25
Branham,Castle,174,SAS,2024-25
Bassey,Vassell,171,SAS,2024-25
Bassey,Jones,89,SAS,2024-25
Bassey,Champagnie,171,SAS,2024-25
Branham,Collins,111,SAS,2024-25
Mamukelashvili,McLaughlin,86,SAS,2024-25
Branham,McLaughlin,93,SAS,2024-25
McLaughlin,Wesley,94,SAS,2024-25
Biyombo,McLaughlin,41,SAS,2024-25
Biyombo,Mamukelashvili,40,SAS,2024-25
Biyombo,Branham,35,SAS,2024-25
Biyombo,Wesley,80,SAS,2024-25
Barnes,Mamukelashvili,202,SAS,2024-25
Barnes,Wesley,159,SAS,2024-25
Collins,Sochan,119,SAS,2024-25
Biyombo,Johnson,116,SAS,2024-25
Castle,McLaughlin,38,SAS,2024-25
Bassey,Sochan,87,SAS,2024-25
Collins,Wesley,105,SAS,2024-25
Fox,Mamukelashvili,60,SAS,2024-25
Collins,Mamukelashvili,39,SAS,2024-25
Cissoko,Collins,13,SAS,2024-25
Branham,Paul,77,SAS,2024-25
Barnes,Branham,108,SAS,2024-25
Mamukelashvili,Sochan,87,SAS,2024-25
Duke Jr.,McLaughlin,17,SAS,2024-25
Ingram,McLaughlin,19,SAS,2024-25
Branham,Duke Jr.,19,SAS,2024-25
Duke Jr.,Wesley,22,SAS,2024-25
Duke Jr.,Ingram,26,SAS,2024-25
Branham,Ingram,22,SAS,2024-25
Ingram,Wesley,24,SAS,2024-25
Johnson,McLaughlin,10,SAS,2024-25
Champagnie,McLaughlin,39,SAS,2024-25
Branham,Vassell,33,SAS,2024-25
Bassey,Duke Jr.,11,SAS,2024-25
Bassey,Ingram,7,SAS,2024-25
Bassey,Minix,7,SAS,2024-25
Cissoko,Duke Jr.,8,SAS,2024-25
Duke Jr.,Minix,7,SAS,2024-25
Cissoko,Ingram,7,SAS,2024-25
Ingram,Minix,7,SAS,2024-25
Cissoko,Minix,7,SAS,2024-25
Ingram,Mamukelashvili,17,SAS,2024-25
Barnes,McLaughlin,24,SAS,2024-25
Branham,Sochan,39,SAS,2024-25
Branham,Jones,21,SAS,2024-25
Bassey,McLaughlin,13,SAS,2024-25
Bassey,Collins,8,SAS,2024-25
Jones,Wesley,16,SAS,2024-25
Biyombo,Sochan,27,SAS,2024-25
Bassey,Fox,9,SAS,2024-25
McLaughlin,Paul,12,SAS,2024-25
Duke Jr.,Mamukelashvili,13,SAS,2024-25
Fox,Wesley,13,SAS,2024-25
McLaughlin,Vassell,6,SAS,2024-25
Jones,Mamukelashvili,15,SAS,2024-25
Castle,Duke Jr.,3,SAS,2024-25
Castle,Ingram,4,SAS,2024-25
Castle,Cissoko,7,SAS,2024-25
Duke Jr.,Vassell,2,SAS,2024-25
Ingram,Vassell,2,SAS,2024-25
Champagnie,Ingram,1,SAS,2024-25
Cissoko,Vassell,1,SAS,2024-25
Cissoko,Wembanyama,1,SAS,2024-25
Fox,Sabonis,1124,SAC,2024-25
Monk,Sabonis,1509,SAC,2024-25
Murray,Sabonis,1728,SAC,2024-25
DeRozan,Sabonis,1964,SAC,2024-25
Fox,Monk,809,SAC,2024-25
Fox,Murray,1245,SAC,2024-25
DeRozan,Fox,1117,SAC,2024-25
Monk,Murray,1392,SAC,2024-25
DeRozan,Monk,1513,SAC,2024-25
DeRozan,Murray,1950,SAC,2024-25
Ellis,Sabonis,1211,SAC,2024-25
LaVine,Sabonis,640,SAC,2024-25
Ellis,Murray,1066,SAC,2024-25
LaVine,Murray,802,SAC,2024-25
DeRozan,Ellis,1291,SAC,2024-25
Ellis,LaVine,667,SAC,2024-25
DeRozan,LaVine,875,SAC,2024-25
Ellis,Monk,829,SAC,2024-25
LaVine,Monk,482,SAC,2024-25
Huerter,Sabonis,545,SAC,2024-25
Fox,Huerter,573,SAC,2024-25
Huerter,Murray,563,SAC,2024-25
DeRozan,Huerter,468,SAC,2024-25
Murray,Valančiūnas,282,SAC,2024-25
Ellis,Valančiūnas,304,SAC,2024-25
DeRozan,Valančiūnas,347,SAC,2024-25
LaVine,Valančiūnas,377,SAC,2024-25
Lyles,Sabonis,505,SAC,2024-25
Ellis,Lyles,722,SAC,2024-25
DeRozan,Lyles,733,SAC,2024-25
LaVine,Lyles,344,SAC,2024-25
Ellis,Fox,522,SAC,2024-25
Monk,Valančiūnas,248,SAC,2024-25
Lyles,Monk,558,SAC,2024-25
Huerter,Lyles,345,SAC,2024-25
Huerter,Monk,295,SAC,2024-25
Ellis,Huerter,319,SAC,2024-25
Fox,Lyles,508,SAC,2024-25
Lyles,Murray,513,SAC,2024-25
Lyles,McDermott,154,SAC,2024-25
Fox,McDermott,177,SAC,2024-25
McDermott,Murray,105,SAC,2024-25
Ellis,McDermott,120,SAC,2024-25
LaRavia,Lyles,185,SAC,2024-25
Lyles,Valančiūnas,165,SAC,2024-25
LaRavia,Monk,130,SAC,2024-25
Ellis,LaRavia,210,SAC,2024-25
LaRavia,Valančiūnas,168,SAC,2024-25
LaRavia,Murray,128,SAC,2024-25
DeRozan,LaRavia,188,SAC,2024-25
LaRavia,LaVine,224,SAC,2024-25
Len,Lyles,113,SAC,2024-25
Fox,Len,181,SAC,2024-25
Ellis,Len,86,SAC,2024-25
DeRozan,Len,135,SAC,2024-25
Huerter,McDermott,70,SAC,2024-25
Fox,Jones,176,SAC,2024-25
Crowder,Fox,80,SAC,2024-25
Huerter,Jones,138,SAC,2024-25
Crowder,Huerter,34,SAC,2024-25
Jones,Murray,145,SAC,2024-25
Crowder,Murray,72,SAC,2024-25
Crowder,Jones,58,SAC,2024-25
Huerter,Len,106,SAC,2024-25
McDermott,Sabonis,113,SAC,2024-25
McDermott,Monk,62,SAC,2024-25
DeRozan,McDermott,93,SAC,2024-25
Len,Monk,56,SAC,2024-25
Len,Murray,112,SAC,2024-25
Carter,Lyles,234,SAC,2024-25
Carter,Huerter,53,SAC,2024-25
Carter,Murray,164,SAC,2024-25
Carter,DeRozan,202,SAC,2024-25
Carter,Fox,56,SAC,2024-25
Crowder,Sabonis,38,SAC,2024-25
Crowder,Ellis,39,SAC,2024-25
Ellis,Jones,153,SAC,2024-25
Jones,Sabonis,102,SAC,2024-25
Jones,Monk,125,SAC,2024-25
Carter,Ellis,83,SAC,2024-25
Carter,LaRavia,71,SAC,2024-25
Fultz,Lyles,90,SAC,2024-25
Fultz,Monk,52,SAC,2024-25
Fultz,Valančiūnas,73,SAC,2024-25
Fultz,LaVine,76,SAC,2024-25
Jones,Lyles,109,SAC,2024-25
Jones,McLaughlin,101,SAC,2024-25
Len,McLaughlin,57,SAC,2024-25
McDermott,McLaughlin,71,SAC,2024-25
Jones,Jones,93,SAC,2024-25
Jones,Len,55,SAC,2024-25
Jones,McDermott,121,SAC,2024-25
Len,McDermott,63,SAC,2024-25
Carter,Valančiūnas,100,SAC,2024-25
Carter,LaVine,121,SAC,2024-25
Crowder,Monk,29,SAC,2024-25
Carter,Sabonis,94,SAC,2024-25
Carter,Monk,105,SAC,2024-25
LaRavia,Sabonis,35,SAC,2024-25
DeRozan,Jones,91,SAC,2024-25
Lyles,McLaughlin,73,SAC,2024-25
McLaughlin,Sabonis,53,SAC,2024-25
Ellis,McLaughlin,82,SAC,2024-25
DeRozan,McLaughlin,32,SAC,2024-25
Len,Sabonis,9,SAC,2024-25
Fox,Robinson,29,SAC,2024-25
Huerter,Robinson,34,SAC,2024-25
Murray,Robinson,29,SAC,2024-25
Ellis,Robinson,29,SAC,2024-25
Fox,McLaughlin,63,SAC,2024-25
Huerter,McLaughlin,66,SAC,2024-25
McLaughlin,Murray,75,SAC,2024-25
Carter,Len,32,SAC,2024-25
Fultz,LaRavia,75,SAC,2024-25
McLaughlin,Robinson,31,SAC,2024-25
Carter,McLaughlin,22,SAC,2024-25
Carter,Robinson,7,SAC,2024-25
Len,Robinson,7,SAC,2024-25
McDermott,Robinson,15,SAC,2024-25
Carter,McDermott,55,SAC,2024-25
Ellis,Fultz,28,SAC,2024-25
Crowder,Lyles,10,SAC,2024-25
Fultz,Jones,68,SAC,2024-25
Crowder,Fultz,10,SAC,2024-25
Fultz,McDermott,44,SAC,2024-25
Crowder,McDermott,8,SAC,2024-25
Fultz,Murray,45,SAC,2024-25
Carter,Fultz,35,SAC,2024-25
Jones,LaVine,27,SAC,2024-25
Carter,Jones,98,SAC,2024-25
LaVine,McDermott,22,SAC,2024-25
Fultz,Labissiere,10,SAC,2024-25
Jones,Labissiere,20,SAC,2024-25
Crawford,Labissiere,8,SAC,2024-25
Crawford,Fultz,30,SAC,2024-25
Crawford,Jones,59,SAC,2024-25
DeRozan,Fultz,51,SAC,2024-25
Jones,Robinson,37,SAC,2024-25
Fultz,Sabonis,22,SAC,2024-25
Carter,Crawford,23,SAC,2024-25
Davis,Fultz,8,SAC,2024-25
Davis,Jones,8,SAC,2024-25
Davis,Valančiūnas,5,SAC,2024-25
Davis,McDermott,8,SAC,2024-25
Jones,Valančiūnas,24,SAC,2024-25
McDermott,Valančiūnas,29,SAC,2024-25
LaRavia,Labissiere,4,SAC,2024-25
Labissiere,McDermott,4,SAC,2024-25
Jones,LaRavia,13,SAC,2024-25
LaRavia,McDermott,12,SAC,2024-25
Crowder,Len,5,SAC,2024-25
Crawford,McDermott,20,SAC,2024-25
Sabonis,Valančiūnas,12,SAC,2024-25
Carter,Davis,3,SAC,2024-25
Crawford,Lyles,5,SAC,2024-25
McLaughlin,Monk,17,SAC,2024-25
Crawford,LaRavia,5,SAC,2024-25
Crowder,McLaughlin,8,SAC,2024-25
Crawford,McLaughlin,9,SAC,2024-25
Crawford,Ellis,3,SAC,2024-25
Crawford,Len,9,SAC,2024-25
Crawford,Huerter,3,SAC,2024-25
Crowder,DeRozan,5,SAC,2024-25
Fultz,Taylor,7,SAC,2024-25
Jones,Taylor,10,SAC,2024-25
Crawford,Taylor,7,SAC,2024-25
Lyles,Robinson,10,SAC,2024-25
Crowder,Valančiūnas,2,SAC,2024-25
Crawford,Crowder,2,SAC,2024-25
Carter,Crowder,2,SAC,2024-25
Crowder,Robinson,2,SAC,2024-25
LaVine,Len,2,SAC,2024-25
Carter,Labissiere,2,SAC,2024-25
McDermott,Taylor,2,SAC,2024-25
Carter,Taylor,2,SAC,2024-25
DeRozan,Robinson,1,SAC,2024-25
Crawford,LaVine,1,SAC,2024-25
Monk,Robinson,1,SAC,2024-25
Crawford,Monk,0,SAC,2024-25
Crawford,Murray,0,SAC,2024-25
Crawford,DeRozan,0,SAC,2024-25
Labissiere,Lyles,0,SAC,2024-25
Ellis,Labissiere,0,SAC,2024-25
Labissiere,Valančiūnas,0,SAC,2024-25
LaVine,Labissiere,0,SAC,2024-25
Ayton,Simons,893,POR,2024-25
Avdija,Simons,1404,POR,2024-25
Camara,Simons,1562,POR,2024-25
Grant,Simons,1012,POR,2024-25
Avdija,Ayton,762,POR,2024-25
Ayton,Camara,973,POR,2024-25
Ayton,Grant,684,POR,2024-25
Avdija,Camara,1453,POR,2024-25
Avdija,Grant,779,POR,2024-25
Camara,Grant,1098,POR,2024-25
Sharpe,Simons,1196,POR,2024-25
Clingan,Simons,710,POR,2024-25
Avdija,Sharpe,1158,POR,2024-25
Avdija,Clingan,741,POR,2024-25
Camara,Sharpe,1536,POR,2024-25
Clingan,Sharpe,776,POR,2024-25
Camara,Clingan,778,POR,2024-25
Ayton,Sharpe,643,POR,2024-25
Grant,Sharpe,742,POR,2024-25
Avdija,Henderson,851,POR,2024-25
Henderson,Sharpe,892,POR,2024-25
Camara,Henderson,1113,POR,2024-25
Clingan,Henderson,562,POR,2024-25
Ayton,Henderson,555,POR,2024-25
Clingan,Grant,399,POR,2024-25
Henderson,Simons,800,POR,2024-25
Grant,Henderson,626,POR,2024-25
Avdija,Reath,190,POR,2024-25
Henderson,Reath,220,POR,2024-25
Reath,Sharpe,233,POR,2024-25
Camara,Reath,207,POR,2024-25
Banton,Walker,349,POR,2024-25
Banton,Murray,400,POR,2024-25
Banton,Rupert,256,POR,2024-25
Banton,Reath,178,POR,2024-25
Murray,Walker,368,POR,2024-25
Rupert,Walker,271,POR,2024-25
Reath,Walker,148,POR,2024-25
Murray,Rupert,287,POR,2024-25
Murray,Reath,206,POR,2024-25
Reath,Rupert,104,POR,2024-25
Murray,Simons,392,POR,2024-25
Avdija,Murray,290,POR,2024-25
Murray,Sharpe,422,POR,2024-25
Clingan,Murray,418,POR,2024-25
Avdija,Banton,458,POR,2024-25
Banton,Sharpe,575,POR,2024-25
Banton,Camara,439,POR,2024-25
Banton,Clingan,385,POR,2024-25
Henderson,Murray,461,POR,2024-25
Camara,Murray,342,POR,2024-25
Banton,Thybulle,179,POR,2024-25
Murray,Thybulle,120,POR,2024-25
Camara,Thybulle,136,POR,2024-25
Clingan,Thybulle,152,POR,2024-25
Clingan,Walker,134,POR,2024-25
Clingan,Rupert,153,POR,2024-25
Simons,Williams III,193,POR,2024-25
Avdija,Williams III,186,POR,2024-25
Camara,Williams III,197,POR,2024-25
Grant,Williams III,187,POR,2024-25
Simons,Walker,279,POR,2024-25
Henderson,Walker,282,POR,2024-25
Sharpe,Walker,364,POR,2024-25
Camara,Walker,228,POR,2024-25
Ayton,Murray,110,POR,2024-25
Henderson,Williams III,178,POR,2024-25
Sharpe,Williams III,191,POR,2024-25
Sharpe,Thybulle,159,POR,2024-25
Banton,Simons,391,POR,2024-25
Reath,Simons,184,POR,2024-25
Grant,Walker,134,POR,2024-25
Grant,Murray,132,POR,2024-25
Minaya,Sharpe,22,POR,2024-25
Rupert,Sharpe,96,POR,2024-25
Minaya,Walker,68,POR,2024-25
Minaya,Murray,70,POR,2024-25
Minaya,Rupert,85,POR,2024-25
Banton,Grant,209,POR,2024-25
Banton,Williams III,138,POR,2024-25
Avdija,Thybulle,123,POR,2024-25
Clingan,Williams III,31,POR,2024-25
Banton,Minaya,43,POR,2024-25
Ayton,Banton,127,POR,2024-25
Banton,Henderson,288,POR,2024-25
Henderson,Rupert,112,POR,2024-25
Grant,Rupert,47,POR,2024-25
Camara,Rupert,106,POR,2024-25
McGowens,Walker,18,POR,2024-25
McGowens,Murray,28,POR,2024-25
McGowens,Rupert,27,POR,2024-25
McGowens,Reath,19,POR,2024-25
Grant,Reath,39,POR,2024-25
Avdija,Walker,157,POR,2024-25
Thybulle,Walker,65,POR,2024-25
Rupert,Thybulle,39,POR,2024-25
Avdija,Rupert,83,POR,2024-25
Cissoko,Walker,37,POR,2024-25
Cissoko,Murray,27,POR,2024-25
Cissoko,Minaya,29,POR,2024-25
Cissoko,Rupert,45,POR,2024-25
Walker,Williams III,16,POR,2024-25
Murray,Williams III,63,POR,2024-25
Banton,Cissoko,31,POR,2024-25
Simons,Thybulle,80,POR,2024-25
Henderson,Thybulle,60,POR,2024-25
Reath,Thybulle,95,POR,2024-25
Rupert,Williams III,18,POR,2024-25
Ayton,Walker,32,POR,2024-25
Rupert,Simons,40,POR,2024-25
Ayton,Rupert,27,POR,2024-25
Moore,Walker,18,POR,2024-25
Moore,Murray,12,POR,2024-25
Moore,Rupert,20,POR,2024-25
Moore,Reath,9,POR,2024-25
Cissoko,Thybulle,23,POR,2024-25
Clingan,Moore,6,POR,2024-25
Ayton,Williams III,6,POR,2024-25
Banton,McGowens,11,POR,2024-25
McGowens,Minaya,12,POR,2024-25
Minaya,Reath,17,POR,2024-25
Clingan,Minaya,16,POR,2024-25
Cissoko,Clingan,14,POR,2024-25
Camara,Cissoko,14,POR,2024-25
Henderson,McGowens,3,POR,2024-25
Clingan,McGowens,3,POR,2024-25
Banton,Moore,3,POR,2024-25
Minaya,Moore,6,POR,2024-25
Minaya,Thybulle,9,POR,2024-25
Cissoko,Reath,9,POR,2024-25
Camara,Minaya,8,POR,2024-25
Avdija,Minaya,3,POR,2024-25
Clingan,Reath,2,POR,2024-25
Avdija,Moore,2,POR,2024-25
Moore,Sharpe,2,POR,2024-25
Camara,Moore,2,POR,2024-25
Cissoko,McGowens,2,POR,2024-25
Cissoko,Henderson,1,POR,2024-25
McGowens,Sharpe,1,POR,2024-25
Booker,Jones,1577,PHX,2024-25
Durant,Jones,1259,PHX,2024-25
Beal,Jones,733,PHX,2024-25
Jones,Nurkić,450,PHX,2024-25
Booker,Durant,1533,PHX,2024-25
Beal,Booker,1139,PHX,2024-25
Booker,Nurkić,391,PHX,2024-25
Beal,Durant,1040,PHX,2024-25
Durant,Nurkić,423,PHX,2024-25
Beal,Nurkić,307,PHX,2024-25
Dunn,Jones,720,PHX,2024-25
Jones,Plumlee,684,PHX,2024-25
Booker,Dunn,1021,PHX,2024-25
Booker,Plumlee,845,PHX,2024-25
Dunn,Durant,683,PHX,2024-25
Dunn,Plumlee,455,PHX,2024-25
Durant,Plumlee,666,PHX,2024-25
Booker,Richards,717,PHX,2024-25
Booker,Gillespie,298,PHX,2024-25
Gillespie,Richards,176,PHX,2024-25
Dunn,Richards,302,PHX,2024-25
Durant,Richards,557,PHX,2024-25
Dunn,Gillespie,255,PHX,2024-25
Durant,Gillespie,217,PHX,2024-25
Jones,Richards,416,PHX,2024-25
Jones,O'Neale,1025,PHX,2024-25
Booker,O'Neale,1214,PHX,2024-25
Durant,O'Neale,980,PHX,2024-25
Nurkić,O'Neale,282,PHX,2024-25
Bol,Booker,258,PHX,2024-25
Bol,Richards,172,PHX,2024-25
Bol,Durant,240,PHX,2024-25
Beal,Bol,135,PHX,2024-25
Beal,Richards,294,PHX,2024-25
Bol,Jones,195,PHX,2024-25
Allen,Jones,650,PHX,2024-25
Allen,Booker,983,PHX,2024-25
Allen,O'Neale,651,PHX,2024-25
O'Neale,Plumlee,584,PHX,2024-25
Allen,Plumlee,636,PHX,2024-25
Beal,O'Neale,723,PHX,2024-25
Beal,Plumlee,592,PHX,2024-25
Allen,Durant,700,PHX,2024-25
Allen,Beal,701,PHX,2024-25
O'Neale,Richards,318,PHX,2024-25
Ighodaro,Jones,531,PHX,2024-25
Booker,Ighodaro,675,PHX,2024-25
Ighodaro,O'Neale,448,PHX,2024-25
Beal,Ighodaro,348,PHX,2024-25
Allen,Dunn,384,PHX,2024-25
Allen,Richards,223,PHX,2024-25
Jones,Martin,153,PHX,2024-25
Booker,Martin,96,PHX,2024-25
Martin,O'Neale,95,PHX,2024-25
Ighodaro,Martin,137,PHX,2024-25
Beal,Dunn,453,PHX,2024-25
Dunn,O'Neale,331,PHX,2024-25
Dunn,Nurkić,185,PHX,2024-25
Dunn,Ighodaro,408,PHX,2024-25
Durant,Ighodaro,388,PHX,2024-25
Durant,Martin,57,PHX,2024-25
Allen,Ighodaro,403,PHX,2024-25
Gillespie,Ighodaro,173,PHX,2024-25
Bol,O'Neale,99,PHX,2024-25
Booker,Morris,205,PHX,2024-25
Booker,Okogie,169,PHX,2024-25
Allen,Morris,273,PHX,2024-25
Morris,Okogie,167,PHX,2024-25
Ighodaro,Morris,234,PHX,2024-25
Allen,Okogie,124,PHX,2024-25
Ighodaro,Okogie,169,PHX,2024-25
Morris,O'Neale,241,PHX,2024-25
Jones,Okogie,145,PHX,2024-25
Dunn,Okogie,101,PHX,2024-25
Nurkić,Okogie,67,PHX,2024-25
Gillespie,O'Neale,146,PHX,2024-25
Allen,Gillespie,125,PHX,2024-25
Durant,Morris,170,PHX,2024-25
Beal,Morris,168,PHX,2024-25
Morris,Nurkić,90,PHX,2024-25
Allen,Nurkić,142,PHX,2024-25
Allen,Martin,68,PHX,2024-25
Allen,Bol,79,PHX,2024-25
Bol,Plumlee,125,PHX,2024-25
Bol,Lee,94,PHX,2024-25
Lee,Washington Jr.,42,PHX,2024-25
Bridges,Lee,30,PHX,2024-25
Ighodaro,Lee,76,PHX,2024-25
Bol,Washington Jr.,65,PHX,2024-25
Bol,Bridges,22,PHX,2024-25
Bol,Ighodaro,76,PHX,2024-25
Bridges,Washington Jr.,16,PHX,2024-25
Ighodaro,Washington Jr.,44,PHX,2024-25
Bridges,Ighodaro,30,PHX,2024-25
Martin,Richards,46,PHX,2024-25
Gillespie,Martin,63,PHX,2024-25
Beal,Martin,15,PHX,2024-25
Gillespie,Jones,65,PHX,2024-25
Gillespie,Plumlee,107,PHX,2024-25
Dunn,Morris,207,PHX,2024-25
Lee,Morris,90,PHX,2024-25
Gillespie,Lee,46,PHX,2024-25
Bol,Morris,95,PHX,2024-25
Gillespie,Morris,30,PHX,2024-25
Bol,Gillespie,48,PHX,2024-25
Lee,Plumlee,54,PHX,2024-25
Lee,Micić,22,PHX,2024-25
Morris,Plumlee,217,PHX,2024-25
Micić,Morris,18,PHX,2024-25
Bol,Micić,20,PHX,2024-25
Micić,Plumlee,12,PHX,2024-25
O'Neale,Okogie,105,PHX,2024-25
Beal,Okogie,109,PHX,2024-25
Beal,Gillespie,43,PHX,2024-25
Durant,Okogie,87,PHX,2024-25
Okogie,Plumlee,108,PHX,2024-25
Ighodaro,Plumlee,28,PHX,2024-25
Bol,Dunn,39,PHX,2024-25
Nurkić,Plumlee,10,PHX,2024-25
Bridges,Gillespie,10,PHX,2024-25
Booker,Lee,17,PHX,2024-25
Dunn,Martin,31,PHX,2024-25
Lee,O'Neale,26,PHX,2024-25
Morris,Washington Jr.,27,PHX,2024-25
Micić,Washington Jr.,6,PHX,2024-25
Lee,Martin,11,PHX,2024-25
Martin,Morris,13,PHX,2024-25
Martin,Plumlee,18,PHX,2024-25
Gillespie,Washington Jr.,30,PHX,2024-25
Allen,Lee,6,PHX,2024-25
Lee,Okogie,18,PHX,2024-25
Dunn,Lee,23,PHX,2024-25
Bridges,Okogie,6,PHX,2024-25
Bridges,Dunn,5,PHX,2024-25
O'Neale,Washington Jr.,40,PHX,2024-25
Allen,Washington Jr.,20,PHX,2024-25
Plumlee,Washington Jr.,35,PHX,2024-25
Jones,Washington Jr.,32,PHX,2024-25
Durant,Washington Jr.,28,PHX,2024-25
Morris,Richards,6,PHX,2024-25
Jones,Morris,24,PHX,2024-25
Booker,Washington Jr.,22,PHX,2024-25
Ighodaro,Nurkić,20,PHX,2024-25
Richards,Washington Jr.,22,PHX,2024-25
Bol,Okogie,16,PHX,2024-25
Okogie,Washington Jr.,17,PHX,2024-25
Dunn,Washington Jr.,23,PHX,2024-25
Durant,Lee,12,PHX,2024-25
Lee,Nurkić,7,PHX,2024-25
Jones,Lee,9,PHX,2024-25
Ighodaro,Richards,2,PHX,2024-25
Bol,Martin,2,PHX,2024-25
Martin,Micić,2,PHX,2024-25
Gillespie,Micić,4,PHX,2024-25
Nurkić,Washington Jr.,2,PHX,2024-25
Ighodaro,Micić,2,PHX,2024-25
Dunn,Micić,2,PHX,2024-25
Lee,Richards,1,PHX,2024-25
Bridges,Morris,1,PHX,2024-25
Martin,Washington Jr.,1,PHX,2024-25
Plumlee,Richards,0,PHX,2024-25
Oubre Jr.,Yabusele,996,PHI,2024-25
Martin,Oubre Jr.,740,PHI,2024-25
Maxey,Oubre Jr.,1412,PHI,2024-25
George,Oubre Jr.,887,PHI,2024-25
Martin,Yabusele,650,PHI,2024-25
Maxey,Yabusele,1020,PHI,2024-25
George,Yabusele,585,PHI,2024-25
Martin,Maxey,900,PHI,2024-25
George,Martin,572,PHI,2024-25
George,Maxey,862,PHI,2024-25
Edwards,Oubre Jr.,461,PHI,2024-25
Gordon,Oubre Jr.,438,PHI,2024-25
Edwards,Yabusele,542,PHI,2024-25
Gordon,Yabusele,367,PHI,2024-25
Edwards,Maxey,433,PHI,2024-25
Gordon,Maxey,522,PHI,2024-25
Edwards,Gordon,140,PHI,2024-25
George,Gordon,212,PHI,2024-25
Embiid,Oubre Jr.,365,PHI,2024-25
Embiid,Martin,243,PHI,2024-25
Embiid,Maxey,358,PHI,2024-25
Embiid,George,380,PHI,2024-25
Grimes,Walker IV,230,PHI,2024-25
Butler,Walker IV,207,PHI,2024-25
Bagley,Walker IV,126,PHI,2024-25
Bona,Walker IV,227,PHI,2024-25
Butler,Grimes,379,PHI,2024-25
Bagley,Grimes,111,PHI,2024-25
Bona,Grimes,241,PHI,2024-25
Bagley,Butler,139,PHI,2024-25
Bona,Butler,282,PHI,2024-25
Bagley,Bona,142,PHI,2024-25
Lowry,Oubre Jr.,306,PHI,2024-25
Drummond,Oubre Jr.,506,PHI,2024-25
Lowry,Martin,398,PHI,2024-25
Drummond,Martin,361,PHI,2024-25
Lowry,Maxey,268,PHI,2024-25
Drummond,Maxey,409,PHI,2024-25
Drummond,Lowry,155,PHI,2024-25
Council IV,Oubre Jr.,345,PHI,2024-25
Council IV,Yabusele,447,PHI,2024-25
Council IV,Maxey,385,PHI,2024-25
Council IV,Edwards,346,PHI,2024-25
Edwards,George,189,PHI,2024-25
Grimes,Oubre Jr.,293,PHI,2024-25
Grimes,Maxey,195,PHI,2024-25
George,Grimes,209,PHI,2024-25
Embiid,Grimes,81,PHI,2024-25
Edwards,Embiid,83,PHI,2024-25
Drummond,Grimes,153,PHI,2024-25
Drummond,George,274,PHI,2024-25
Martin,McCain,412,PHI,2024-25
Lowry,McCain,118,PHI,2024-25
George,McCain,152,PHI,2024-25
Embiid,McCain,109,PHI,2024-25
George,Lowry,259,PHI,2024-25
Embiid,Lowry,104,PHI,2024-25
Gordon,Martin,298,PHI,2024-25
Drummond,Gordon,187,PHI,2024-25
Grimes,Yabusele,407,PHI,2024-25
McCain,Oubre Jr.,296,PHI,2024-25
McCain,Yabusele,272,PHI,2024-25
Maxey,McCain,229,PHI,2024-25
Embiid,Yabusele,170,PHI,2024-25
Lowry,Yabusele,260,PHI,2024-25
Butler,Yabusele,254,PHI,2024-25
Council IV,Grimes,221,PHI,2024-25
Edwards,Grimes,384,PHI,2024-25
Butler,Council IV,266,PHI,2024-25
Butler,Edwards,279,PHI,2024-25
Bona,Yabusele,103,PHI,2024-25
Bona,Edwards,311,PHI,2024-25
Bona,Oubre Jr.,233,PHI,2024-25
Bona,Maxey,200,PHI,2024-25
Bona,Council IV,426,PHI,2024-25
Bona,Gordon,94,PHI,2024-25
Council IV,Gordon,141,PHI,2024-25
Drummond,Yabusele,152,PHI,2024-25
Drummond,McCain,149,PHI,2024-25
Okeke,Yabusele,90,PHI,2024-25
Dowtin Jr.,Yabusele,217,PHI,2024-25
Grimes,Okeke,73,PHI,2024-25
Dowtin Jr.,Okeke,55,PHI,2024-25
Edwards,Okeke,108,PHI,2024-25
Dowtin Jr.,Grimes,115,PHI,2024-25
Dowtin Jr.,Edwards,197,PHI,2024-25
Bona,George,82,PHI,2024-25
Butler,Okeke,74,PHI,2024-25
Butler,Dowtin Jr.,95,PHI,2024-25
Butler,Reese,91,PHI,2024-25
Bona,Dowtin Jr.,202,PHI,2024-25
Council IV,Dowtin Jr.,280,PHI,2024-25
Dowtin Jr.,Reese,69,PHI,2024-25
Bona,Reese,61,PHI,2024-25
Council IV,Reese,139,PHI,2024-25
Butler,Oubre Jr.,83,PHI,2024-25
Butler,George,37,PHI,2024-25
Council IV,Walker IV,173,PHI,2024-25
Bagley,Council IV,111,PHI,2024-25
Edwards,Walker IV,132,PHI,2024-25
Council IV,McCain,127,PHI,2024-25
Butler,Drummond,41,PHI,2024-25
Drummond,Edwards,111,PHI,2024-25
Brissett,Grimes,66,PHI,2024-25
Brissett,Butler,82,PHI,2024-25
