Player1,Player2,SharedMinutes,Team,Season
Johnson,Vassell,1143,SAS,2023-24
Johnson,Jones,864,SAS,2023-24
Johnson,Sochan,1124,SAS,2023-24
Johnson,Wembanyama,995,SAS,2023-24
Branham,Johnson,866,SAS,2023-24
Branham,Vassell,589,SAS,2023-24
Branham,Sochan,699,SAS,2023-24
Branham,Wembanyama,831,SAS,2023-24
Collins,Johnson,936,SAS,2023-24
Collins,Vassell,823,SAS,2023-24
Collins,Jones,629,SAS,2023-24
Collins,Sochan,888,SAS,2023-24
Collins,Wembanyama,413,SAS,2023-24
Branham,Collins,613,SAS,2023-24
Johnson,Osman,759,SAS,2023-24
Branham,Osman,565,SAS,2023-24
Osman,Wesley,363,SAS,2023-24
Osman,Wembanyama,519,SAS,2023-24
Johnson,Wesley,459,SAS,2023-24
Branham,Wesley,324,SAS,2023-24
Wembanyama,Wesley,254,SAS,2023-24
Champagnie,Collins,417,SAS,2023-24
Collins,Wesley,348,SAS,2023-24
Vassell,Wesley,318,SAS,2023-24
Sochan,Wesley,237,SAS,2023-24
Jones,Mamukelashvili,211,SAS,2023-24
Branham,Jones,532,SAS,2023-24
Champagnie,Mamukelashvili,257,SAS,2023-24
Branham,Mamukelashvili,237,SAS,2023-24
Mamukelashvili,Wembanyama,127,SAS,2023-24
Branham,Champagnie,434,SAS,2023-24
Jones,Osman,632,SAS,2023-24
McDermott,Osman,309,SAS,2023-24
Johnson,McDermott,315,SAS,2023-24
Jones,McDermott,356,SAS,2023-24
McDermott,Wembanyama,399,SAS,2023-24
Collins,Osman,447,SAS,2023-24
Osman,Vassell,524,SAS,2023-24
Champagnie,Osman,210,SAS,2023-24
McDermott,Vassell,256,SAS,2023-24
McDermott,Sochan,304,SAS,2023-24
Champagnie,Johnson,265,SAS,2023-24
Barlow,Vassell,235,SAS,2023-24
Barlow,Jones,162,SAS,2023-24
Barlow,Champagnie,145,SAS,2023-24
Barlow,Sochan,185,SAS,2023-24
Barlow,Johnson,237,SAS,2023-24
Barlow,Wesley,188,SAS,2023-24
Collins,McDermott,251,SAS,2023-24
Branham,McDermott,236,SAS,2023-24
Barlow,Osman,151,SAS,2023-24
Barlow,Branham,156,SAS,2023-24
Osman,Sochan,325,SAS,2023-24
Duke Jr.,Gray,30,SAS,2023-24
Duke Jr.,Wesley,24,SAS,2023-24
Bouyea,Duke Jr.,31,SAS,2023-24
Cissoko,Duke Jr.,30,SAS,2023-24
Gray,Wesley,30,SAS,2023-24
Bouyea,Gray,25,SAS,2023-24
Cissoko,Gray,32,SAS,2023-24
Bouyea,Wesley,20,SAS,2023-24
Cissoko,Wesley,97,SAS,2023-24
Bouyea,Cissoko,27,SAS,2023-24
Collins,Graham,122,SAS,2023-24
Collins,Mamukelashvili,118,SAS,2023-24
Graham,Mamukelashvili,166,SAS,2023-24
Branham,Graham,113,SAS,2023-24
Graham,Wesley,144,SAS,2023-24
Mamukelashvili,Wesley,217,SAS,2023-24
Bassey,Osman,139,SAS,2023-24
Bassey,Johnson,67,SAS,2023-24
Bassey,Vassell,74,SAS,2023-24
Bassey,Jones,138,SAS,2023-24
Bassey,Branham,109,SAS,2023-24
Bassey,Wembanyama,61,SAS,2023-24
Champagnie,Graham,178,SAS,2023-24
Barlow,Graham,47,SAS,2023-24
Barlow,Mamukelashvili,55,SAS,2023-24
Champagnie,Wesley,279,SAS,2023-24
Graham,Jones,109,SAS,2023-24
Graham,Wembanyama,112,SAS,2023-24
Jones,Wesley,118,SAS,2023-24
Cissoko,Graham,87,SAS,2023-24
Cissoko,Mamukelashvili,57,SAS,2023-24
Champagnie,Cissoko,61,SAS,2023-24
McDermott,Wesley,71,SAS,2023-24
Cissoko,Collins,48,SAS,2023-24
Champagnie,McDermott,101,SAS,2023-24
Mamukelashvili,Osman,92,SAS,2023-24
Johnson,Mamukelashvili,71,SAS,2023-24
Diakite,Graham,14,SAS,2023-24
Diakite,Mamukelashvili,17,SAS,2023-24
Champagnie,Diakite,10,SAS,2023-24
Diakite,Wesley,17,SAS,2023-24
Bassey,McDermott,75,SAS,2023-24
Barlow,McDermott,50,SAS,2023-24
Barlow,Wembanyama,22,SAS,2023-24
Bassey,Sochan,54,SAS,2023-24
Barlow,Cissoko,8,SAS,2023-24
Bassey,Champagnie,47,SAS,2023-24
Mamukelashvili,Vassell,46,SAS,2023-24
Mamukelashvili,Sochan,41,SAS,2023-24
Cissoko,Jones,58,SAS,2023-24
Cissoko,Wembanyama,18,SAS,2023-24
Barlow,Collins,10,SAS,2023-24
Graham,Osman,31,SAS,2023-24
Bassey,Graham,22,SAS,2023-24
Bassey,Mamukelashvili,14,SAS,2023-24
Barlow,Bassey,8,SAS,2023-24
Branham,Cissoko,26,SAS,2023-24
Collins,Duke Jr.,14,SAS,2023-24
Duke Jr.,Jones,17,SAS,2023-24
Duke Jr.,Mamukelashvili,16,SAS,2023-24
Champagnie,Duke Jr.,13,SAS,2023-24
Mamukelashvili,McDermott,46,SAS,2023-24
Graham,Sochan,15,SAS,2023-24
Bassey,Cissoko,4,SAS,2023-24
Collins,Gray,9,SAS,2023-24
Gray,Jones,13,SAS,2023-24
Champagnie,Gray,7,SAS,2023-24
Graham,Johnson,26,SAS,2023-24
Duke Jr.,Graham,23,SAS,2023-24
Graham,Gray,11,SAS,2023-24
Bouyea,Graham,13,SAS,2023-24
Bouyea,Mamukelashvili,14,SAS,2023-24
Bouyea,Champagnie,8,SAS,2023-24
Barlow,Diakite,5,SAS,2023-24
Bouyea,Collins,6,SAS,2023-24
Bouyea,Jones,4,SAS,2023-24
Graham,McDermott,11,SAS,2023-24
Bassey,Wesley,4,SAS,2023-24
Cissoko,Johnson,5,SAS,2023-24
Cissoko,Vassell,4,SAS,2023-24
Graham,Vassell,12,SAS,2023-24
Branham,Duke Jr.,3,SAS,2023-24
Gray,Mamukelashvili,2,SAS,2023-24
Duke Jr.,Wembanyama,3,SAS,2023-24
Diakite,Osman,2,SAS,2023-24
Branham,Diakite,2,SAS,2023-24
Cissoko,Sochan,2,SAS,2023-24
Diakite,Sochan,1,SAS,2023-24
Branham,Gray,1,SAS,2023-24
Fox,Sabonis,1917,SAC,2023-24
Huerter,Sabonis,1395,SAC,2023-24
Murray,Sabonis,2252,SAC,2023-24
Barnes,Sabonis,2127,SAC,2023-24
Fox,Huerter,1084,SAC,2023-24
Fox,Murray,1822,SAC,2023-24
Barnes,Fox,1782,SAC,2023-24
Huerter,Murray,1064,SAC,2023-24
Barnes,Huerter,1212,SAC,2023-24
Barnes,Murray,1749,SAC,2023-24
Ellis,Sabonis,750,SAC,2023-24
Ellis,Fox,531,SAC,2023-24
Ellis,Murray,614,SAC,2023-24
Barnes,Ellis,559,SAC,2023-24
Monk,Sabonis,1135,SAC,2023-24
Fox,Monk,1088,SAC,2023-24
Monk,Murray,924,SAC,2023-24
Barnes,Monk,756,SAC,2023-24
Duarte,Sabonis,420,SAC,2023-24
Duarte,Fox,422,SAC,2023-24
Duarte,Murray,368,SAC,2023-24
Barnes,Duarte,288,SAC,2023-24
Mitchell,Sabonis,833,SAC,2023-24
Huerter,Mitchell,295,SAC,2023-24
Mitchell,Murray,609,SAC,2023-24
Barnes,Mitchell,483,SAC,2023-24
Ellis,Huerter,180,SAC,2023-24
Mitchell,Monk,551,SAC,2023-24
Lyles,Sabonis,560,SAC,2023-24
Lyles,Monk,809,SAC,2023-24
Lyles,Mitchell,385,SAC,2023-24
Lyles,Murray,481,SAC,2023-24
Fox,Mitchell,276,SAC,2023-24
Duarte,Huerter,102,SAC,2023-24
Huerter,Monk,443,SAC,2023-24
Ellis,Lyles,227,SAC,2023-24
Ellis,Monk,373,SAC,2023-24
Fox,Lyles,761,SAC,2023-24
Lyles,Vezenkov,232,SAC,2023-24
Lyles,McGee,151,SAC,2023-24
Fox,Vezenkov,291,SAC,2023-24
Fox,McGee,225,SAC,2023-24
Monk,Vezenkov,355,SAC,2023-24
McGee,Monk,273,SAC,2023-24
McGee,Vezenkov,164,SAC,2023-24
Huerter,Lyles,260,SAC,2023-24
Duarte,Monk,345,SAC,2023-24
Duarte,Mitchell,197,SAC,2023-24
Duarte,Vezenkov,118,SAC,2023-24
Duarte,McGee,114,SAC,2023-24
Ellis,Mitchell,161,SAC,2023-24
Barnes,Lyles,248,SAC,2023-24
Len,Lyles,249,SAC,2023-24
Fox,Len,327,SAC,2023-24
Len,Monk,277,SAC,2023-24
Ellis,Len,144,SAC,2023-24
McGee,Murray,76,SAC,2023-24
Huerter,Len,62,SAC,2023-24
Len,Murray,146,SAC,2023-24
Barnes,McGee,70,SAC,2023-24
Duarte,Lyles,140,SAC,2023-24
Huerter,McGee,41,SAC,2023-24
Mitchell,Vezenkov,128,SAC,2023-24
Len,Vezenkov,70,SAC,2023-24
Len,Mitchell,144,SAC,2023-24
Barnes,Vezenkov,90,SAC,2023-24
Duarte,Len,113,SAC,2023-24
Sabonis,Vezenkov,169,SAC,2023-24
Edwards,Sabonis,70,SAC,2023-24
Edwards,Fox,78,SAC,2023-24
Edwards,Monk,77,SAC,2023-24
Barnes,Edwards,66,SAC,2023-24
Barnes,Len,63,SAC,2023-24
Lyles,Toscano-Anderson,27,SAC,2023-24
Fox,Toscano-Anderson,18,SAC,2023-24
Monk,Toscano-Anderson,26,SAC,2023-24
Len,Toscano-Anderson,23,SAC,2023-24
Edwards,Lyles,57,SAC,2023-24
Jones,Monk,49,SAC,2023-24
Jones,Vezenkov,59,SAC,2023-24
Duarte,Jones,78,SAC,2023-24
Jones,McGee,75,SAC,2023-24
Ellis,Vezenkov,103,SAC,2023-24
Murray,Vezenkov,115,SAC,2023-24
Jones,Sabonis,59,SAC,2023-24
Fox,Jones,30,SAC,2023-24
Jones,Murray,59,SAC,2023-24
Barnes,Jones,33,SAC,2023-24
Huerter,Vezenkov,71,SAC,2023-24
Edwards,McGee,55,SAC,2023-24
McGee,Mitchell,54,SAC,2023-24
Edwards,Ford,19,SAC,2023-24
Ellis,Ford,18,SAC,2023-24
Ford,Jones,11,SAC,2023-24
Ford,Len,9,SAC,2023-24
Edwards,Ellis,70,SAC,2023-24
Edwards,Jones,114,SAC,2023-24
Edwards,Len,81,SAC,2023-24
Ellis,Jones,48,SAC,2023-24
Jones,Len,64,SAC,2023-24
Edwards,Mitchell,125,SAC,2023-24
Edwards,Slawson,35,SAC,2023-24
Jones,Mitchell,82,SAC,2023-24
Mitchell,Slawson,26,SAC,2023-24
Jones,Slawson,36,SAC,2023-24
McGee,Slawson,17,SAC,2023-24
Ford,Vezenkov,10,SAC,2023-24
Edwards,Vezenkov,51,SAC,2023-24
Duarte,Ford,8,SAC,2023-24
Duarte,Edwards,82,SAC,2023-24
Duarte,Ellis,61,SAC,2023-24
Toscano-Anderson,Vezenkov,13,SAC,2023-24
Duarte,Toscano-Anderson,12,SAC,2023-24
Edwards,Toscano-Anderson,18,SAC,2023-24
Mitchell,Toscano-Anderson,20,SAC,2023-24
Edwards,Huerter,34,SAC,2023-24
Huerter,Jones,10,SAC,2023-24
Ellis,McGee,36,SAC,2023-24
Edwards,Petrusev,6,SAC,2023-24
Mitchell,Petrusev,6,SAC,2023-24
Jones,Petrusev,6,SAC,2023-24
Petrusev,Slawson,6,SAC,2023-24
Edwards,Murray,34,SAC,2023-24
Jones,Lyles,41,SAC,2023-24
Ellis,Toscano-Anderson,17,SAC,2023-24
Jones,Toscano-Anderson,10,SAC,2023-24
McGee,Toscano-Anderson,8,SAC,2023-24
Slawson,Vezenkov,9,SAC,2023-24
Jones,Jones,10,SAC,2023-24
Len,Sabonis,4,SAC,2023-24
Sabonis,Toscano-Anderson,7,SAC,2023-24
Murray,Toscano-Anderson,5,SAC,2023-24
Duarte,Slawson,8,SAC,2023-24
Len,Slawson,4,SAC,2023-24
Ford,Monk,2,SAC,2023-24
Ford,Murray,2,SAC,2023-24
Ford,McGee,3,SAC,2023-24
McGee,Sabonis,2,SAC,2023-24
Monk,Slawson,1,SAC,2023-24
Huerter,Slawson,1,SAC,2023-24
Huerter,Toscano-Anderson,2,SAC,2023-24
Ford,Mitchell,1,SAC,2023-24
Ford,Slawson,1,SAC,2023-24
Barnes,Toscano-Anderson,2,SAC,2023-24
Murray,Petrusev,0,SAC,2023-24
Ellis,Petrusev,0,SAC,2023-24
Murray,Slawson,0,SAC,2023-24
Ellis,Slawson,0,SAC,2023-24
Ayton,Brogdon,566,POR,2023-24
Brogdon,Sharpe,420,POR,2023-24
Brogdon,Camara,506,POR,2023-24
Brogdon,Grant,750,POR,2023-24
Ayton,Sharpe,562,POR,2023-24
Ayton,Camara,778,POR,2023-24
Ayton,Grant,1020,POR,2023-24
Camara,Sharpe,559,POR,2023-24
Grant,Sharpe,626,POR,2023-24
Camara,Grant,799,POR,2023-24
Ayton,Henderson,710,POR,2023-24
Ayton,Walker,605,POR,2023-24
Ayton,Murray,496,POR,2023-24
Ayton,Rupert,183,POR,2023-24
Henderson,Walker,797,POR,2023-24
Henderson,Murray,550,POR,2023-24
Henderson,Rupert,309,POR,2023-24
Murray,Walker,550,POR,2023-24
Rupert,Walker,297,POR,2023-24
Murray,Rupert,425,POR,2023-24
Brogdon,Simons,375,POR,2023-24
Brogdon,Walker,453,POR,2023-24
Ayton,Simons,770,POR,2023-24
Simons,Walker,524,POR,2023-24
Grant,Simons,774,POR,2023-24
Grant,Walker,534,POR,2023-24
Ayton,Mays,163,POR,2023-24
Mays,Sharpe,192,POR,2023-24
Camara,Mays,171,POR,2023-24
Grant,Mays,209,POR,2023-24
Henderson,Simons,598,POR,2023-24
Camara,Simons,787,POR,2023-24
Reath,Simons,525,POR,2023-24
Camara,Henderson,638,POR,2023-24
Henderson,Reath,611,POR,2023-24
Grant,Henderson,656,POR,2023-24
Camara,Reath,450,POR,2023-24
Grant,Reath,403,POR,2023-24
Ayton,Thybulle,608,POR,2023-24
Henderson,Thybulle,629,POR,2023-24
Sharpe,Thybulle,442,POR,2023-24
Grant,Thybulle,761,POR,2023-24
Henderson,Sharpe,317,POR,2023-24
Banton,Simons,247,POR,2023-24
Murray,Simons,517,POR,2023-24
Ayton,Banton,329,POR,2023-24
Banton,Murray,456,POR,2023-24
Banton,Camara,253,POR,2023-24
Camara,Murray,523,POR,2023-24
Brogdon,Thybulle,455,POR,2023-24
Grant,Murray,192,POR,2023-24
Brogdon,Henderson,382,POR,2023-24
Brogdon,Reath,228,POR,2023-24
Thybulle,Walker,642,POR,2023-24
Reath,Thybulle,450,POR,2023-24
Reath,Walker,475,POR,2023-24
Banton,Henderson,354,POR,2023-24
Banton,Walker,382,POR,2023-24
Simons,Thybulle,555,POR,2023-24
Sharpe,Simons,226,POR,2023-24
Camara,Thybulle,418,POR,2023-24
Reath,Sharpe,200,POR,2023-24
Mays,Thybulle,148,POR,2023-24
Banton,Rupert,291,POR,2023-24
Banton,Reath,380,POR,2023-24
Reath,Rupert,239,POR,2023-24
Murray,Thybulle,222,POR,2023-24
Murray,Reath,424,POR,2023-24
Camara,Rupert,132,POR,2023-24
Sharpe,Walker,286,POR,2023-24
Brogdon,Williams III,91,POR,2023-24
Sharpe,Williams III,84,POR,2023-24
Camara,Williams III,75,POR,2023-24
Grant,Williams III,59,POR,2023-24
Ayton,Hagans,39,POR,2023-24
Hagans,Thybulle,115,POR,2023-24
Hagans,Walker,177,POR,2023-24
Grant,Hagans,93,POR,2023-24
Camara,Walker,407,POR,2023-24
Walker,Williams III,48,POR,2023-24
Ayton,Minaya,93,POR,2023-24
Banton,Minaya,162,POR,2023-24
Henderson,Minaya,123,POR,2023-24
Minaya,Walker,128,POR,2023-24
Badji,Murray,111,POR,2023-24
Badji,Minaya,41,POR,2023-24
Badji,Rupert,61,POR,2023-24
Badji,Camara,66,POR,2023-24
Minaya,Murray,241,POR,2023-24
Minaya,Rupert,163,POR,2023-24
Camara,Minaya,56,POR,2023-24
Minaya,Reath,155,POR,2023-24
Mays,Walker,166,POR,2023-24
Mays,Reath,58,POR,2023-24
Brown,Hagans,53,POR,2023-24
Banton,Brown,87,POR,2023-24
Brown,Walker,58,POR,2023-24
Brown,Rupert,68,POR,2023-24
Banton,Hagans,147,POR,2023-24
Hagans,Rupert,95,POR,2023-24
Banton,Thybulle,153,POR,2023-24
Banton,Grant,114,POR,2023-24
Minaya,Simons,41,POR,2023-24
Rupert,Simons,62,POR,2023-24
Brogdon,Brown,44,POR,2023-24
Brown,Henderson,69,POR,2023-24
Brown,Camara,73,POR,2023-24
Brown,Grant,41,POR,2023-24
Badji,Thybulle,79,POR,2023-24
Badji,Henderson,101,POR,2023-24
Badji,Sharpe,58,POR,2023-24
Badji,Grant,95,POR,2023-24
Brown,Murray,82,POR,2023-24
Brown,Minaya,44,POR,2023-24
Hagans,Simons,57,POR,2023-24
Hagans,Murray,145,POR,2023-24
Camara,Hagans,87,POR,2023-24
Badji,Simons,51,POR,2023-24
Brown,Simons,48,POR,2023-24
Hagans,Reath,91,POR,2023-24
Brogdon,Mays,56,POR,2023-24
Rupert,Thybulle,38,POR,2023-24
Brown,Thybulle,27,POR,2023-24
Mays,Williams III,32,POR,2023-24
Hagans,Minaya,47,POR,2023-24
Mays,Murray,82,POR,2023-24
Minaya,Thybulle,44,POR,2023-24
Henderson,Mays,34,POR,2023-24
Brown,Reath,14,POR,2023-24
Badji,Brogdon,59,POR,2023-24
Banton,Moore,21,POR,2023-24
Moore,Murray,34,POR,2023-24
Minaya,Moore,20,POR,2023-24
Moore,Reath,21,POR,2023-24
Murray,Sharpe,105,POR,2023-24
Bouyea,Brown,9,POR,2023-24
Bouyea,Murray,26,POR,2023-24
Bouyea,Minaya,17,POR,2023-24
Bouyea,Rupert,19,POR,2023-24
Ayton,Williams III,20,POR,2023-24
Henderson,Williams III,29,POR,2023-24
Grant,Rupert,15,POR,2023-24
Badji,Walker,54,POR,2023-24
Brogdon,Murray,47,POR,2023-24
Brogdon,Rupert,7,POR,2023-24
Rupert,Sharpe,22,POR,2023-24
Ayton,Reath,28,POR,2023-24
Ayton,Bouyea,26,POR,2023-24
Bouyea,Sharpe,29,POR,2023-24
Bouyea,Camara,19,POR,2023-24
Bouyea,Grant,14,POR,2023-24
Brown,Sharpe,15,POR,2023-24
Mays,Rupert,15,POR,2023-24
Badji,Hagans,26,POR,2023-24
Grant,Minaya,11,POR,2023-24
Badji,Banton,32,POR,2023-24
Bouyea,Thybulle,16,POR,2023-24
Bouyea,Wainright,5,POR,2023-24
Murray,Wainright,40,POR,2023-24
Minaya,Wainright,5,POR,2023-24
Rupert,Wainright,9,POR,2023-24
Bouyea,Walker,28,POR,2023-24
Bouyea,Reath,16,POR,2023-24
Hagans,Henderson,12,POR,2023-24
Moore,Rupert,30,POR,2023-24
Thybulle,Wainright,14,POR,2023-24
Mays,Wainright,27,POR,2023-24
Camara,Wainright,7,POR,2023-24
Henderson,Moore,4,POR,2023-24
Camara,Moore,8,POR,2023-24
Wainright,Walker,17,POR,2023-24
Henderson,Wainright,13,POR,2023-24
Sharpe,Wainright,15,POR,2023-24
Thybulle,Williams III,16,POR,2023-24
Simons,Wainright,5,POR,2023-24
Badji,Moore,10,POR,2023-24
Minaya,Sharpe,14,POR,2023-24
Simons,Williams III,10,POR,2023-24
Brown,Mays,14,POR,2023-24
Badji,Mays,18,POR,2023-24
Mays,Minaya,7,POR,2023-24
Badji,Wainright,6,POR,2023-24
Brogdon,Wainright,9,POR,2023-24
Brown,Wainright,6,POR,2023-24
Brown,Moore,4,POR,2023-24
Grant,Wainright,2,POR,2023-24
Allen,Booker,1695,PHX,2023-24
Booker,Durant,1708,PHX,2023-24
Beal,Booker,1109,PHX,2023-24
Booker,Nurkic,1396,PHX,2023-24
Allen,Durant,2032,PHX,2023-24
Allen,Beal,1094,PHX,2023-24
Allen,Nurkic,1575,PHX,2023-24
Beal,Durant,1309,PHX,2023-24
Durant,Nurkic,1651,PHX,2023-24
Beal,Nurkic,1010,PHX,2023-24
Booker,Gordon,1019,PHX,2023-24
Allen,Gordon,962,PHX,2023-24
Durant,Gordon,1273,PHX,2023-24
Gordon,Nurkic,853,PHX,2023-24
Booker,Eubanks,619,PHX,2023-24
Allen,Eubanks,515,PHX,2023-24
Durant,Eubanks,687,PHX,2023-24
Beal,Eubanks,428,PHX,2023-24
Eubanks,Gordon,617,PHX,2023-24
Allen,Okogie,454,PHX,2023-24
Durant,Okogie,600,PHX,2023-24
Gordon,Okogie,501,PHX,2023-24
Nurkic,Okogie,439,PHX,2023-24
Allen,O'Neale,432,PHX,2023-24
Durant,O'Neale,528,PHX,2023-24
Beal,O'Neale,376,PHX,2023-24
Nurkic,O'Neale,338,PHX,2023-24
Booker,Okogie,386,PHX,2023-24
Booker,O'Neale,418,PHX,2023-24
Beal,Gordon,617,PHX,2023-24
Booker,Little,187,PHX,2023-24
Allen,Little,170,PHX,2023-24
Durant,Little,204,PHX,2023-24
Little,Nurkic,170,PHX,2023-24
Allen,Bates-Diop,301,PHX,2023-24
Bates-Diop,Durant,242,PHX,2023-24
Bates-Diop,Gordon,245,PHX,2023-24
Bates-Diop,Nurkic,261,PHX,2023-24
Bates-Diop,Beal,199,PHX,2023-24
Bol,Eubanks,169,PHX,2023-24
Bol,Durant,167,PHX,2023-24
Bol,Gordon,216,PHX,2023-24
Beal,Bol,238,PHX,2023-24
Eubanks,O'Neale,215,PHX,2023-24
Gordon,O'Neale,338,PHX,2023-24
Booker,Metu,274,PHX,2023-24
Allen,Metu,157,PHX,2023-24
Beal,Metu,159,PHX,2023-24
Metu,Nurkic,99,PHX,2023-24
Bates-Diop,Booker,306,PHX,2023-24
Bates-Diop,Okogie,149,PHX,2023-24
Eubanks,Okogie,313,PHX,2023-24
Beal,Okogie,236,PHX,2023-24
Durant,Metu,132,PHX,2023-24
Gordon,Metu,225,PHX,2023-24
Allen,Goodwin,168,PHX,2023-24
Goodwin,Okogie,112,PHX,2023-24
Durant,Goodwin,242,PHX,2023-24
Goodwin,Nurkic,190,PHX,2023-24
Okogie,Watanabe,116,PHX,2023-24
Eubanks,Watanabe,238,PHX,2023-24
Durant,Watanabe,140,PHX,2023-24
Gordon,Watanabe,164,PHX,2023-24
Bol,O'Neale,151,PHX,2023-24
Bol,Nurkic,164,PHX,2023-24
Azubuike,Booker,74,PHX,2023-24
Allen,Azubuike,53,PHX,2023-24
Azubuike,Durant,48,PHX,2023-24
Azubuike,Gordon,63,PHX,2023-24
Goodwin,Watanabe,228,PHX,2023-24
Eubanks,Goodwin,286,PHX,2023-24
Goodwin,Gordon,199,PHX,2023-24
Bates-Diop,Eubanks,205,PHX,2023-24
Little,Watanabe,104,PHX,2023-24
Eubanks,Little,134,PHX,2023-24
Goodwin,Little,180,PHX,2023-24
Little,Okogie,117,PHX,2023-24
Gordon,Little,139,PHX,2023-24
Booker,Watanabe,118,PHX,2023-24
Booker,Goodwin,194,PHX,2023-24
Metu,Watanabe,61,PHX,2023-24
Eubanks,Metu,112,PHX,2023-24
Goodwin,Metu,149,PHX,2023-24
Bates-Diop,Metu,79,PHX,2023-24
Bates-Diop,Watanabe,99,PHX,2023-24
Bates-Diop,Little,81,PHX,2023-24
Bates-Diop,Goodwin,158,PHX,2023-24
Little,Metu,90,PHX,2023-24
Bol,Booker,164,PHX,2023-24
Allen,Bol,196,PHX,2023-24
Metu,Okogie,114,PHX,2023-24
Bol,Metu,25,PHX,2023-24
Bol,Okogie,106,PHX,2023-24
Beal,Watanabe,38,PHX,2023-24
Nurkic,Watanabe,103,PHX,2023-24
Beal,Goodwin,55,PHX,2023-24
Lee,Metu,48,PHX,2023-24
Lee,Little,43,PHX,2023-24
Durant,Lee,81,PHX,2023-24
Gordon,Lee,70,PHX,2023-24
Azubuike,Bates-Diop,23,PHX,2023-24
Azubuike,Beal,23,PHX,2023-24
Allen,Young,41,PHX,2023-24
Okogie,Young,27,PHX,2023-24
Bol,Young,35,PHX,2023-24
Durant,Young,39,PHX,2023-24
Allen,Watanabe,74,PHX,2023-24
O'Neale,Okogie,63,PHX,2023-24
Lee,O'Neale,47,PHX,2023-24
Lee,Okogie,24,PHX,2023-24
Eubanks,Lee,72,PHX,2023-24
Beal,Little,28,PHX,2023-24
Bol,Little,34,PHX,2023-24
Beal,Lee,37,PHX,2023-24
Booker,Lee,39,PHX,2023-24
Allen,Lee,49,PHX,2023-24
Bol,Lee,65,PHX,2023-24
Okogie,Roddy,24,PHX,2023-24
Okogie,Thomas,17,PHX,2023-24
Bol,Roddy,33,PHX,2023-24
Bol,Thomas,9,PHX,2023-24
Little,Roddy,35,PHX,2023-24
Little,Thomas,20,PHX,2023-24
Roddy,Thomas,15,PHX,2023-24
Azubuike,Metu,32,PHX,2023-24
O'Neale,Young,50,PHX,2023-24
Gordon,Young,38,PHX,2023-24
Beal,Young,37,PHX,2023-24
Booker,Young,44,PHX,2023-24
Lee,Nurkic,36,PHX,2023-24
Bol,Watanabe,13,PHX,2023-24
Bol,Goodwin,19,PHX,2023-24
Lee,Watanabe,16,PHX,2023-24
Goodwin,Lee,17,PHX,2023-24
Little,O'Neale,16,PHX,2023-24
Azubuike,Okogie,19,PHX,2023-24
Azubuike,Little,32,PHX,2023-24
Azubuike,Maledon,5,PHX,2023-24
Azubuike,Lee,30,PHX,2023-24
Azubuike,Roddy,5,PHX,2023-24
Little,Maledon,11,PHX,2023-24
Lee,Maledon,10,PHX,2023-24
Maledon,Roddy,9,PHX,2023-24
Lee,Roddy,19,PHX,2023-24
Azubuike,Goodwin,19,PHX,2023-24
Little,Young,15,PHX,2023-24
Roddy,Young,12,PHX,2023-24
Bates-Diop,Lee,20,PHX,2023-24
Bates-Diop,Bol,12,PHX,2023-24
Gordon,Roddy,11,PHX,2023-24
Beal,Roddy,13,PHX,2023-24
Nurkic,Roddy,11,PHX,2023-24
Lee,Thomas,6,PHX,2023-24
Booker,Wainright,7,PHX,2023-24
Durant,Wainright,4,PHX,2023-24
Beal,Wainright,10,PHX,2023-24
Nurkic,Wainright,4,PHX,2023-24
Azubuike,Watanabe,8,PHX,2023-24
Eubanks,Roddy,16,PHX,2023-24
Booker,Roddy,3,PHX,2023-24
O'Neale,Roddy,9,PHX,2023-24
Durant,Roddy,13,PHX,2023-24
Allen,Roddy,11,PHX,2023-24
Bol,Wainright,8,PHX,2023-24
Little,Wainright,6,PHX,2023-24
Roddy,Wainright,5,PHX,2023-24
Wainright,Young,5,PHX,2023-24
Bol,Maledon,6,PHX,2023-24
O'Neale,Wainright,6,PHX,2023-24
Allen,Wainright,3,PHX,2023-24
Azubuike,Young,3,PHX,2023-24
Azubuike,Thomas,4,PHX,2023-24
Thomas,Young,6,PHX,2023-24
Azubuike,Bol,14,PHX,2023-24
Allen,Maledon,2,PHX,2023-24
Eubanks,Maledon,2,PHX,2023-24
Gordon,Wainright,2,PHX,2023-24
Thomas,Wainright,3,PHX,2023-24
Azubuike,O'Neale,1,PHX,2023-24
Okogie,Wainright,1,PHX,2023-24
Maledon,Okogie,2,PHX,2023-24
Maledon,Young,1,PHX,2023-24
Lee,Young,3,PHX,2023-24
Maxey,Melton,766,PHI,2023-24
Batum,Melton,379,PHI,2023-24
Harris,Melton,866,PHI,2023-24
Embiid,Melton,640,PHI,2023-24
Batum,Maxey,1023,PHI,2023-24
Harris,Maxey,1713,PHI,2023-24
Embiid,Maxey,947,PHI,2023-24
Batum,Harris,879,PHI,2023-24
Batum,Embiid,624,PHI,2023-24
Embiid,Harris,945,PHI,2023-24
Maxey,Oubre Jr.,1333,PHI,2023-24
Batum,Oubre Jr.,647,PHI,2023-24
Harris,Oubre Jr.,1130,PHI,2023-24
Embiid,Oubre Jr.,597,PHI,2023-24
Melton,Oubre Jr.,285,PHI,2023-24
Bamba,Oubre Jr.,421,PHI,2023-24
Lowry,Oubre Jr.,451,PHI,2023-24
